,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,AWAY_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE
3284,KZ Okpala,1629644,MIA @ DEN,MIA,1610612748,DEN,0,1,0022100151,2021-11-08,L,3,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.57,90.57,0.0,75.47,"NOV 08, 2021",240,31,78,0.397,13,36,0.361,21,25,0.84,6,31,37,22,3,3,13,20,96,100.0,7.0,5.0,49.0,0.46153846153846156,1610612743,100.0,96.0,97.28000000000002,98.56
3285,Zeke Nnaji,1630192,DEN vs. MIA,DEN,1610612743,MIA,1,0,0022100151,2021-11-08,W,1,2,0,0,1,2,0.5,0,1,0.0,0,0,,0,0,0,0,0,0,0,2.0,1.0,,100.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.667,0.5,80.0,100.0,0.4,83.33,"NOV 08, 2021",240,42,91,0.462,12,41,0.293,17,24,0.708,12,37,49,28,7,5,9,23,113,114.65097402597402,3.0,3.0,37.0,0.3974358974358974,1610612748,114.65097402597402,98.56,97.28000000000002,96.0
3286,Omer Yurtseven,1630209,MIA @ DEN,MIA,1610612748,DEN,0,1,0022100151,2021-11-08,L,3,0,0,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,90.57,90.57,0.667,75.47,"NOV 08, 2021",240,31,78,0.397,13,36,0.361,21,25,0.84,6,31,37,22,3,3,13,20,96,100.0,7.0,5.0,49.0,0.46153846153846156,1610612743,100.0,96.0,97.28000000000002,98.56
3287,Markus Howard,1630210,DEN vs. MIA,DEN,1610612743,MIA,1,0,0022100151,2021-11-08,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,100.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0,0.0,83.33,"NOV 08, 2021",240,42,91,0.462,12,41,0.293,17,24,0.708,12,37,49,28,7,5,9,23,113,114.65097402597402,3.0,3.0,37.0,0.3974358974358974,1610612748,114.65097402597402,98.56,97.28000000000002,96.0
3288,Facundo Campazzo,1630267,DEN vs. MIA,DEN,1610612743,MIA,1,0,0022100151,2021-11-08,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,100.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0,0.0,83.33,"NOV 08, 2021",240,42,91,0.462,12,41,0.293,17,24,0.708,12,37,49,28,7,5,9,23,113,114.65097402597402,3.0,3.0,37.0,0.3974358974358974,1610612748,114.65097402597402,98.56,97.28000000000002,96.0
3289,Sterling Brown,1628425,DAL vs. NOP,DAL,1610612742,NOP,1,0,0022100150,2021-11-08,W,11,0,0,4,0,3,0.0,0,3,0.0,0,0,,0,4,0,0,0,1,1,4.8,0.0,,90.9,86.4,4.5,0.0,0.235,0.154,0.0,0.0,0.13,0.0,95.3,94.19,0.0,78.49,"NOV 08, 2021",240,43,85,0.506,14,35,0.4,8,13,0.615,9,37,46,27,7,3,12,15,108,115.23687580025607,7.0,0.0,39.0,0.42528735632183906,1610612740,115.23687580025607,93.71999999999998,94.78000000000002,95.83999999999999
3290,Nemanja Bjelica,202357,GSW vs. ATL,GSW,1610612744,ATL,1,0,0022100152,2021-11-08,W,13,7,0,2,2,2,1.0,1,1,1.0,2,2,1.0,0,2,1,0,2,2,17,10.4,2.431,,129.0,76.7,52.4,0.0,0.133,0.074,0.0,0.0,0.147,1.215,110.96,111.91,0.124,93.26,"NOV 08, 2021",240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,121.32212457011843,6.0,2.0,35.0,0.4634146341463415,1610612737,121.32212457011843,104.68,106.56,108.44
3291,Draymond Green,203110,GSW vs. ATL,GSW,1610612744,ATL,1,0,0022100152,2021-11-08,W,30,4,9,7,2,8,0.25,0,1,0.0,0,0,,4,3,2,0,3,3,13,28.9,0.5,F,137.5,115.4,22.1,0.133,0.1,0.117,0.31,3.0,0.145,0.25,111.29,103.7,0.055,86.42,"NOV 08, 2021",240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,121.32212457011843,6.0,2.0,35.0,0.4634146341463415,1610612737,121.32212457011843,104.68,106.56,108.44
3292,Gorgui Dieng,203476,ATL @ GSW,ATL,1610612737,GSW,0,1,0022100152,2021-11-08,L,5,3,1,2,1,1,1.0,1,1,1.0,0,0,,0,2,0,0,0,0,7,6.9,3.0,,154.5,100.0,54.5,0.0,0.5,0.286,0.333,0.0,0.083,1.5,101.18,100.8,0.222,84.0,"NOV 08, 2021",240,38,82,0.463,17,43,0.395,20,26,0.769,3,32,35,21,6,2,18,16,113,104.20509037255626,13.0,4.0,39.0,0.4782608695652174,1610612744,104.20509037255626,108.44,106.56,104.68
3293,Andrew Wiggins,203952,GSW vs. ATL,GSW,1610612744,ATL,1,0,0022100152,2021-11-08,W,26,13,1,4,5,12,0.417,1,4,0.25,2,2,1.0,1,3,1,0,1,0,3,21.3,1.009,F,137.0,126.8,10.3,0.037,0.12,0.077,0.048,1.0,0.212,0.505,107.12,101.47,0.077,84.56,"NOV 08, 2021",240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,121.32212457011843,6.0,2.0,35.0,0.4634146341463415,1610612737,121.32212457011843,104.68,106.56,108.44
3294,Clint Capela,203991,ATL @ GSW,ATL,1610612737,GSW,0,1,0022100152,2021-11-08,L,23,2,2,6,1,5,0.2,0,0,,0,2,0.0,1,5,0,1,1,0,-5,14.2,0.34,C,118.0,128.0,-10.0,0.053,0.208,0.14,0.095,2.0,0.125,0.17,108.82,102.86,0.028,85.71,"NOV 08, 2021",240,38,82,0.463,17,43,0.395,20,26,0.769,3,32,35,21,6,2,18,16,113,104.20509037255626,13.0,4.0,39.0,0.4782608695652174,1610612744,104.20509037255626,108.44,106.56,104.68
3295,Kevon Looney,1626172,GSW vs. ATL,GSW,1610612744,ATL,1,0,0022100152,2021-11-08,W,17,6,1,6,2,3,0.667,0,0,,2,2,1.0,1,5,0,0,0,3,8,14.7,1.546,C,138.9,113.5,25.4,0.056,0.263,0.162,0.063,0.0,0.089,0.773,106.63,100.88,0.097,84.07,"NOV 08, 2021",240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,121.32212457011843,6.0,2.0,35.0,0.4634146341463415,1610612737,121.32212457011843,104.68,106.56,108.44
3296,Timothe Luwawu-Cabarrot,1627789,ATL @ GSW,ATL,1610612737,GSW,0,1,0022100152,2021-11-08,L,5,8,0,0,2,4,0.5,1,3,0.333,3,3,1.0,0,0,1,0,0,0,7,11.0,1.504,,154.5,100.0,54.5,0.0,0.0,0.0,0.0,0.0,0.417,0.752,101.18,100.8,0.259,84.0,"NOV 08, 2021",240,38,82,0.463,17,43,0.395,20,26,0.769,3,32,35,21,6,2,18,16,113,104.20509037255626,13.0,4.0,39.0,0.4782608695652174,1610612744,104.20509037255626,108.44,106.56,104.68
3297,John Collins,1628381,ATL @ GSW,ATL,1610612737,GSW,0,1,0022100152,2021-11-08,L,31,19,1,6,6,7,0.857,2,3,0.667,5,6,0.833,0,6,0,0,0,0,-8,27.7,1.971,F,110.6,119.1,-8.5,0.0,0.176,0.092,0.045,0.0,0.135,0.985,108.65,104.42,0.175,87.01,"NOV 08, 2021",240,38,82,0.463,17,43,0.395,20,26,0.769,3,32,35,21,6,2,18,16,113,104.20509037255626,13.0,4.0,39.0,0.4782608695652174,1610612744,104.20509037255626,108.44,106.56,104.68
3298,Kevin Huerter,1628989,ATL @ GSW,ATL,1610612737,GSW,0,1,0022100152,2021-11-08,L,25,11,2,3,4,8,0.5,3,6,0.5,0,0,,0,3,0,0,4,5,-9,13.6,1.375,,94.7,114.5,-19.8,0.0,0.13,0.06,0.182,0.5,0.194,0.688,105.95,107.26,0.03,89.38,"NOV 08, 2021",240,38,82,0.463,17,43,0.395,20,26,0.769,3,32,35,21,6,2,18,16,113,104.20509037255626,13.0,4.0,39.0,0.4782608695652174,1610612744,104.20509037255626,108.44,106.56,104.68
3299,Trae Young,1629027,ATL @ GSW,ATL,1610612737,GSW,0,1,0022100152,2021-11-08,L,32,28,9,3,11,20,0.55,4,8,0.5,2,3,0.667,0,3,1,0,4,2,-9,44.1,1.313,G,110.3,120.0,-9.7,0.0,0.081,0.043,0.529,2.25,0.329,0.657,109.07,103.18,0.179,85.98,"NOV 08, 2021",240,38,82,0.463,17,43,0.395,20,26,0.769,3,32,35,21,6,2,18,16,113,104.20509037255626,13.0,4.0,39.0,0.4782608695652174,1610612744,104.20509037255626,108.44,106.56,104.68
3300,Jordan Poole,1629673,GSW vs. ATL,GSW,1610612744,ATL,1,0,0022100152,2021-11-08,W,32,16,4,4,6,17,0.353,3,10,0.3,1,1,1.0,0,4,2,0,0,2,-12,32.8,0.917,G,118.8,133.3,-14.6,0.0,0.148,0.065,0.19,0.0,0.224,0.459,101.78,98.6,0.085,82.17,"NOV 08, 2021",240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,121.32212457011843,6.0,2.0,35.0,0.4634146341463415,1610612737,121.32212457011843,104.68,106.56,108.44
3301,Jonathan Kuminga,1630228,GSW vs. ATL,GSW,1610612744,ATL,1,0,0022100152,2021-11-08,W,7,1,0,1,0,1,0.0,0,0,,1,2,0.5,0,1,0,0,1,2,-3,1.2,0.532,,87.5,106.3,-18.8,0.0,0.143,0.071,0.0,0.0,0.188,0.266,112.14,112.28,-0.107,93.57,"NOV 08, 2021",240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,121.32212457011843,6.0,2.0,35.0,0.4634146341463415,1610612737,121.32212457011843,104.68,106.56,108.44
3302,Jeff Dowtin Jr.,1630288,GSW vs. ATL,GSW,1610612744,ATL,1,0,0022100152,2021-11-08,W,4,0,0,1,0,1,0.0,0,0,,0,0,,0,1,0,0,0,1,-6,1.2,0.0,,75.0,150.0,-75.0,0.0,0.333,0.143,0.0,0.0,0.125,0.0,100.55,99.31,-0.059,82.76,"NOV 08, 2021",240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,121.32212457011843,6.0,2.0,35.0,0.4634146341463415,1610612737,121.32212457011843,104.68,106.56,108.44
3303,Moses Moody,1630541,GSW vs. ATL,GSW,1610612744,ATL,1,0,0022100152,2021-11-08,W,3,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-5,0.0,0.0,,50.0,133.3,-83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.23,97.63,0.0,81.36,"NOV 08, 2021",240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,121.32212457011843,6.0,2.0,35.0,0.4634146341463415,1610612737,121.32212457011843,104.68,106.56,108.44
3304,Chris Paul,101108,PHX @ SAC,PHX,1610612756,SAC,0,1,0022100153,2021-11-08,W,26,16,5,3,6,12,0.5,2,3,0.667,2,2,1.0,0,3,3,0,2,1,7,34.1,1.242,G,103.4,91.5,11.9,0.0,0.125,0.056,0.263,2.5,0.231,0.621,111.08,109.63,0.198,91.35,"NOV 08, 2021",240,44,93,0.473,12,30,0.4,9,11,0.818,5,33,38,28,14,9,14,21,109,102.0217147135904,6.0,6.0,46.0,0.45121951219512196,1610612758,102.0217147135904,106.83999999999999,108.14,109.44
3305,Harrison Barnes,203084,SAC vs. PHX,SAC,1610612758,PHX,1,0,0022100153,2021-11-08,L,36,26,2,6,7,9,0.778,1,2,0.5,11,11,1.0,2,4,1,0,6,3,-12,33.2,1.879,F,97.6,112.2,-14.6,0.057,0.114,0.086,0.095,0.33,0.22,0.939,111.1,109.13,0.155,90.94,"NOV 08, 2021",240,37,82,0.451,10,24,0.417,20,26,0.769,8,38,46,18,6,6,24,18,104,95.02923976608187,14.0,9.0,38.0,0.4731182795698925,1610612756,95.02923976608187,109.44,108.14,106.83999999999999
3306,Maurice Harkless,203090,SAC vs. PHX,SAC,1610612758,PHX,1,0,0022100153,2021-11-08,L,12,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,1,0,-9,0.2,0.0,F,92.0,123.1,-31.1,0.0,0.111,0.048,0.0,0.0,0.038,0.0,100.03,103.02,0.0,85.85,"NOV 08, 2021",240,37,82,0.451,10,24,0.417,20,26,0.769,8,38,46,18,6,6,24,18,104,95.02923976608187,14.0,9.0,38.0,0.4731182795698925,1610612756,95.02923976608187,109.44,108.14,106.83999999999999
3307,Jae Crowder,203109,PHX @ SAC,PHX,1610612756,SAC,0,1,0022100153,2021-11-08,W,28,5,3,3,2,9,0.222,1,4,0.25,0,0,,1,2,2,1,0,3,19,22.1,0.556,F,119.4,90.2,29.2,0.037,0.074,0.056,0.111,0.0,0.13,0.278,108.67,106.76,0.029,88.97,"NOV 08, 2021",240,44,93,0.473,12,30,0.4,9,11,0.818,5,33,38,28,14,9,14,21,109,102.0217147135904,6.0,6.0,46.0,0.45121951219512196,1610612758,102.0217147135904,106.83999999999999,108.14,109.44
3308,Alex Len,203458,SAC vs. PHX,SAC,1610612758,PHX,1,0,0022100153,2021-11-08,L,11,2,1,1,1,2,0.5,0,0,,0,0,,0,1,0,0,2,0,3,2.7,1.0,,103.8,96.0,7.8,0.0,0.1,0.045,0.111,0.5,0.143,0.5,109.03,110.77,0.02,92.31,"NOV 08, 2021",240,37,82,0.451,10,24,0.417,20,26,0.769,8,38,46,18,6,6,24,18,104,95.02923976608187,14.0,9.0,38.0,0.4731182795698925,1610612756,95.02923976608187,109.44,108.14,106.83999999999999
3309,Richaun Holmes,1626158,SAC vs. PHX,SAC,1610612758,PHX,1,0,0022100153,2021-11-08,L,25,7,1,8,3,8,0.375,0,0,,1,2,0.5,2,6,0,1,3,2,-25,18.1,0.788,C,87.5,132.1,-44.6,0.077,0.25,0.16,0.067,0.33,0.175,0.394,109.7,107.74,0.038,89.78,"NOV 08, 2021",240,37,82,0.451,10,24,0.417,20,26,0.769,8,38,46,18,6,6,24,18,104,95.02923976608187,14.0,9.0,38.0,0.4731182795698925,1610612756,95.02923976608187,109.44,108.14,106.83999999999999
3310,Devin Booker,1626164,PHX @ SAC,PHX,1610612756,SAC,0,1,0022100153,2021-11-08,W,32,18,6,9,8,17,0.471,2,5,0.4,0,2,0.0,1,8,2,0,5,4,22,38.8,1.007,G,112.3,82.2,30.1,0.031,0.222,0.132,0.25,1.2,0.288,0.503,110.39,108.25,0.123,90.21,"NOV 08, 2021",240,44,93,0.473,12,30,0.4,9,11,0.818,5,33,38,28,14,9,14,21,109,102.0217147135904,6.0,6.0,46.0,0.45121951219512196,1610612758,102.0217147135904,106.83999999999999,108.14,109.44
3311,De'Aaron Fox,1628368,SAC vs. PHX,SAC,1610612758,PHX,1,0,0022100153,2021-11-08,L,35,24,5,4,8,19,0.421,1,1,1.0,7,11,0.636,0,4,3,3,5,3,-5,49.3,1.007,G,98.7,103.8,-5.0,0.0,0.111,0.057,0.263,1.0,0.322,0.503,111.55,108.26,0.114,90.21,"NOV 08, 2021",240,37,82,0.451,10,24,0.417,20,26,0.769,8,38,46,18,6,6,24,18,104,95.02923976608187,14.0,9.0,38.0,0.4731182795698925,1610612756,95.02923976608187,109.44,108.14,106.83999999999999
3312,Alex Caruso,1627936,CHI vs. BKN,CHI,1610612741,BKN,1,0,0022100148,2021-11-08,W,24,5,2,4,1,4,0.25,1,3,0.333,2,2,1.0,0,4,2,0,2,1,9,16.8,1.025,,112.8,91.7,21.1,0.0,0.148,0.071,0.095,1.0,0.119,0.512,94.5,95.15,0.083,79.29,"NOV 08, 2021",240,46,98,0.469,9,31,0.29,17,20,0.85,15,41,56,21,8,5,9,17,118,117.06349206349206,6.0,7.0,42.0,0.3953488372093023,1610612751,117.06349206349206,100.8,101.58,102.36
3313,Tony Bradley,1628396,CHI vs. BKN,CHI,1610612741,BKN,1,0,0022100148,2021-11-08,W,15,4,1,8,2,4,0.5,0,0,,0,0,,4,4,0,1,0,3,13,18.1,1.0,,133.3,81.8,51.5,0.25,0.267,0.258,0.071,0.0,0.108,0.5,102.94,103.27,0.125,86.06,"NOV 08, 2021",240,46,98,0.469,9,31,0.29,17,20,0.85,15,41,56,21,8,5,9,17,118,117.06349206349206,6.0,7.0,42.0,0.3953488372093023,1610612751,117.06349206349206,100.8,101.58,102.36
3314,Bogdan Bogdanović,203992,ATL @ GSW,ATL,1610612737,GSW,0,1,0022100152,2021-11-08,L,31,17,2,1,7,14,0.5,3,8,0.375,0,0,,0,1,0,1,2,2,-17,22.2,1.214,G,104.5,129.9,-25.4,0.0,0.028,0.015,0.1,1.0,0.213,0.607,107.08,102.4,0.068,85.34,"NOV 08, 2021",240,38,82,0.463,17,43,0.395,20,26,0.769,3,32,35,21,6,2,18,16,113,104.20509037255626,13.0,4.0,39.0,0.4782608695652174,1610612744,104.20509037255626,108.44,106.56,104.68
3315,Delon Wright,1626153,ATL @ GSW,ATL,1610612737,GSW,0,1,0022100152,2021-11-08,L,16,7,2,5,0,2,0.0,0,2,0.0,7,8,0.875,2,3,2,0,1,1,-5,21.0,1.268,,105.6,122.9,-17.3,0.167,0.25,0.208,0.2,2.0,0.175,0.634,103.0,107.17,0.138,89.31,"NOV 08, 2021",240,38,82,0.463,17,43,0.395,20,26,0.769,3,32,35,21,6,2,18,16,113,104.20509037255626,13.0,4.0,39.0,0.4782608695652174,1610612744,104.20509037255626,108.44,106.56,104.68
3316,Damion Lee,1627814,GSW vs. ATL,GSW,1610612744,ATL,1,0,0022100152,2021-11-08,W,18,11,2,2,5,8,0.625,1,3,0.333,0,0,,1,1,0,1,0,0,-7,19.4,1.375,,108.6,125.0,-16.4,0.045,0.1,0.063,0.2,0.0,0.2,0.688,101.41,95.95,0.164,79.95,"NOV 08, 2021",240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,121.32212457011843,6.0,2.0,35.0,0.4634146341463415,1610612737,121.32212457011843,104.68,106.56,108.44
3317,Juan Toscano-Anderson,1629308,GSW vs. ATL,GSW,1610612744,ATL,1,0,0022100152,2021-11-08,W,15,11,1,1,4,5,0.8,3,4,0.75,0,0,,0,1,1,1,2,2,-2,17.7,2.2,,110.0,109.4,0.6,0.0,0.091,0.04,0.143,0.5,0.233,1.1,98.94,102.17,0.154,85.15,"NOV 08, 2021",240,44,92,0.478,18,44,0.409,21,22,0.955,10,29,39,31,13,4,13,22,127,121.32212457011843,6.0,2.0,35.0,0.4634146341463415,1610612737,121.32212457011843,104.68,106.56,108.44
3318,Cam Reddish,1629629,ATL @ GSW,ATL,1610612737,GSW,0,1,0022100152,2021-11-08,L,13,3,0,2,1,4,0.25,1,3,0.333,0,0,,0,2,0,0,2,2,-10,3.4,0.75,,84.4,123.3,-39.0,0.0,0.2,0.083,0.0,0.0,0.167,0.375,107.79,110.5,-0.039,92.08,"NOV 08, 2021",240,38,82,0.463,17,43,0.395,20,26,0.769,3,32,35,21,6,2,18,16,113,104.20509037255626,13.0,4.0,39.0,0.4782608695652174,1610612744,104.20509037255626,108.44,106.56,104.68
3319,Cam Thomas,1630560,BKN @ CHI,BKN,1610612751,CHI,0,1,0022100148,2021-11-08,L,3,0,1,0,0,2,0.0,0,0,,0,0,,0,0,0,0,1,0,-4,0.5,0.0,,57.1,114.3,-57.1,0.0,0.0,0.0,1.0,1.0,0.429,0.0,95.6,103.92,-0.174,86.6,"NOV 08, 2021",240,34,86,0.395,11,33,0.333,16,19,0.842,6,36,42,19,6,7,14,16,95,92.80969128565846,8.0,5.0,56.0,0.46938775510204084,1610612741,92.80969128565846,102.36,101.58,100.8
3320,Day'Ron Sharpe,1630549,BKN @ CHI,BKN,1610612751,CHI,0,1,0022100148,2021-11-08,L,3,2,0,1,1,1,1.0,0,0,,0,0,,0,1,1,0,2,1,-4,4.2,2.0,,57.1,114.3,-57.1,0.0,1.0,0.333,0.0,0.0,0.429,1.0,95.6,103.92,0.087,86.6,"NOV 08, 2021",240,34,86,0.395,11,33,0.333,16,19,0.842,6,36,42,19,6,7,14,16,95,92.80969128565846,8.0,5.0,56.0,0.46938775510204084,1610612741,92.80969128565846,102.36,101.58,100.8
3321,Javonte Green,1629750,CHI vs. BKN,CHI,1610612741,BKN,1,0,0022100148,2021-11-08,W,29,11,2,7,5,11,0.455,1,3,0.333,0,0,,2,5,3,0,1,3,13,30.4,1.0,F,112.7,89.2,23.5,0.059,0.147,0.103,0.091,2.0,0.171,0.5,107.79,106.3,0.101,88.58,"NOV 08, 2021",240,46,98,0.469,9,31,0.29,17,20,0.85,15,41,56,21,8,5,9,17,118,117.06349206349206,6.0,7.0,42.0,0.3953488372093023,1610612751,117.06349206349206,100.8,101.58,102.36
3322,Matt Thomas,1629744,CHI vs. BKN,CHI,1610612741,BKN,1,0,0022100148,2021-11-08,W,2,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,0,2,1.2,0.0,,150.0,100.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,79.26,92.16,0.091,76.8,"NOV 08, 2021",240,46,98,0.469,9,31,0.29,17,20,0.85,15,41,56,21,8,5,9,17,118,117.06349206349206,6.0,7.0,42.0,0.3953488372093023,1610612751,117.06349206349206,100.8,101.58,102.36
3323,Alize Johnson,1628993,CHI vs. BKN,CHI,1610612741,BKN,1,0,0022100148,2021-11-08,W,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.24,0.0,58.54,"NOV 08, 2021",240,46,98,0.469,9,31,0.29,17,20,0.85,15,41,56,21,8,5,9,17,118,117.06349206349206,6.0,7.0,42.0,0.3953488372093023,1610612751,117.06349206349206,100.8,101.58,102.36
3324,Jevon Carter,1628975,BKN @ CHI,BKN,1610612751,CHI,0,1,0022100148,2021-11-08,L,9,2,0,0,0,1,0.0,0,1,0.0,2,2,1.0,0,0,0,1,0,0,3,5.0,1.064,,83.3,66.7,16.7,0.0,0.0,0.0,0.0,0.0,0.095,0.532,89.53,92.41,0.058,77.01,"NOV 08, 2021",240,34,86,0.395,11,33,0.333,16,19,0.842,6,36,42,19,6,7,14,16,95,92.80969128565846,8.0,5.0,56.0,0.46938775510204084,1610612741,92.80969128565846,102.36,101.58,100.8
3325,Troy Brown Jr.,1628972,CHI vs. BKN,CHI,1610612741,BKN,1,0,0022100148,2021-11-08,W,2,2,0,0,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,2,2.0,2.0,,150.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,79.26,92.16,0.182,76.8,"NOV 08, 2021",240,46,98,0.469,9,31,0.29,17,20,0.85,15,41,56,21,8,5,9,17,118,117.06349206349206,6.0,7.0,42.0,0.3953488372093023,1610612751,117.06349206349206,100.8,101.58,102.36
3326,Lonzo Ball,1628366,CHI vs. BKN,CHI,1610612741,BKN,1,0,0022100148,2021-11-08,W,30,11,3,4,4,12,0.333,3,7,0.429,0,0,,1,3,0,0,0,2,13,20.3,0.917,G,120.9,101.5,19.4,0.032,0.097,0.065,0.107,0.0,0.162,0.458,106.28,106.19,0.053,88.49,"NOV 08, 2021",240,46,98,0.469,9,31,0.29,17,20,0.85,15,41,56,21,8,5,9,17,118,117.06349206349206,6.0,7.0,42.0,0.3953488372093023,1610612751,117.06349206349206,100.8,101.58,102.36
3327,Zach LaVine,203897,CHI vs. BKN,CHI,1610612741,BKN,1,0,0022100148,2021-11-08,W,33,24,5,5,10,17,0.588,0,4,0.0,4,4,1.0,1,4,1,1,1,0,10,42.5,1.279,G,113.7,98.6,15.0,0.026,0.108,0.067,0.217,5.0,0.244,0.64,106.49,105.68,0.182,88.07,"NOV 08, 2021",240,46,98,0.469,9,31,0.29,17,20,0.85,15,41,56,21,8,5,9,17,118,117.06349206349206,6.0,7.0,42.0,0.3953488372093023,1610612751,117.06349206349206,100.8,101.58,102.36
3328,Nikola Vučević,202696,CHI vs. BKN,CHI,1610612741,BKN,1,0,0022100148,2021-11-08,W,33,11,5,13,5,14,0.357,1,3,0.333,0,0,,3,10,1,3,1,1,10,45.1,0.786,C,111.4,94.4,17.0,0.077,0.256,0.167,0.2,5.0,0.188,0.393,102.76,103.22,0.134,86.02,"NOV 08, 2021",240,46,98,0.469,9,31,0.29,17,20,0.85,15,41,56,21,8,5,9,17,118,117.06349206349206,6.0,7.0,42.0,0.3953488372093023,1610612751,117.06349206349206,100.8,101.58,102.36
3329,James Harden,201935,BKN @ CHI,BKN,1610612751,CHI,0,1,0022100148,2021-11-08,L,34,14,5,8,4,11,0.364,3,7,0.429,3,3,1.0,0,8,1,1,4,2,-23,33.1,1.136,G,90.5,123.3,-32.7,0.0,0.205,0.103,0.238,1.25,0.193,0.568,102.93,103.64,0.106,86.36,"NOV 08, 2021",240,34,86,0.395,11,33,0.333,16,19,0.842,6,36,42,19,6,7,14,16,95,92.80969128565846,8.0,5.0,56.0,0.46938775510204084,1610612741,92.80969128565846,102.36,101.58,100.8
3330,Blake Griffin,201933,BKN @ CHI,BKN,1610612751,CHI,0,1,0022100148,2021-11-08,L,21,2,4,7,1,5,0.2,0,4,0.0,0,2,0.0,2,5,0,0,1,1,-14,15.4,0.34,C,97.9,133.3,-35.5,0.087,0.238,0.159,0.267,4.0,0.132,0.17,102.51,103.1,0.039,85.91,"NOV 08, 2021",240,34,86,0.395,11,33,0.333,16,19,0.842,6,36,42,19,6,7,14,16,95,92.80969128565846,8.0,5.0,56.0,0.46938775510204084,1610612741,92.80969128565846,102.36,101.58,100.8
3331,Paul Millsap,200794,BKN @ CHI,BKN,1610612751,CHI,0,1,0022100148,2021-11-08,L,7,0,0,2,0,2,0.0,0,1,0.0,0,0,,1,1,0,1,0,0,10,5.4,0.0,,133.3,50.0,83.3,0.143,0.091,0.111,0.0,0.0,0.133,0.0,88.92,83.88,0.0,69.9,"NOV 08, 2021",240,34,86,0.395,11,33,0.333,16,19,0.842,6,36,42,19,6,7,14,16,95,92.80969128565846,8.0,5.0,56.0,0.46938775510204084,1610612741,92.80969128565846,102.36,101.58,100.8
