name,pos,age
Joan Beringer,PF,19.0
Pat Connaughton,SG,33.0
David Jones García,SF,24.0
Kevon Looney,C,29.0
Chris Paul,PG,40.0
Duop Reath,C,29.0
Trey Alexander,SG,22.0
AJ Johnson,SG,21.0
Koby Brea,SG,23.0
Khaman Maluach,C,19.0
Norchad Omier,PF,24.0
Charles Bassey,C,25.0
Christian Koloko,C,25.0
Julian Phillips,SF,22.0
Gary Harris,SG,31.0
Jonathan Isaac,PF,28.0
Chaz Lanier,SG,24.0
Jae'Sean Tate,SF,30.0
Mo Bamba,C,27.0
Jayson Kent,SF,23.0
Malevy Leons,SF,26.0
E.J. Liddell,PF,25.0
Alijah Martin,SG,24.0
Lindy Waters III,SG,28.0
Omer Yurtseven,C,27.0
Chris Boucher,PF,33.0
Jeff Green,PF,39.0
Cormac Ryan,SG,27.0
Luke Travers,SG,24.0
Chris Youngblood,SG,23.0
JD Davison,PG,23.0
Tristan Enaruna,SF,24.0
Yang Hansen,C,20.0
Tyler Smith,PF,21.0
Hunter Tyson,PF,25.0
Bronny James,SG,21.0
Maxi Kleber,PF,34.0
TyTy Washington Jr.,PG,24.0
Dalano Banton,PG,26.0
Colin Castleton,C,25.0
Hunter Dickinson,C,25.0
Trentyn Flowers,SF,20.0
Keshon Gilbert,PG,22.0
CJ Huntley,SF,24.0
Colby Jones,SG,23.0
Johnny Juzang,SG,24.0
Jordan McLaughlin,PG,29.0
Wendell Moore Jr.,SG,24.0
Alex Morales,PG,28.0
Zyon Pullin,SG,24.0
Payton Sandfort,SF,23.0
Caleb Houstan,SF,23.0
Ariel Hukporti,C,23.0
Harrison Ingram,SF,23.0
Bobi Klintman,SF,22.0
Isaiah Livers,PF,27.0
Cody Martin,SF,30.0
Kevin McCullar Jr.,SF,24.0
Orlando Robinson,C,25.0
Jahmir Young,PG,25.0
Andre Jackson Jr.,SG,24.0
Mason Plumlee,C,35.0
Lachlan Olbrich,C,22.0
Jacob Toppin,SF,25.0
Buddy Boeheim,SF,26.0
Curtis Jones,SG,24.0
Jonathan Mogbo,PF,24.0
Adou Thiero,SF,21.0
