,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,TEAM_PACE,GAME_PACE,OPP_PACE,OPP_DEF_RATING,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
1490,Matisse Thybulle,1629680,PHI vs. ATL,PHI,1610612755,ATL,1,0042000207,2021-06-20,L,8,0,5,3,5,0.6,1,2,0.5,1,2,0.5,2,3,1,1,0,-10,20.0,1.361,0.7,,,95.0,93.3,111.6,111.2,-16.6,0.091,0.15,0.119,0.0,0.7,0.0,0.13,0.68,96.93,95.92,0.143,40,79.93,0.137,,,,,,,,,,,,,,,,,,,,,,,,20:46,4.14,1.56,3,5,8,17,0,0,11,1,2,0.5,2,3,0.667,1,1,1.0,2.0,3.0,2.0,4.0,7.0,3.0,10.0,16.0,0.0,1.0,1.0,0.25,0.156,0.2,0.182,0.111,0.154,0.667,0.2,0.278,0.0,0.0,0.25,0.5,0.0,0.091,0.083,0.211
1491,DeMarcus Cousins,202326,LAC @ PHX,LAC,1610612746,PHX,0,0042000311,2021-06-20,L,11,1,4,4,10,0.4,1,2,0.5,2,3,0.667,3,1,0,1,2,-12,18.3,0.972,0.45,,,103.7,113.6,150.0,156.8,-46.3,0.214,0.1,0.167,0.167,0.45,0.5,0.419,0.486,89.36,95.64,0.015,27,79.7,0.454,240,40,88,0.455,20,47,0.426,14,17,0.824,10,29,39,23,6,3,9,17,114,94.48,93.72,92.96,120.66045723962743,13:18,3.85,0.9,7,2,8,24,0,0,13,3,7,0.429,1,3,0.333,1,2,0.5,0.0,0.0,0.0,6.0,4.0,2.0,7.0,18.0,0.0,5.0,2.0,0.4,0.435,0.25,0.2,0.5,0.5,0.75,0.167,0.4,0.143,0.667,0.0,1.0,0.0,1.0,0.25,0.393
1492,Seth Curry,203552,PHI vs. ATL,PHI,1610612755,ATL,1,0042000207,2021-06-20,L,16,2,2,6,10,0.6,3,5,0.6,1,2,0.5,0,2,1,1,1,-2,26.4,1.471,0.75,G,,101.5,99.9,106.2,110.4,-4.6,0.0,0.071,0.035,0.111,0.75,2.0,0.169,0.735,100.5,101.64,0.084,66,84.7,0.169,,,,,,,,,,,,,,,,,,,,,,,,30:56,3.96,2.19,0,4,4,33,1,0,19,1,3,0.333,5,7,0.714,2,2,1.0,3.0,0.0,3.0,4.0,11.0,3.0,8.0,20.0,0.0,5.0,4.0,0.25,0.192,0.5,0.25,0.077,0.125,0.0,0.077,0.067,0.111,0.083,0.25,0.5,0.0,0.294,0.333,0.239
1493,Bogdan Bogdanović,203992,ATL @ PHI,ATL,1610612737,PHI,0,0042000207,2021-06-20,W,4,2,2,2,8,0.25,0,4,0.0,0,0,,0,2,2,0,0,-8,15.4,0.5,0.25,G,,83.0,85.7,102.2,102.0,-19.2,0.0,0.111,0.047,0.154,0.25,0.0,0.167,0.25,102.49,104.06,0.036,47,86.71,0.172,240,36,81,0.444,7,27,0.259,24,32,0.75,6,38,44,22,9,1,10,23,103,,,,,21:27,4.36,1.63,0,2,2,33,0,0,23,0,0,0.0,2,8,0.25,1,2,0.5,2.0,0.0,2.0,4.0,5.0,3.0,19.0,22.0,0.0,1.0,1.0,0.133,0.205,0.0,0.25,0.0,0.0,0.0,0.125,0.118,0.182,0.0,0.4,0.0,0.0,0.143,0.091,0.103
1494,Jae Crowder,203109,PHX vs. LAC,PHX,1610612756,LAC,1,0042000311,2021-06-20,W,13,2,6,5,10,0.5,3,7,0.429,0,0,,0,6,0,0,1,-12,22.2,1.3,0.65,F,,112.1,114.5,128.4,128.7,-16.2,0.0,0.188,0.097,0.08,0.65,2.0,0.155,0.65,94.57,95.66,0.091,66,79.72,0.16,240,49,89,0.551,13,32,0.406,9,9,1.0,7,36,43,31,5,3,7,16,120,92.96,93.72,94.48,129.08777969018934,33:22,4.0,2.33,0,9,9,47,0,0,36,0,0,0.0,5,10,0.5,0,0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,2.0,22.0,0.0,0.0,0.0,0.167,0.167,0.375,0.35,0.0,0.0,0.0,0.25,0.214,0.105,0.167,0.0,0.0,0.0,0.0,0.0,0.176
1495,Paul George,202331,LAC @ PHX,LAC,1610612746,PHX,0,0042000311,2021-06-20,L,34,5,4,10,26,0.385,7,15,0.467,7,8,0.875,1,3,2,1,1,1,54.3,1.152,0.5192307692307693,G,,120.8,120.5,119.5,122.5,1.3,0.024,0.086,0.053,0.227,0.519,5.0,0.345,0.576,93.73,94.81,0.148,77,79.01,0.352,240,40,88,0.455,20,47,0.426,14,17,0.824,10,29,39,23,6,3,9,17,114,94.48,93.72,92.96,120.66045723962743,38:59,3.85,2.63,3,6,9,78,2,1,45,4,10,0.4,6,16,0.375,1,2,0.5,0.0,1.0,0.0,2.0,11.0,6.0,13.0,42.0,3.0,0.0,7.0,0.313,0.356,0.412,0.375,0.583,0.571,0.125,0.125,0.125,0.294,0.167,0.4,0.333,1.0,0.0,0.583,0.366
1496,Lou Williams,101150,ATL @ PHI,ATL,1610612737,PHI,0,0042000207,2021-06-20,W,6,2,2,2,4,0.5,0,0,,2,2,1.0,0,2,3,0,0,1,20.4,1.23,0.5,,,104.0,110.0,100.0,96.3,4.0,0.0,0.167,0.083,0.286,0.5,0.0,0.179,0.615,105.19,106.04,0.2,25,88.37,0.195,240,36,81,0.444,7,27,0.259,24,32,0.75,6,38,44,22,9,1,10,23,103,,,,,11:19,3.75,0.77,1,3,3,20,0,0,13,0,1,0.0,2,3,0.667,0,0,0.0,4.0,0.0,4.0,4.0,2.0,3.0,4.0,8.0,0.0,2.0,1.0,0.222,0.19,0.0,0.0,0.333,0.333,0.0,0.25,0.2,0.4,0.0,0.75,0.0,0.0,0.222,0.333,0.231
1497,Joel Embiid,203954,PHI vs. ATL,PHI,1610612755,ATL,1,0042000207,2021-06-20,L,31,3,11,11,21,0.524,2,5,0.4,7,10,0.7,1,10,1,1,8,-2,46.7,1.22,0.5714285714285714,C,,104.7,103.3,103.4,105.4,1.3,0.027,0.238,0.139,0.143,0.571,0.38,0.374,0.61,100.98,101.31,0.139,85,84.42,0.373,,,,,,,,,,,,,,,,,,,,,,,,40:59,3.66,2.69,3,16,18,78,1,0,45,2,4,0.5,9,17,0.529,4,6,0.667,0.0,2.0,9.0,12.0,15.0,6.0,12.0,32.0,0.0,3.0,6.0,0.344,0.318,0.25,0.208,0.412,0.435,0.2,0.286,0.275,0.125,0.533,0.167,0.333,0.0,0.125,0.333,0.348
1498,Terance Mann,1629611,LAC @ PHX,LAC,1610612746,PHX,0,0042000311,2021-06-20,L,9,1,4,3,4,0.75,3,3,1.0,0,0,,1,3,1,0,0,7,18.3,2.25,1.125,F,,137.5,139.0,129.1,128.6,8.4,0.043,0.12,0.083,0.042,1.125,0.0,0.063,1.125,97.41,97.76,0.062,56,81.47,0.066,240,40,88,0.455,20,47,0.426,14,17,0.824,10,29,39,23,6,3,9,17,114,94.48,93.72,92.96,120.66045723962743,27:15,4.31,2.06,3,4,7,23,0,0,18,0,0,0.0,3,4,0.75,3,3,1.0,0.0,3.0,0.0,0.0,11.0,4.0,9.0,36.0,0.0,4.0,0.0,0.111,0.08,0.214,0.107,0.0,0.0,0.2,0.167,0.174,0.067,0.0,1.0,0.0,0.0,0.571,0.0,0.117
1499,Rajon Rondo,200765,LAC @ PHX,LAC,1610612746,PHX,0,0042000311,2021-06-20,L,8,7,3,3,5,0.6,2,2,1.0,0,0,,1,2,1,0,0,-14,25.1,1.6,0.8,,,93.0,93.5,122.7,129.7,-29.7,0.033,0.105,0.061,0.583,0.8,0.0,0.098,0.8,90.63,93.42,0.168,43,77.85,0.099,240,40,88,0.455,20,47,0.426,14,17,0.824,10,29,39,23,6,3,9,17,114,94.48,93.72,92.96,120.66045723962743,22:21,3.76,1.49,2,2,4,55,0,1,47,1,2,0.5,2,3,0.667,4,4,1.0,0.0,0.0,0.0,2.0,6.0,2.0,9.0,26.0,0.0,0.0,1.0,0.2,0.114,0.286,0.083,0.0,0.0,0.125,0.133,0.13,0.636,0.0,0.333,0.0,0.0,0.0,0.143,0.2
1500,Solomon Hill,203524,ATL @ PHI,ATL,1610612737,PHI,0,0042000207,2021-06-20,W,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,5,0.0,0.0,,,,91.7,103.4,54.5,58.1,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.27,110.03,0.0,12,91.69,0.0,240,36,81,0.444,7,27,0.259,24,32,0.75,6,38,44,22,9,1,10,23,103,,,,,5:01,3.83,0.34,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,Torrey Craig,1628470,PHX vs. LAC,PHX,1610612756,LAC,1,0042000311,2021-06-20,W,8,1,6,3,5,0.6,2,2,1.0,0,0,,2,4,0,0,0,18,16.7,1.6,0.8,,,153.3,162.4,93.3,97.8,60.0,0.2,0.235,0.222,0.063,0.8,0.0,0.147,0.8,92.93,97.89,0.14,30,81.58,0.16,240,49,89,0.551,13,32,0.406,9,9,1.0,7,36,43,31,5,3,7,16,120,92.96,93.72,94.48,129.08777969018934,14:43,4.6,1.2,2,5,7,20,0,1,15,1,2,0.5,2,3,0.667,0,1,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,12.0,1.0,2.0,0.0,0.158,0.172,0.4,0.167,0.0,0.0,0.667,0.333,0.4,0.083,0.0,0.0,0.0,1.0,0.25,0.0,0.174
1502,Kevin Huerter,1628989,ATL @ PHI,ATL,1610612737,PHI,0,0042000207,2021-06-20,W,27,3,7,10,18,0.556,2,4,0.5,5,7,0.714,1,6,1,0,1,8,41.9,1.281,0.6111111111111112,F,,98.8,99.6,89.2,91.3,9.6,0.023,0.15,0.084,0.167,0.611,3.0,0.236,0.64,99.05,100.65,0.171,83,83.87,0.24,240,36,81,0.444,7,27,0.259,24,32,0.75,6,38,44,22,9,1,10,23,103,,,,,39:35,4.2,2.97,1,6,7,58,0,1,35,5,7,0.714,5,11,0.455,1,1,1.0,3.0,0.0,0.0,2.0,8.0,10.0,17.0,32.0,1.0,4.0,5.0,0.357,0.269,0.333,0.16,0.25,0.25,0.2,0.182,0.184,0.167,0.125,0.143,0.0,0.25,0.235,0.217,0.329
1503,Dario Šarić,203967,PHX vs. LAC,PHX,1610612756,LAC,1,0042000312,2021-06-22,W,11,2,3,4,9,0.444,1,4,0.25,2,2,1.0,1,2,0,0,0,-1,17.6,1.113,0.5,,,129.2,135.0,128.0,125.4,1.2,0.091,0.222,0.15,0.333,0.5,0.0,0.385,0.557,88.48,89.43,0.155,24,74.52,0.401,240,41,82,0.5,6,26,0.231,16,18,0.889,7,32,39,24,5,3,9,20,104,91.92,91.74000000000001,91.56,113.14186248912097,13:09,3.96,0.93,3,3,6,31,0,0,20,1,3,0.333,3,6,0.5,2,4,0.5,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,2.0,2.0,0.4,0.429,0.5,0.444,0.222,0.222,0.5,0.333,0.375,0.333,0.0,0.0,0.0,0.0,0.4,0.25,0.355
1504,Ivica Zubac,1627826,LAC @ PHX,LAC,1610612746,PHX,0,0042000312,2021-06-22,L,14,0,11,4,5,0.8,0,0,,6,6,1.0,4,7,0,1,1,0,29.2,1.832,0.8,C,,109.1,110.5,109.1,112.2,0.0,0.114,0.241,0.172,0.0,0.8,0.0,0.12,0.916,90.28,92.15,0.145,66,76.79,0.126,240,36,80,0.45,13,34,0.382,18,24,0.75,7,32,39,18,3,4,8,19,103,91.56,91.74000000000001,91.92,112.49453910004368,34:23,3.93,2.39,10,10,20,43,0,0,33,3,4,0.75,1,1,1.0,5,9,0.556,0.0,2.0,0.0,8.0,10.0,8.0,2.0,42.0,0.0,3.0,3.0,0.154,0.083,0.0,0.0,0.5,0.429,0.667,0.292,0.367,0.0,0.2,0.0,0.333,0.0,0.231,0.231,0.194
1505,Reggie Jackson,202704,LAC @ PHX,LAC,1610612746,PHX,0,0042000312,2021-06-22,L,19,3,5,7,15,0.467,3,7,0.429,2,2,1.0,0,5,2,1,2,0,36.5,1.196,0.5666666666666667,G,,108.0,107.9,108.0,107.8,0.0,0.0,0.143,0.068,0.13,0.567,1.5,0.214,0.598,93.26,93.14,0.138,75,77.61,0.222,240,36,80,0.45,13,34,0.382,18,24,0.75,7,32,39,18,3,4,8,19,103,91.56,91.74000000000001,91.92,112.49453910004368,38:39,3.69,2.53,1,8,9,62,0,1,43,1,4,0.25,6,11,0.545,1,1,1.0,0.0,5.0,2.0,2.0,12.0,6.0,2.0,46.0,1.0,0.0,2.0,0.233,0.224,0.333,0.259,0.167,0.125,0.0,0.185,0.152,0.231,0.286,0.667,0.25,0.5,0.0,0.133,0.235
1506,Mikal Bridges,1628969,PHX vs. LAC,PHX,1610612756,LAC,1,0042000312,2021-06-22,W,5,1,5,2,7,0.286,1,5,0.2,0,0,,1,4,0,0,0,0,12.5,0.714,0.35714285714285715,F,,102.9,102.8,101.4,101.4,1.5,0.031,0.105,0.071,0.034,0.357,0.0,0.095,0.357,94.88,94.8,0.029,68,79.0,0.096,240,41,82,0.5,6,26,0.231,16,18,0.889,7,32,39,24,5,3,9,20,104,91.92,91.74000000000001,91.56,113.14186248912097,34:41,4.19,2.6,2,7,8,26,0,0,17,1,2,0.5,1,5,0.2,3,4,0.75,0.0,2.0,0.0,2.0,8.0,9.0,4.0,24.0,1.0,2.0,1.0,0.065,0.113,0.333,0.294,0.0,0.0,0.2,0.16,0.167,0.059,0.0,0.0,0.0,0.25,0.133,0.1,0.071
1507,Deandre Ayton,1629028,PHX vs. LAC,PHX,1610612756,LAC,1,0042000312,2021-06-22,W,24,1,14,12,15,0.8,0,0,,0,1,0.0,3,11,1,1,1,4,47.3,1.554,0.8,C,,109.0,107.4,101.5,104.3,7.5,0.097,0.289,0.203,0.053,0.8,1.0,0.219,0.777,93.2,93.81,0.243,67,78.18,0.219,240,41,82,0.5,6,26,0.231,16,18,0.889,7,32,39,24,5,3,9,20,104,91.92,91.74000000000001,91.56,113.14186248912097,34:32,3.78,2.32,7,17,24,52,0,0,34,8,9,0.889,4,6,0.667,1,2,0.5,2.0,4.0,2.0,22.0,8.0,9.0,4.0,24.0,0.0,3.0,1.0,0.387,0.246,0.0,0.0,0.0,0.111,0.6,0.423,0.452,0.056,0.125,0.333,0.5,0.0,0.214,0.091,0.329
1508,Torrey Craig,1628470,PHX vs. LAC,PHX,1610612756,LAC,1,0042000312,2021-06-22,W,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,-2,0.0,0.0,0.0,,,123.8,130.3,121.7,114.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,94.26,93.25,-0.071,21,77.7,0.048,240,41,82,0.5,6,26,0.231,16,18,0.889,7,32,39,24,5,3,9,20,104,91.92,91.74000000000001,91.56,113.14186248912097,11:20,4.33,0.89,0,0,0,10,0,0,8,0,0,0.0,0,1,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.063,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
1509,Terance Mann,1629611,LAC @ PHX,LAC,1610612746,PHX,0,0042000312,2021-06-22,L,8,1,1,3,5,0.6,1,3,0.333,1,2,0.5,0,1,1,0,0,-3,13.7,1.361,0.7,,,113.2,115.0,117.9,119.8,-4.8,0.0,0.059,0.029,0.083,0.7,0.0,0.143,0.68,94.32,95.81,0.038,38,79.84,0.152,240,36,80,0.45,13,34,0.382,18,24,0.75,7,32,39,18,3,4,8,19,103,91.56,91.74000000000001,91.92,112.49453910004368,19:17,4.03,1.39,2,4,6,18,1,0,12,0,0,0.0,3,5,0.6,0,0,0.0,2.0,0.0,0.0,4.0,10.0,6.0,2.0,30.0,0.0,5.0,2.0,0.2,0.161,0.167,0.2,0.143,0.2,0.0,0.091,0.077,0.111,0.0,0.5,0.0,0.0,0.556,0.286,0.186
1510,Nicolas Batum,201587,LAC @ PHX,LAC,1610612746,PHX,0,0042000312,2021-06-22,L,3,0,2,1,1,1.0,1,1,1.0,0,0,,0,2,0,0,0,-4,5.4,3.0,1.5,,,103.0,108.3,115.2,119.6,-12.1,0.0,0.143,0.069,0.0,1.5,0.0,0.027,1.5,96.44,100.77,0.079,33,83.98,0.03,240,36,80,0.45,13,34,0.382,18,24,0.75,7,32,39,18,3,4,8,19,103,91.56,91.74000000000001,91.92,112.49453910004368,15:43,3.89,1.11,1,6,7,16,0,0,14,0,0,0.0,1,1,1.0,3,3,1.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,22.0,0.0,0.0,0.0,0.091,0.042,0.167,0.077,0.0,0.0,0.0,0.222,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088
1511,Jae Crowder,203109,PHX vs. LAC,PHX,1610612756,LAC,1,0042000312,2021-06-22,W,2,3,4,0,3,0.0,0,3,0.0,2,2,1.0,0,4,1,0,0,-2,14.3,0.515,0.0,F,,103.1,101.6,106.3,109.8,-3.1,0.0,0.125,0.065,0.111,0.0,0.0,0.058,0.258,93.71,94.54,0.035,64,78.78,0.058,240,41,82,0.5,6,26,0.231,16,18,0.889,7,32,39,24,5,3,9,20,104,91.92,91.74000000000001,91.56,113.14186248912097,32:30,4.2,2.44,3,7,10,48,0,0,43,0,0,0.0,0,3,0.0,1,1,1.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,20.0,0.0,3.0,1.0,0.0,0.054,0.0,0.176,0.286,0.222,0.0,0.174,0.148,0.176,0.0,0.25,0.0,0.0,0.188,0.083,0.03
1512,Patrick Beverley,201976,LAC @ PHX,LAC,1610612746,PHX,0,0042000312,2021-06-22,L,6,1,4,2,5,0.4,2,4,0.5,0,0,,1,3,0,1,0,-1,15.3,1.2,0.6,G,,103.8,105.6,105.8,106.8,-1.9,0.034,0.13,0.077,0.063,0.6,0.0,0.085,0.6,93.82,95.03,0.042,52,79.19,0.089,240,36,80,0.45,13,34,0.382,18,24,0.75,7,32,39,18,3,4,8,19,103,91.56,91.74000000000001,91.92,112.49453910004368,26:16,4.12,1.93,2,4,5,27,2,0,21,0,1,0.0,2,4,0.5,2,2,1.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,32.0,0.0,4.0,2.0,0.111,0.111,0.286,0.222,0.0,0.0,0.2,0.158,0.167,0.111,0.0,0.0,0.333,0.0,0.444,0.167,0.111
1513,Rajon Rondo,200765,LAC @ PHX,LAC,1610612746,PHX,0,0042000312,2021-06-22,L,8,4,3,2,6,0.333,2,4,0.5,2,2,1.0,0,3,0,0,0,2,17.6,1.163,0.5,,,120.6,118.8,121.9,126.0,-1.3,0.0,0.214,0.111,0.333,0.5,0.0,0.184,0.581,92.01,92.74,0.142,34,77.28,0.197,240,36,80,0.45,13,34,0.382,18,24,0.75,7,32,39,18,3,4,8,19,103,91.56,91.74000000000001,91.92,112.49453910004368,17:05,3.66,1.13,0,5,5,41,0,1,32,0,0,0.0,2,6,0.333,0,0,0.0,0.0,3.0,0.0,0.0,10.0,2.0,0.0,18.0,0.0,1.0,2.0,0.143,0.231,0.286,0.267,0.333,0.25,0.0,0.3,0.273,0.5,0.0,0.0,0.0,0.0,0.125,0.333,0.195
1514,Devin Booker,1626164,PHX vs. LAC,PHX,1610612756,LAC,1,0042000312,2021-06-22,W,20,5,4,5,16,0.313,1,3,0.333,9,9,1.0,0,4,0,0,8,4,24.3,1.002,0.34375,G,,117.9,117.9,110.0,111.3,7.9,0.0,0.105,0.056,0.161,0.344,0.63,0.329,0.501,92.24,92.78,0.032,78,77.32,0.333,240,41,82,0.5,6,26,0.231,16,18,0.889,7,32,39,24,5,3,9,20,104,91.92,91.74000000000001,91.56,113.14186248912097,40:52,3.94,2.86,0,5,5,57,0,0,25,3,10,0.3,2,6,0.333,1,1,1.0,8.0,0.0,0.0,4.0,6.0,10.0,4.0,28.0,1.0,5.0,9.0,0.139,0.232,0.167,0.158,0.643,0.563,0.0,0.154,0.125,0.25,1.0,0.0,0.0,0.25,0.313,0.5,0.217
1515,Cameron Payne,1626166,PHX vs. LAC,PHX,1610612756,LAC,1,0042000312,2021-06-22,W,29,9,1,12,24,0.5,2,8,0.25,3,4,0.75,0,1,2,2,0,4,55.7,1.126,0.5416666666666666,G,,113.9,118.0,108.3,104.3,5.6,0.0,0.026,0.014,0.5,0.542,0.0,0.338,0.563,92.37,92.19,0.205,72,76.82,0.349,240,41,82,0.5,6,26,0.231,16,18,0.889,7,32,39,24,5,3,9,20,104,91.92,91.74000000000001,91.56,113.14186248912097,37:29,3.88,2.57,2,5,7,94,0,2,66,6,12,0.5,6,12,0.5,0,0,0.0,4.0,2.0,0.0,18.0,2.0,10.0,4.0,18.0,2.0,1.0,4.0,0.4,0.387,0.333,0.4,0.188,0.235,0.0,0.038,0.032,0.5,0.0,0.4,0.667,0.667,0.063,0.235,0.354
1516,DeMarcus Cousins,202326,LAC @ PHX,LAC,1610612746,PHX,0,0042000312,2021-06-22,L,2,0,0,0,2,0.0,0,0,,2,2,1.0,0,0,0,0,1,-2,1.0,0.694,0.0,,,75.0,77.3,100.0,101.5,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.347,96.74,98.97,-0.316,8,82.47,0.457,240,36,80,0.45,13,34,0.382,18,24,0.75,7,32,39,18,3,4,8,19,103,91.56,91.74000000000001,91.92,112.49453910004368,3:53,3.68,0.27,0,0,0,6,0,0,3,0,2,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,1.0,2.0,1.0,0.0,0.4,0.0,0.0,0.667,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.333
1517,Paul George,202331,LAC @ PHX,LAC,1610612746,PHX,0,0042000312,2021-06-22,L,26,6,6,10,23,0.435,1,8,0.125,5,10,0.5,0,6,0,0,3,0,39.2,0.949,0.45652173913043476,F,,111.3,112.9,112.7,112.9,-1.4,0.0,0.171,0.08,0.273,0.457,2.0,0.344,0.474,91.56,92.35,0.094,80,76.96,0.366,240,36,80,0.45,13,34,0.382,18,24,0.75,7,32,39,18,3,4,8,19,103,91.56,91.74000000000001,91.92,112.49453910004368,41:19,4.01,2.94,2,8,9,89,1,1,53,5,10,0.5,5,13,0.385,3,3,1.0,6.0,1.0,2.0,12.0,10.0,8.0,2.0,54.0,1.0,2.0,8.0,0.313,0.329,0.1,0.276,0.333,0.5,0.0,0.222,0.182,0.4,0.5,0.0,0.0,0.5,0.133,0.444,0.292
1518,Cameron Johnson,1629661,PHX vs. LAC,PHX,1610612756,LAC,1,0042000312,2021-06-22,W,11,0,3,5,5,1.0,1,1,1.0,0,0,,2,1,1,0,0,-1,17.6,2.2,1.1,,,124.4,124.9,121.3,123.2,3.2,0.095,0.056,0.077,0.0,1.1,0.0,0.098,1.1,90.39,91.26,0.119,45,76.05,0.1,240,41,82,0.5,6,26,0.231,16,18,0.889,7,32,39,24,5,3,9,20,104,91.92,91.74000000000001,91.56,113.14186248912097,24:12,4.12,1.8,4,4,8,24,0,1,18,3,3,1.0,2,2,1.0,0,0,0.0,3.0,2.0,0.0,6.0,6.0,7.0,0.0,18.0,0.0,2.0,1.0,0.238,0.119,0.333,0.063,0.0,0.0,0.4,0.083,0.176,0.0,0.0,0.5,0.0,0.0,0.25,0.111,0.196
1519,Marcus Morris Sr.,202694,LAC @ PHX,LAC,1610612746,PHX,0,0042000312,2021-06-22,L,7,1,5,3,11,0.273,1,2,0.5,0,0,,1,4,0,1,1,-5,16.5,0.636,0.3181818181818182,F,,95.9,93.3,108.3,108.2,-12.4,0.036,0.167,0.096,0.067,0.318,1.0,0.211,0.318,95.62,94.19,0.038,49,78.49,0.217,240,36,80,0.45,13,34,0.382,18,24,0.75,7,32,39,18,3,4,8,19,103,91.56,91.74000000000001,91.92,112.49453910004368,24:43,3.96,1.73,1,7,8,28,1,1,16,1,5,0.2,2,6,0.333,1,4,0.25,0.0,2.0,0.0,2.0,6.0,6.0,2.0,34.0,0.0,1.0,0.0,0.167,0.244,0.333,0.154,0.0,0.0,0.2,0.211,0.208,0.2,0.167,0.0,0.333,0.0,0.1,0.0,0.149
1520,E'Twaun Moore,202734,PHX vs. LAC,PHX,1610612756,LAC,1,0042000312,2021-06-22,W,2,3,5,1,2,0.5,0,1,0.0,0,0,,0,5,0,0,0,-1,12.5,1.0,0.5,,,104.3,102.9,108.7,121.8,-4.3,0.0,0.417,0.217,0.3,0.5,0.0,0.08,0.5,93.46,98.06,0.194,23,81.72,0.079,240,41,82,0.5,6,26,0.231,16,18,0.889,7,32,39,24,5,3,9,20,104,91.92,91.74000000000001,91.56,113.14186248912097,11:16,4.31,0.87,1,5,5,20,1,0,18,1,1,1.0,0,1,0.0,0,1,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,8.0,0.0,0.0,0.0,0.091,0.095,0.0,0.125,0.0,0.0,0.0,0.556,0.455,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.083
1521,Luke Kennard,1628379,LAC @ PHX,LAC,1610612746,PHX,0,0042000312,2021-06-22,L,10,2,2,4,7,0.571,2,5,0.4,0,0,,1,1,0,0,0,8,15.4,1.429,0.7142857142857143,,,133.3,132.7,117.6,121.8,15.7,0.077,0.071,0.074,0.182,0.714,0.0,0.179,0.714,88.56,89.85,0.124,36,74.87,0.188,240,36,80,0.45,13,34,0.382,18,24,0.75,7,32,39,18,3,4,8,19,103,91.56,91.74000000000001,91.92,112.49453910004368,18:42,4.2,1.4,1,2,3,24,0,0,16,2,2,1.0,2,5,0.4,1,1,1.0,0.0,0.0,0.0,2.0,11.0,2.0,0.0,18.0,0.0,1.0,0.0,0.267,0.259,0.25,0.313,0.0,0.0,1.0,0.091,0.167,0.182,0.0,0.0,0.0,0.0,0.125,0.0,0.208
