,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,TEAM_PACE,GAME_PACE,OPP_PACE,OPP_DEF_RATING,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
20,Aaron Nesmith,1630174,BOS @ BKN,BOS,1610612738,BKN,0,0042000111,2021-05-22,L,5,0,4,1,5,0.2,1,3,0.333,2,2,1.0,0,4,0,0,0,1,9.8,0.85,0.3,,,76.5,76.3,75.8,75.6,0.7,0.0,0.16,0.077,0.0,0.3,0.0,0.14,0.425,95.75,95.52,0.182,34,79.6,0.146,240,31,84,0.369,11,30,0.367,20,26,0.769,11,29,40,19,6,12,12,18,93,96.44,95.1,93.76,96.43301534632933,16:50,4.39,1.32,4,7,10,21,0,0,14,0,2,0.0,1,3,0.333,2,2,1.0,0.0,3.0,2.0,0.0,0.0,2.0,4.0,10.0,0.0,0.0,2.0,0.1,0.135,0.5,0.273,0.5,0.286,0.0,0.286,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.192
21,Anfernee Simons,1629014,POR @ DEN,POR,1610612757,DEN,0,0042000161,2021-05-22,W,14,2,4,5,6,0.833,4,5,0.8,0,0,,0,4,0,0,0,6,21.8,2.333,1.1666666666666667,,,141.9,138.4,125.0,125.7,16.9,0.0,0.222,0.108,0.125,1.167,0.0,0.125,1.167,90.54,89.68,0.166,43,74.73,0.125,240,43,91,0.473,19,40,0.475,18,19,0.947,10,29,39,29,3,2,6,14,123,95.36,94.44,93.52,128.98489932885906,23:17,4.11,1.71,0,5,5,34,1,0,28,1,1,1.0,4,5,0.8,2,2,1.0,3.0,0.0,0.0,0.0,6.0,9.0,2.0,24.0,0.0,1.0,0.0,0.238,0.15,0.333,0.238,0.0,0.0,0.0,0.364,0.267,0.125,0.0,0.0,0.0,0.0,0.111,0.0,0.23
22,Ivica Zubac,1627826,LAC vs. DAL,LAC,1610612746,DAL,1,0042000171,2021-05-22,L,8,0,3,4,5,0.8,0,0,,0,0,,2,1,0,0,0,-13,11.6,1.6,0.8,C,,116.7,118.2,157.1,155.4,-40.5,0.095,0.1,0.097,0.0,0.8,0.0,0.122,0.8,87.62,87.71,0.078,36,73.1,0.123,240,37,84,0.44,11,40,0.275,18,24,0.75,13,26,39,22,7,7,5,21,103,86.56,88.0,89.44,118.99260628465804,19:26,3.99,1.37,8,1,9,24,0,0,18,4,5,0.8,0,0,0.0,2,2,1.0,0.0,2.0,0.0,8.0,0.0,3.0,0.0,10.0,0.0,2.0,0.0,0.267,0.139,0.0,0.0,0.0,0.0,0.4,0.143,0.25,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.19
23,Dewayne Dedmon,203473,MIA @ MIL,MIA,1610612748,MIL,0,0042000121,2021-05-22,L,2,0,2,1,2,0.5,0,0,,0,1,0.0,1,1,0,0,0,-7,4.4,0.82,0.5,,,100.0,94.8,116.0,115.1,-16.0,0.053,0.083,0.065,0.0,0.5,0.0,0.069,0.41,93.68,90.97,-0.012,22,75.81,0.068,265,36,99,0.364,20,50,0.4,15,19,0.789,12,39,51,22,8,3,17,23,107,112.36,112.44,112.52,95.22961908152368,12:24,4.28,0.95,3,3,6,11,1,0,9,1,2,0.5,0,0,0.0,2,3,0.667,0.0,2.0,0.0,2.0,2.0,4.0,2.0,16.0,0.0,2.0,1.0,0.143,0.08,0.0,0.0,0.0,0.2,0.167,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.091
24,Jalen Brunson,1628973,DAL @ LAC,DAL,1610612742,LAC,0,0042000171,2021-05-22,W,15,2,1,4,7,0.571,0,1,0.0,7,8,0.875,1,0,0,0,1,-9,18.2,1.426,0.5714285714285714,,,105.1,104.7,131.6,133.3,-26.5,0.042,0.0,0.023,0.222,0.571,2.0,0.229,0.713,89.23,89.61,0.13,39,74.67,0.244,240,38,76,0.5,17,36,0.472,20,26,0.769,10,32,42,22,2,3,12,21,113,89.44,88.0,86.56,126.3416815742397,20:37,4.27,1.56,2,2,4,45,0,0,32,4,5,0.8,0,2,0.0,1,1,1.0,0.0,5.0,0.0,6.0,8.0,6.0,4.0,20.0,0.0,2.0,6.0,0.308,0.206,0.0,0.071,0.636,0.571,0.167,0.0,0.053,0.333,0.2,0.0,0.0,0.0,0.4,0.545,0.366
25,Dorian Finney-Smith,1627827,DAL @ LAC,DAL,1610612742,LAC,0,0042000171,2021-05-22,W,18,2,5,7,9,0.778,4,5,0.8,0,0,,0,5,1,0,2,15,28.0,2.0,1.0,F,,139.7,139.2,117.6,119.5,22.1,0.0,0.132,0.078,0.08,1.0,1.0,0.147,1.0,88.18,88.72,0.107,68,73.94,0.15,240,38,76,0.5,17,36,0.472,20,26,0.769,10,32,42,22,2,3,12,21,113,89.44,88.0,86.56,126.3416815742397,36:47,3.95,2.57,5,10,14,42,2,1,30,2,3,0.667,5,6,0.833,1,2,0.5,2.0,0.0,0.0,4.0,11.0,6.0,2.0,28.0,1.0,5.0,1.0,0.219,0.167,0.267,0.2,0.0,0.0,0.0,0.208,0.172,0.1,0.2,1.0,0.0,0.167,0.294,0.067,0.189
26,Nic Claxton,1629651,BKN vs. BOS,BKN,1610612751,BOS,1,0042000111,2021-05-22,W,6,1,5,3,6,0.5,0,0,,0,0,,3,2,0,1,0,0,16.5,1.0,0.5,,,100.0,91.0,95.5,97.6,4.5,0.214,0.167,0.192,0.25,0.5,0.0,0.222,0.5,95.29,91.87,0.171,21,76.56,0.222,240,35,84,0.417,8,34,0.235,26,29,0.897,14,36,50,18,7,7,11,22,104,93.76,95.1,96.44,110.92150170648463,11:14,4.13,0.82,4,3,7,19,1,0,12,2,4,0.5,1,2,0.5,1,2,0.5,2.0,2.0,0.0,6.0,3.0,2.0,5.0,12.0,1.0,2.0,0.0,0.429,0.286,0.0,0.0,0.0,0.0,0.75,0.286,0.455,0.25,0.0,0.0,0.5,0.25,0.333,0.0,0.286
27,Nicolas Batum,201587,LAC vs. DAL,LAC,1610612746,DAL,1,0042000171,2021-05-22,L,11,2,7,4,8,0.5,3,7,0.429,0,0,,3,4,0,0,0,6,22.4,1.375,0.6875,,,129.8,130.3,115.3,113.5,14.6,0.097,0.118,0.108,0.091,0.688,0.0,0.116,0.688,88.49,87.94,0.106,57,73.29,0.118,240,37,84,0.44,11,40,0.275,18,24,0.75,13,26,39,22,7,7,5,21,103,86.56,88.0,89.44,118.99260628465804,31:39,3.76,2.13,6,7,12,41,0,0,32,1,3,0.333,3,5,0.6,1,1,1.0,0.0,0.0,0.0,2.0,5.0,16.0,0.0,22.0,1.0,2.0,1.0,0.154,0.145,0.375,0.25,0.0,0.0,0.273,0.2,0.226,0.143,0.0,0.0,0.0,1.0,0.133,0.067,0.149
28,Austin Rivers,203085,DEN vs. POR,DEN,1610612743,POR,1,0042000161,2021-05-22,L,6,3,4,2,6,0.333,1,5,0.2,1,2,0.5,0,4,0,2,0,-12,21.3,0.872,0.4166666666666667,G,,112.1,114.7,134.4,129.1,-22.3,0.0,0.108,0.055,0.103,0.417,0.0,0.09,0.436,95.12,94.31,0.044,66,78.59,0.094,240,47,93,0.505,11,36,0.306,4,8,0.5,11,37,48,22,3,7,8,18,109,93.52,94.44,95.36,116.55260906757914,33:05,4.0,2.3,0,7,7,23,0,0,15,1,1,1.0,1,5,0.2,2,2,1.0,0.0,0.0,3.0,2.0,8.0,9.0,4.0,32.0,0.0,2.0,1.0,0.065,0.091,0.125,0.185,0.25,0.25,0.0,0.138,0.103,0.214,0.0,0.0,0.333,0.0,0.182,0.125,0.081
29,Bruce Brown,1628971,BKN vs. BOS,BKN,1610612751,BOS,1,0042000111,2021-05-22,W,2,0,5,1,4,0.25,0,0,,0,0,,3,2,0,1,0,6,11.0,0.5,0.25,,,108.1,113.4,89.5,95.7,18.6,0.136,0.087,0.111,0.0,0.25,0.0,0.087,0.25,94.13,99.71,0.017,37,83.09,0.095,240,35,84,0.417,8,34,0.235,26,29,0.897,14,36,50,18,7,7,11,22,104,93.76,95.1,96.44,110.92150170648463,18:03,4.21,1.37,8,5,13,17,2,0,13,1,3,0.333,0,1,0.0,1,2,0.5,2.0,0.0,2.0,2.0,1.0,7.0,4.0,14.0,3.0,2.0,0.0,0.077,0.121,0.0,0.0,0.0,0.0,0.429,0.133,0.227,0.0,0.0,0.0,0.25,0.5,0.222,0.0,0.05
30,Jabari Parker,203953,BOS @ BKN,BOS,1610612738,BKN,0,0042000111,2021-05-22,L,9,1,4,3,6,0.5,1,2,0.5,2,2,1.0,0,4,0,1,1,7,17.3,1.308,0.5833333333333334,,,100.0,104.4,81.0,82.1,19.0,0.0,0.129,0.075,0.091,0.583,1.0,0.167,0.654,89.99,92.58,0.156,41,77.15,0.181,240,31,84,0.369,11,30,0.367,20,26,0.769,11,29,40,19,6,12,12,18,93,96.44,95.1,93.76,96.43301534632933,21:31,4.27,1.64,1,6,7,31,0,0,23,1,2,0.5,2,4,0.5,2,3,0.667,3.0,0.0,5.0,4.0,4.0,7.0,2.0,18.0,0.0,1.0,1.0,0.214,0.171,0.2,0.167,0.25,0.167,0.0,0.25,0.19,0.083,0.25,0.0,0.125,0.0,0.2,0.091,0.22
31,Bobby Portis,1626171,MIL vs. MIA,MIL,1610612749,MIA,1,0042000121,2021-05-22,W,8,0,4,4,6,0.667,0,1,0.0,0,1,0.0,0,4,1,0,0,-4,15.8,1.242,0.6666666666666666,,,91.7,92.6,105.7,105.1,-14.0,0.0,0.19,0.098,0.0,0.667,0.0,0.143,0.621,100.7,100.93,0.143,36,84.11,0.148,265,42,96,0.438,5,31,0.161,20,33,0.606,15,49,64,19,11,1,17,18,109,112.52,112.44,112.36,96.87166725915392,16:53,4.23,1.27,4,6,10,20,0,0,13,2,2,1.0,2,4,0.5,0,1,0.0,2.0,0.0,0.0,4.0,8.0,4.0,0.0,8.0,0.0,1.0,2.0,0.286,0.182,0.0,0.091,0.0,0.167,0.0,0.235,0.182,0.0,0.0,0.333,0.0,0.0,0.25,0.286,0.242
32,CJ McCollum,203468,POR @ DEN,POR,1610612757,DEN,0,0042000161,2021-05-22,W,21,3,6,8,20,0.4,3,7,0.429,2,2,1.0,0,6,0,1,0,3,35.7,1.006,0.475,G,,122.9,116.7,115.3,114.1,7.6,0.0,0.162,0.076,0.13,0.475,0.0,0.259,0.503,96.36,93.41,0.099,70,77.84,0.254,240,43,91,0.473,19,40,0.475,18,19,0.947,10,29,39,29,3,2,6,14,123,95.36,94.44,93.52,128.98489932885906,36:29,4.12,2.63,2,8,10,65,0,0,41,4,6,0.667,4,14,0.286,2,3,0.667,7.0,0.0,2.0,10.0,8.0,13.0,7.0,40.0,2.0,2.0,2.0,0.258,0.278,0.25,0.226,0.167,0.154,0.0,0.261,0.188,0.15,0.0,0.0,1.0,0.333,0.25,0.154,0.244
33,Patrick Beverley,201976,LAC vs. DAL,LAC,1610612746,DAL,1,0042000171,2021-05-22,L,10,0,2,4,6,0.667,2,4,0.5,0,0,,0,2,0,1,1,-13,14.4,1.667,0.8333333333333334,G,,106.9,107.3,141.9,140.1,-35.0,0.0,0.2,0.077,0.0,0.833,0.0,0.219,0.833,82.78,82.4,0.098,29,68.66,0.22,240,37,84,0.44,11,40,0.275,18,24,0.75,13,26,39,22,7,7,5,21,103,86.56,88.0,89.44,118.99260628465804,17:29,4.09,1.26,0,4,4,28,0,0,21,1,1,1.0,3,5,0.6,0,1,0.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,8.0,0.0,3.0,0.0,0.308,0.207,0.667,0.364,0.0,0.0,0.0,0.333,0.222,0.0,0.5,0.0,0.333,0.0,0.375,0.0,0.323
34,Pat Connaughton,1626192,MIL vs. MIA,MIL,1610612749,MIA,1,0042000121,2021-05-22,W,2,1,4,1,2,0.5,0,1,0.0,0,0,,2,2,0,0,1,-8,7.3,1.0,0.5,,,63.6,70.4,100.0,100.5,-36.4,0.167,0.154,0.16,0.2,0.5,1.0,0.12,0.5,98.91,104.21,0.085,22,86.84,0.131,265,42,96,0.438,5,31,0.161,20,33,0.606,15,49,64,19,11,1,17,18,109,112.52,112.44,112.36,96.87166725915392,10:08,4.72,0.85,2,4,6,11,0,0,8,1,1,1.0,0,1,0.0,0,0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,0.0,4.0,0.0,1.0,0.0,0.167,0.111,0.0,0.167,0.0,0.0,0.667,0.182,0.286,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.143
35,P.J. Tucker,200782,MIL vs. MIA,MIL,1610612749,MIA,1,0042000121,2021-05-22,W,0,0,2,0,1,0.0,0,1,0.0,0,0,,1,1,0,0,0,8,2.4,0.0,0.0,,,108.1,109.5,88.9,86.9,19.2,0.056,0.034,0.043,0.0,0.0,0.0,0.023,0.0,98.18,97.7,-0.05,37,81.41,0.024,265,42,96,0.438,5,31,0.161,20,33,0.606,15,49,64,19,11,1,17,18,109,112.52,112.44,112.36,96.87166725915392,17:56,4.37,1.4,2,4,6,13,0,0,12,0,0,0.0,0,1,0.0,1,3,0.333,0.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.2,0.056,0.087,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0
36,Giannis Antetokounmpo,203507,MIL vs. MIA,MIL,1610612749,MIA,1,0042000121,2021-05-22,W,26,5,18,10,27,0.37,0,3,0.0,6,13,0.462,6,12,3,0,5,2,59.1,0.795,0.37037037037037035,F,,94.8,94.5,94.7,94.7,0.1,0.115,0.214,0.167,0.192,0.37,1.0,0.336,0.397,101.58,101.39,0.107,97,84.49,0.341,265,42,96,0.438,5,31,0.161,20,33,0.606,15,49,64,19,11,1,17,18,109,112.52,112.44,112.36,96.87166725915392,45:27,3.93,3.17,10,15,25,94,0,0,55,6,12,0.5,4,15,0.267,0,2,0.0,5.0,8.0,6.0,20.0,14.0,6.0,2.0,20.0,2.0,4.0,8.0,0.278,0.325,0.0,0.125,0.353,0.464,0.429,0.279,0.316,0.278,0.313,0.333,0.0,0.667,0.286,0.471,0.283
37,Tristan Thompson,202684,BOS @ BKN,BOS,1610612738,BKN,0,0042000111,2021-05-22,L,4,2,10,2,4,0.5,0,0,,0,1,0.0,5,5,2,1,1,-16,27.0,0.901,0.5,C,,95.9,92.2,131.3,129.0,-35.3,0.167,0.313,0.217,0.133,0.5,2.0,0.085,0.45,96.45,93.74,0.121,49,78.12,0.088,240,31,84,0.369,11,30,0.367,20,26,0.769,11,29,40,19,6,12,12,18,93,96.44,95.1,93.76,96.43301534632933,24:50,3.98,1.75,10,5,15,35,0,0,30,2,4,0.5,0,0,0.0,2,2,1.0,0.0,4.0,0.0,4.0,13.0,2.0,2.0,22.0,1.0,0.0,4.0,0.118,0.087,0.0,0.0,0.0,0.111,0.833,0.357,0.5,0.25,0.143,0.5,1.0,0.333,0.0,0.4,0.085
38,Kendrick Nunn,1629134,MIA @ MIL,MIA,1610612748,MIL,0,0042000121,2021-05-22,L,10,1,4,4,10,0.4,2,6,0.333,0,0,,0,4,0,0,2,3,14.3,1.0,0.5,G,,96.1,96.3,88.5,90.5,7.6,0.0,0.143,0.075,0.067,0.5,0.5,0.222,0.5,107.62,108.98,0.066,51,90.82,0.227,265,36,99,0.364,20,50,0.4,15,19,0.789,12,39,51,22,8,3,17,23,107,112.36,112.44,112.52,95.22961908152368,22:41,4.49,1.78,0,7,7,34,0,0,22,1,2,0.5,3,8,0.375,0,0,0.0,2.0,0.0,0.0,4.0,8.0,9.0,6.0,24.0,0.0,1.0,1.0,0.211,0.227,0.222,0.273,0.0,0.0,0.0,0.211,0.19,0.091,0.25,0.0,0.0,0.0,0.143,0.25,0.204
39,Marcus Smart,203935,BOS @ BKN,BOS,1610612738,BKN,0,0042000111,2021-05-22,L,17,5,3,6,13,0.462,3,8,0.375,2,4,0.5,0,3,0,0,3,-9,25.1,1.152,0.5769230769230769,G,,100.0,97.7,111.5,112.2,-11.5,0.0,0.073,0.034,0.25,0.577,1.67,0.198,0.576,95.25,94.43,0.084,78,78.69,0.2,240,31,84,0.369,11,30,0.367,20,26,0.769,11,29,40,19,6,12,12,18,93,96.44,95.1,93.76,96.43301534632933,39:39,3.82,2.71,3,6,9,71,1,2,51,2,4,0.5,4,9,0.444,1,1,1.0,4.0,0.0,3.0,4.0,16.0,9.0,4.0,28.0,1.0,2.0,3.0,0.231,0.183,0.3,0.308,0.125,0.2,0.0,0.12,0.086,0.357,0.3,0.0,0.0,0.167,0.133,0.167,0.218
40,Michael Porter Jr.,1629008,DEN vs. POR,DEN,1610612743,POR,1,0042000161,2021-05-22,L,25,0,9,12,21,0.571,1,10,0.1,0,0,,2,7,0,2,2,-6,39.8,1.19,0.5952380952380952,F,,110.8,111.2,120.5,116.9,-9.7,0.05,0.171,0.111,0.0,0.595,0.0,0.258,0.595,95.56,94.25,0.129,74,78.54,0.271,240,47,93,0.505,11,36,0.306,4,8,0.5,11,37,48,22,3,7,8,18,109,93.52,94.44,95.36,116.55260906757914,37:26,4.01,2.66,3,11,14,38,0,0,16,6,10,0.6,6,11,0.545,2,5,0.4,2.0,6.0,2.0,16.0,13.0,7.0,6.0,28.0,0.0,2.0,0.0,0.333,0.276,0.125,0.333,0.0,0.0,0.182,0.226,0.214,0.0,0.286,0.0,0.286,0.0,0.154,0.0,0.305
41,Josh Richardson,1626196,DAL @ LAC,DAL,1610612742,LAC,0,0042000171,2021-05-22,W,8,0,3,3,5,0.6,1,3,0.333,1,1,1.0,0,3,0,0,1,0,10.6,1.471,0.7,,,120.0,113.8,120.0,123.0,0.0,0.0,0.176,0.086,0.0,0.7,0.0,0.158,0.735,85.55,84.26,0.123,30,70.22,0.164,240,38,76,0.5,17,36,0.472,20,26,0.769,10,32,42,22,2,3,12,21,113,89.44,88.0,86.56,126.3416815742397,17:05,3.99,1.22,0,3,3,25,0,1,19,1,1,1.0,2,4,0.5,1,1,1.0,0.0,3.0,0.0,4.0,6.0,6.0,2.0,12.0,0.0,1.0,0.0,0.25,0.172,0.143,0.176,0.2,0.167,0.0,0.273,0.188,0.0,0.2,0.0,0.0,0.0,0.125,0.0,0.222
42,Norman Powell,1626181,POR @ DEN,POR,1610612757,DEN,0,0042000161,2021-05-22,W,10,4,3,3,11,0.273,1,4,0.25,3,3,1.0,2,1,1,0,1,-5,21.6,0.812,0.3181818181818182,F,,117.1,111.9,120.8,118.3,-3.7,0.045,0.025,0.036,0.148,0.318,4.0,0.16,0.406,96.26,93.11,0.043,70,77.6,0.158,240,43,91,0.473,19,40,0.475,18,19,0.947,10,29,39,29,3,2,6,14,123,95.36,94.44,93.52,128.98489932885906,36:36,4.07,2.59,4,2,6,34,1,0,20,1,3,0.333,2,8,0.25,1,1,1.0,0.0,2.0,0.0,4.0,6.0,17.0,7.0,44.0,0.0,1.0,4.0,0.1,0.151,0.091,0.129,0.273,0.25,0.222,0.043,0.094,0.222,0.25,0.333,0.0,0.0,0.111,0.333,0.122
43,Dwight Powell,203939,DAL @ LAC,DAL,1610612742,LAC,0,0042000171,2021-05-22,W,0,1,2,0,1,0.0,0,0,,0,0,,1,1,0,0,0,-1,3.9,0.0,0.0,,,107.1,97.9,123.1,131.1,-15.9,0.111,0.167,0.133,0.167,0.0,0.0,0.059,0.0,88.66,86.98,0.058,14,72.48,0.058,240,38,76,0.5,17,36,0.472,20,26,0.769,10,32,42,22,2,3,12,21,113,89.44,88.0,86.56,126.3416815742397,7:27,4.13,0.55,2,1,3,9,0,0,8,0,1,0.0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.5,0.2,0.286,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Evan Fournier,203095,BOS @ BKN,BOS,1610612738,BKN,0,0042000111,2021-05-22,L,10,2,6,3,10,0.3,2,4,0.5,2,2,1.0,1,5,2,0,0,-14,26.2,0.919,0.4,F,,106.5,101.8,124.7,124.9,-18.2,0.024,0.152,0.08,0.087,0.4,0.0,0.125,0.46,98.1,95.96,0.061,77,79.97,0.126,240,31,84,0.369,11,30,0.367,20,26,0.769,11,29,40,19,6,12,12,18,93,96.44,95.1,93.76,96.43301534632933,38:31,4.06,2.79,2,8,10,44,1,0,33,0,4,0.0,3,6,0.5,1,2,0.5,0.0,0.0,0.0,2.0,18.0,11.0,6.0,34.0,1.0,3.0,1.0,0.115,0.152,0.2,0.174,0.1,0.083,0.143,0.238,0.214,0.125,0.0,0.333,0.0,0.25,0.176,0.056,0.122
45,Carmelo Anthony,2546,POR @ DEN,POR,1610612757,DEN,0,0042000161,2021-05-22,W,18,1,3,6,12,0.5,4,8,0.5,2,2,1.0,0,3,1,0,0,6,26.1,1.398,0.6666666666666666,,,151.3,143.6,129.3,129.3,22.0,0.0,0.214,0.097,0.071,0.667,0.0,0.273,0.699,91.27,88.96,0.148,39,74.13,0.266,240,43,91,0.473,19,40,0.475,18,19,0.947,10,29,39,29,3,2,6,14,123,95.36,94.44,93.52,128.98489932885906,21:35,3.32,1.29,0,4,4,27,1,0,14,1,3,0.333,5,9,0.556,0,0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,2.0,24.0,0.0,1.0,3.0,0.3,0.324,0.333,0.364,0.286,0.286,0.0,0.3,0.214,0.071,0.0,1.0,0.0,0.0,0.143,0.3,0.305
46,Donte DiVincenzo,1628978,MIL vs. MIA,MIL,1610612749,MIA,1,0042000121,2021-05-22,W,3,4,10,1,5,0.2,1,4,0.25,0,0,,0,10,1,1,3,-6,24.0,0.6,0.3,G,,92.7,93.5,101.2,101.0,-8.6,0.0,0.256,0.123,0.148,0.3,1.33,0.087,0.3,104.08,104.41,0.083,82,87.01,0.089,265,42,96,0.438,5,31,0.161,20,33,0.606,15,49,64,19,11,1,17,18,109,112.52,112.44,112.36,96.87166725915392,37:28,4.29,2.86,2,16,18,50,0,1,40,0,1,0.0,1,4,0.25,0,1,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.0,18.0,1.0,1.0,1.0,0.036,0.078,0.25,0.182,0.0,0.0,0.0,0.303,0.238,0.308,0.214,0.125,1.0,0.333,0.071,0.056,0.039
47,Kevin Durant,201142,BKN vs. BOS,BKN,1610612751,BOS,1,0042000111,2021-05-22,W,32,1,12,10,25,0.4,1,8,0.125,11,12,0.917,1,11,1,1,4,8,49.9,1.057,0.42,F,,114.3,114.1,102.6,100.3,11.7,0.025,0.244,0.141,0.05,0.42,0.25,0.393,0.528,95.38,94.22,0.169,77,78.51,0.402,240,35,84,0.417,8,34,0.235,26,29,0.897,14,36,50,18,7,7,11,22,104,93.76,95.1,96.44,110.92150170648463,39:29,3.76,2.66,3,19,21,73,0,0,36,6,12,0.5,4,13,0.308,3,5,0.6,9.0,3.0,2.0,12.0,6.0,13.0,7.0,28.0,2.0,3.0,7.0,0.333,0.362,0.125,0.258,0.55,0.522,0.1,0.367,0.3,0.071,0.5,0.2,0.167,0.25,0.167,0.467,0.364
48,Tremont Waters,1629682,BOS @ BKN,BOS,1610612738,BKN,0,0042000111,2021-05-22,L,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,144.0,-1.0,1,120.0,1.0,240,31,84,0.369,11,30,0.367,20,26,0.769,11,29,40,19,6,12,12,18,93,96.44,95.1,93.76,96.43301534632933,0:30,3.25,0.03,0,0,0,1,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Andre Iguodala,2738,MIA @ MIL,MIA,1610612748,MIL,0,0042000121,2021-05-22,L,2,1,5,1,2,0.5,0,1,0.0,0,0,,1,4,1,0,0,1,12.5,1.0,0.5,,,106.3,112.6,91.7,95.9,14.6,0.053,0.2,0.128,0.091,0.5,0.0,0.057,0.5,100.43,105.71,0.074,32,88.09,0.06,265,36,99,0.364,20,50,0.4,15,19,0.789,12,39,51,22,8,3,17,23,107,112.36,112.44,112.52,95.22961908152368,15:26,4.12,1.13,1,5,6,23,0,0,20,1,2,0.5,0,0,0.0,2,2,1.0,0.0,2.0,0.0,2.0,2.0,7.0,0.0,16.0,0.0,3.0,0.0,0.083,0.069,0.0,0.067,0.0,0.0,0.333,0.364,0.357,0.143,0.0,0.5,0.0,0.0,0.429,0.0,0.059
50,Payton Pritchard,1630202,BOS @ BKN,BOS,1610612738,BKN,0,0042000111,2021-05-22,L,0,1,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1.5,0.0,0.0,,,130.8,134.5,121.4,133.2,9.3,0.0,0.0,0.0,0.2,0.0,0.0,0.067,0.0,91.67,97.44,-0.026,13,81.2,0.073,240,31,84,0.369,11,30,0.367,20,26,0.769,11,29,40,19,6,12,12,18,93,96.44,95.1,93.76,96.43301534632933,6:39,4.17,0.48,0,0,0,11,0,0,10,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.1,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0
