PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_PACE,GAME_PACE,OPP_PACE
Gabe Vincent,1629216,MIA @ BOS,MIA,1610612748,BOS,0,0042200307,2023-05-29,W,10,4,1,4,10,0.4,2,3,0.667,0,0,,1,0,0,0,1,-2,16.2,1.0,0.5,G,,93.9,90.4,100.0,99.8,-6.1,0.032,0.0,0.018,0.267,0.5,4.0,0.196,0.5,89.96,88.18,0.053,49,73.48,0.2,26:24,4.07,1.86,1,3,4,38,1,0,26,0,1,0.0,4,9,0.444,1,1,1.0,0.0,0.0,0.0,2.0,8.0,9.0,0.0,24.0,0.0,3.0,0.0,0.211,0.2,0.333,0.214,0.0,0.0,0.25,0.0,0.048,0.364,0.25,0.0,0.0,0.0,0.375,0.0,0.217,"MAY 29, 2023",240,42,86,0.488,14,28,0.5,5,6,0.833,7,35,42,26,7,2,12,15,103,109.99572832123023,6.0,4.0,40.0,0.3902439024390244,109.99572832123023,93.64,93.18,92.72
Malcolm Brogdon,1627763,BOS vs. MIA,BOS,1610612738,MIA,1,0042200307,2023-05-29,L,0,0,0,0,3,0.0,0,2,0.0,0,0,,0,0,0,1,0,-15,3.0,0.0,0.0,,,42.9,43.2,140.0,131.3,-97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.0,101.24,98.26,-0.13,14,81.88,0.178,7:05,4.17,0.52,0,2,2,8,0,0,5,0,1,0.0,0,2,0.0,1,1,1.0,0.0,0.0,0.0,0.0,6.0,3.0,9.0,8.0,0.0,1.0,0.0,0.0,0.231,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,1.0,0.0,0.0,"MAY 29, 2023",240,32,82,0.39,9,42,0.214,11,13,0.846,10,30,40,18,6,4,15,13,84,90.595340811044,7.0,2.0,42.0,0.4883720930232558,90.595340811044,92.72,93.18,93.64
Marcus Smart,203935,BOS vs. MIA,BOS,1610612738,MIA,1,0042200307,2023-05-29,L,9,4,2,4,10,0.4,1,6,0.167,0,0,,0,2,1,0,2,-10,18.4,0.9,0.45,G,,88.1,88.3,101.5,98.9,-13.4,0.0,0.053,0.026,0.222,0.45,2.0,0.162,0.45,92.61,91.53,0.064,67,76.27,0.165,35:24,3.68,2.29,1,5,6,51,0,0,36,3,4,0.75,1,6,0.167,1,1,1.0,5.0,0.0,4.0,6.0,11.0,13.0,10.0,24.0,0.0,1.0,4.0,0.182,0.169,0.167,0.2,0.0,0.0,0.0,0.077,0.063,0.333,0.222,0.333,0.0,0.0,0.125,0.333,0.153,"MAY 29, 2023",240,32,82,0.39,9,42,0.214,11,13,0.846,10,30,40,18,6,4,15,13,84,90.595340811044,7.0,2.0,42.0,0.4883720930232558,90.595340811044,92.72,93.18,93.64
Al Horford,201143,BOS vs. MIA,BOS,1610612738,MIA,1,0042200307,2023-05-29,L,8,2,8,3,8,0.375,2,5,0.4,0,0,,1,7,1,0,0,-10,23.6,1.0,0.5,C,,89.2,88.4,103.0,100.5,-13.8,0.029,0.219,0.119,0.095,0.5,0.0,0.113,0.5,93.35,91.75,0.099,65,76.46,0.113,34:16,3.8,2.29,3,10,13,49,1,0,41,1,2,0.5,2,6,0.333,2,2,1.0,2.0,2.0,0.0,2.0,13.0,13.0,7.0,30.0,1.0,3.0,0.0,0.125,0.138,0.333,0.172,0.0,0.0,0.2,0.318,0.296,0.167,0.0,0.2,0.0,0.5,0.25,0.0,0.138,"MAY 29, 2023",240,32,82,0.39,9,42,0.214,11,13,0.846,10,30,40,18,6,4,15,13,84,90.595340811044,7.0,2.0,42.0,0.4883720930232558,90.595340811044,92.72,93.18,93.64
Aaron Gordon,203932,DEN vs. MIA,DEN,1610612743,MIA,1,0042200401,2023-06-01,W,16,1,6,7,10,0.7,0,1,0.0,2,2,1.0,2,4,0,1,0,15,27.7,1.471,0.7,F,,116.9,118.5,95.8,94.4,21.1,0.061,0.087,0.076,0.04,0.7,0.0,0.143,0.735,94.44,94.42,0.121,71,78.68,0.147,36:06,3.94,2.49,3,7,10,37,1,1,24,4,5,0.8,3,5,0.6,2,2,1.0,2.0,2.0,2.0,14.0,5.0,6.0,4.0,30.0,1.0,0.0,2.0,0.219,0.159,0.0,0.043,0.154,0.125,0.4,0.125,0.162,0.043,0.0,0.0,0.25,0.25,0.0,0.154,0.193,"JUN 01, 2023",240,40,79,0.506,8,27,0.296,16,20,0.8,6,39,45,29,4,4,10,8,104,113.28976034858388,5.0,4.0,43.0,0.40625,113.28976034858388,91.8,92.84,93.88
Caleb Martin,1628997,MIA @ DEN,MIA,1610612748,DEN,0,0042200401,2023-06-01,L,3,0,4,1,7,0.143,1,2,0.5,0,0,,1,3,1,1,0,-10,13.8,0.429,0.21428571428571427,F,,89.6,87.8,110.4,113.9,-20.8,0.028,0.143,0.07,0.0,0.214,0.0,0.119,0.214,93.32,93.79,-0.01,48,78.15,0.121,24:34,4.51,1.95,4,4,8,32,0,0,23,0,2,0.0,1,5,0.2,1,2,0.5,3.0,0.0,0.0,0.0,5.0,5.0,5.0,26.0,1.0,3.0,1.0,0.053,0.127,0.2,0.111,0.0,0.0,0.111,0.176,0.154,0.0,0.0,0.5,0.333,0.333,0.333,0.2,0.07,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870047,4.0,4.0,45.0,0.5063291139240507,99.06263314870047,93.88,92.84,91.8
Max Strus,1629622,MIA @ DEN,MIA,1610612748,DEN,0,0042200401,2023-06-01,L,0,3,5,0,10,0.0,0,9,0.0,0,0,,0,5,0,0,0,-12,10.5,0.0,0.0,G,,90.5,90.5,116.3,123.4,-25.8,0.0,0.263,0.1,0.176,0.0,0.0,0.196,0.0,94.12,96.95,-0.021,42,80.79,0.204,21:03,4.58,1.69,1,7,7,41,1,0,30,0,1,0.0,0,9,0.0,2,2,1.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,26.0,1.0,0.0,0.0,0.0,0.208,0.0,0.563,0.0,0.0,0.0,0.333,0.227,0.3,0.0,0.0,0.0,0.25,0.0,0.0,0.0,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870047,4.0,4.0,45.0,0.5063291139240507,99.06263314870047,93.88,92.84,91.8
Cody Zeller,203469,MIA @ DEN,MIA,1610612748,DEN,0,0042200401,2023-06-01,L,0,0,3,0,1,0.0,0,0,,0,0,,1,2,0,0,1,-5,2.6,0.0,0.0,,,37.5,40.0,73.3,73.9,-35.8,0.083,0.4,0.176,0.0,0.0,0.0,0.111,0.0,95.76,99.35,-0.077,16,82.8,0.125,7:29,4.47,0.61,4,2,6,9,0,0,7,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,1.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.333,0.0,0.0,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870047,4.0,4.0,45.0,0.5063291139240507,99.06263314870047,93.88,92.84,91.8
Jimmy Butler III,202710,MIA @ DEN,MIA,1610612748,DEN,0,0042200401,2023-06-01,L,13,7,7,6,14,0.429,1,2,0.5,0,0,,3,4,1,1,1,-17,36.9,0.929,0.4642857142857143,F,,94.7,93.4,117.3,119.0,-22.7,0.061,0.125,0.086,0.28,0.464,7.0,0.172,0.464,94.64,94.69,0.103,75,78.91,0.176,38:01,4.02,2.69,4,6,10,73,0,0,55,3,7,0.429,3,7,0.429,5,5,1.0,0.0,4.0,2.0,8.0,9.0,5.0,9.0,38.0,1.0,1.0,1.0,0.194,0.175,0.111,0.069,0.0,0.0,0.333,0.16,0.206,0.333,0.2,0.5,0.25,0.333,0.071,0.167,0.183,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870047,4.0,4.0,45.0,0.5063291139240507,99.06263314870047,93.88,92.84,91.8
Omer Yurtseven,1630209,MIA @ DEN,MIA,1610612748,DEN,0,0042200401,2023-06-01,L,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8,131.71,0.0,1,109.76,0.0,0:33,2.64,0.03,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870047,4.0,4.0,45.0,0.5063291139240507,99.06263314870047,93.88,92.84,91.8
Nikola Jović,1631107,MIA @ DEN,MIA,1610612748,DEN,0,0042200401,2023-06-01,L,0,0,1,0,1,0.0,0,0,,0,0,,0,1,0,0,0,0,1.2,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,87.8,131.71,0.0,1,109.76,1.0,0:33,3.75,0.04,1,1,2,1,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870047,4.0,4.0,45.0,0.5063291139240507,99.06263314870047,93.88,92.84,91.8
Christian Braun,1631128,DEN vs. MIA,DEN,1610612743,MIA,1,0042200401,2023-06-01,W,0,1,1,0,1,0.0,0,0,,0,0,,0,1,0,0,1,-1,1.7,0.0,0.0,,,76.5,93.7,87.5,88.2,-11.0,0.0,0.1,0.071,0.2,0.0,1.0,0.111,0.0,87.28,96.78,-0.098,17,80.65,0.134,8:11,4.09,0.61,0,2,2,6,0,0,3,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.167,0.143,0.25,0.2,0.0,0.0,0.0,0.667,0.0,0.0,"JUN 01, 2023",240,40,79,0.506,8,27,0.296,16,20,0.8,6,39,45,29,4,4,10,8,104,113.28976034858388,5.0,4.0,43.0,0.40625,113.28976034858388,91.8,92.84,93.88
Michael Porter Jr.,1629008,DEN vs. MIA,DEN,1610612743,MIA,1,0042200401,2023-06-01,W,14,1,13,5,16,0.313,2,11,0.182,2,2,1.0,2,11,0,2,0,20,37.1,0.829,0.375,F,,120.0,123.2,97.6,96.6,22.4,0.056,0.208,0.146,0.029,0.375,0.0,0.185,0.415,93.44,94.18,0.087,85,78.48,0.191,43:04,4.06,3.08,4,17,21,52,0,0,34,4,8,0.5,1,8,0.125,4,8,0.5,2.0,2.0,2.0,4.0,7.0,8.0,4.0,36.0,1.0,0.0,1.0,0.128,0.219,0.25,0.423,0.125,0.1,0.333,0.297,0.302,0.036,0.0,0.0,0.5,0.25,0.0,0.071,0.137,"JUN 01, 2023",240,40,79,0.506,8,27,0.296,16,20,0.8,6,39,45,29,4,4,10,8,104,113.28976034858388,5.0,4.0,43.0,0.40625,113.28976034858388,91.8,92.84,93.88
Kyle Lowry,200768,MIA @ DEN,MIA,1610612748,DEN,0,0042200401,2023-06-01,L,11,5,5,4,8,0.5,3,6,0.5,0,0,,0,5,1,0,2,2,25.5,1.375,0.6875,,,108.2,108.4,102.0,107.9,6.2,0.0,0.25,0.114,0.294,0.688,2.5,0.189,0.688,90.26,92.92,0.142,49,77.43,0.193,25:34,3.37,1.52,1,5,6,53,1,0,44,1,1,1.0,3,7,0.429,0,0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,4.0,20.0,0.0,1.0,0.0,0.19,0.178,0.333,0.261,0.0,0.0,0.0,0.333,0.278,0.333,0.333,0.25,0.0,0.0,0.125,0.0,0.208,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870047,4.0,4.0,45.0,0.5063291139240507,99.06263314870047,93.88,92.84,91.8
Jeff Green,201145,DEN vs. MIA,DEN,1610612743,MIA,1,0042200401,2023-06-01,W,4,0,1,2,3,0.667,0,0,,0,0,,0,1,0,0,0,-8,5.2,1.333,0.6666666666666666,,,81.0,95.1,125.0,125.8,-44.0,0.0,0.091,0.056,0.0,0.667,0.0,0.136,0.667,82.76,89.86,0.101,21,74.89,0.159,10:57,3.6,0.7,0,3,3,10,0,0,7,2,3,0.667,0,0,0.0,2,2,1.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0,0.286,0.214,0.0,0.0,0.0,0.0,0.0,0.143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,"JUN 01, 2023",240,40,79,0.506,8,27,0.296,16,20,0.8,6,39,45,29,4,4,10,8,104,113.28976034858388,5.0,4.0,43.0,0.40625,113.28976034858388,91.8,92.84,93.88
Kentavious Caldwell-Pope,203484,DEN vs. MIA,DEN,1610612743,MIA,1,0042200401,2023-06-01,W,7,0,3,3,8,0.375,1,3,0.333,0,2,0.0,1,2,1,0,1,5,12.6,0.788,0.4375,G,,104.2,104.1,97.2,95.9,6.9,0.028,0.044,0.037,0.0,0.438,0.0,0.128,0.394,95.5,94.81,0.003,72,79.01,0.13,36:27,3.78,2.41,1,3,4,29,0,0,19,0,3,0.0,3,5,0.6,3,3,1.0,3.0,0.0,3.0,0.0,4.0,6.0,4.0,28.0,0.0,2.0,2.0,0.103,0.127,0.25,0.13,0.0,0.125,0.2,0.067,0.086,0.0,0.143,0.25,0.0,0.0,0.4,0.154,0.093,"JUN 01, 2023",240,40,79,0.506,8,27,0.296,16,20,0.8,6,39,45,29,4,4,10,8,104,113.28976034858388,5.0,4.0,43.0,0.40625,113.28976034858388,91.8,92.84,93.88
Nikola Jokić,203999,DEN vs. MIA,DEN,1610612743,MIA,1,0042200401,2023-06-01,W,27,14,10,8,12,0.667,1,2,0.5,10,12,0.833,0,10,1,1,2,14,64.0,1.562,0.7083333333333334,C,,112.2,113.7,97.5,96.3,14.7,0.0,0.2,0.118,0.519,0.708,7.0,0.23,0.781,96.1,96.15,0.246,82,80.12,0.236,40:26,3.76,2.68,1,19,20,98,2,1,78,2,4,0.5,6,8,0.75,1,2,0.5,6.0,0.0,2.0,12.0,7.0,6.0,4.0,28.0,0.0,1.0,7.0,0.229,0.176,0.167,0.091,0.625,0.667,0.0,0.294,0.263,0.538,0.222,0.25,0.25,0.0,0.167,0.5,0.293,"JUN 01, 2023",240,40,79,0.506,8,27,0.296,16,20,0.8,6,39,45,29,4,4,10,8,104,113.28976034858388,5.0,4.0,43.0,0.40625,113.28976034858388,91.8,92.84,93.88
Jamal Murray,1627750,DEN vs. MIA,DEN,1610612743,MIA,1,0042200401,2023-06-01,W,26,10,6,11,22,0.5,2,7,0.286,2,2,1.0,1,5,1,0,3,9,48.2,1.136,0.5454545454545454,G,,117.9,119.4,107.1,107.3,10.7,0.026,0.1,0.067,0.37,0.545,3.33,0.275,0.568,90.84,91.5,0.13,84,76.25,0.281,44:04,3.93,3.01,1,7,8,122,4,3,93,3,5,0.6,8,17,0.471,1,4,0.25,0.0,3.0,0.0,8.0,9.0,8.0,4.0,38.0,2.0,2.0,2.0,0.289,0.293,0.25,0.269,0.133,0.111,0.167,0.143,0.146,0.37,0.5,0.333,0.0,0.5,0.286,0.154,0.263,"JUN 01, 2023",240,40,79,0.506,8,27,0.296,16,20,0.8,6,39,45,29,4,4,10,8,104,113.28976034858388,5.0,4.0,43.0,0.40625,113.28976034858388,91.8,92.84,93.88
Bam Adebayo,1628389,MIA @ DEN,MIA,1610612748,DEN,0,0042200401,2023-06-01,L,26,5,13,13,25,0.52,0,1,0.0,0,0,,4,9,0,0,1,-6,48.1,1.04,0.52,C,,113.0,111.7,119.2,122.5,-6.2,0.091,0.257,0.165,0.208,0.52,5.0,0.292,0.52,92.36,93.08,0.127,77,77.57,0.296,39:58,3.85,2.68,9,13,21,88,1,0,60,4,9,0.444,9,16,0.563,3,4,0.75,4.0,2.0,0.0,16.0,11.0,7.0,9.0,36.0,0.0,4.0,1.0,0.351,0.309,0.0,0.031,0.0,0.0,0.4,0.346,0.361,0.192,0.167,0.0,0.0,0.0,0.333,0.167,0.299,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870047,4.0,4.0,45.0,0.5063291139240507,99.06263314870047,93.88,92.84,91.8
Bruce Brown,1628971,DEN vs. MIA,DEN,1610612743,MIA,1,0042200401,2023-06-01,W,10,2,5,4,7,0.571,2,3,0.667,0,0,,0,5,1,0,3,1,19.0,1.429,0.7142857142857143,,,97.5,101.2,97.4,97.7,0.1,0.0,0.25,0.143,0.182,0.714,0.67,0.238,0.714,89.52,91.37,0.151,40,76.14,0.247,20:45,3.7,1.35,0,6,6,45,0,0,35,2,3,0.667,2,4,0.5,1,1,1.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0,16.0,0.0,1.0,1.0,0.267,0.233,0.5,0.3,0.0,0.0,0.0,0.357,0.313,0.167,0.429,0.5,0.0,0.0,0.25,0.2,0.256,"JUN 01, 2023",240,40,79,0.506,8,27,0.296,16,20,0.8,6,39,45,29,4,4,10,8,104,113.28976034858388,5.0,4.0,43.0,0.40625,113.28976034858388,91.8,92.84,93.88
Duncan Robinson,1629130,MIA @ DEN,MIA,1610612748,DEN,0,0042200401,2023-06-01,L,3,1,1,1,6,0.167,1,5,0.2,0,0,,0,1,0,0,1,-4,4.7,0.5,0.25,,,87.8,88.1,93.0,100.9,-5.2,0.0,0.067,0.026,0.077,0.25,1.0,0.152,0.25,91.31,95.26,-0.042,41,79.38,0.156,21:10,3.92,1.47,0,1,1,31,1,0,23,0,3,0.0,1,3,0.333,1,2,0.5,0.0,0.0,0.0,0.0,9.0,2.0,3.0,16.0,0.0,2.0,2.0,0.071,0.158,0.167,0.278,0.0,0.0,0.0,0.077,0.059,0.111,0.167,0.0,0.0,0.0,0.4,0.4,0.083,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870047,4.0,4.0,45.0,0.5063291139240507,99.06263314870047,93.88,92.84,91.8
Gabe Vincent,1629216,MIA @ DEN,MIA,1610612748,DEN,0,0042200401,2023-06-01,L,19,5,2,7,14,0.5,5,10,0.5,0,0,,1,1,0,1,1,0,30.9,1.357,0.6785714285714286,G,,112.5,111.1,109.5,112.4,3.0,0.024,0.028,0.026,0.185,0.679,5.0,0.181,0.679,92.26,92.95,0.098,72,77.46,0.181,37:42,4.01,2.62,2,2,4,57,1,0,40,2,2,1.0,5,12,0.417,5,6,0.833,0.0,0.0,0.0,2.0,9.0,7.0,9.0,36.0,0.0,1.0,2.0,0.206,0.184,0.455,0.323,0.0,0.0,0.1,0.037,0.054,0.217,0.167,0.0,0.25,0.0,0.091,0.333,0.235,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870047,4.0,4.0,45.0,0.5063291139240507,99.06263314870047,93.88,92.84,91.8
Haywood Highsmith,1629312,MIA @ DEN,MIA,1610612748,DEN,0,0042200401,2023-06-01,L,18,0,2,7,10,0.7,2,4,0.5,2,2,1.0,1,1,2,1,1,-3,28.4,1.654,0.8,,,111.1,111.4,112.8,114.5,-1.7,0.048,0.05,0.049,0.0,0.8,0.0,0.245,0.827,93.52,94.38,0.146,45,78.65,0.256,23:24,4.28,1.76,3,3,6,26,0,0,13,1,2,0.5,6,8,0.75,0,1,0.0,2.0,2.0,2.0,10.0,10.0,2.0,4.0,22.0,0.0,2.0,1.0,0.35,0.244,0.25,0.19,1.0,1.0,0.5,0.067,0.118,0.0,0.2,0.667,1.0,0.0,0.333,0.333,0.36,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870047,4.0,4.0,45.0,0.5063291139240507,99.06263314870047,93.88,92.84,91.8
Michael Porter Jr.,1629008,DEN vs. MIA,DEN,1610612743,MIA,1,0042200402,2023-06-04,L,5,0,6,2,8,0.25,1,6,0.167,0,0,,1,5,0,0,1,-15,11.2,0.625,0.3125,F,,102.0,99.2,138.3,133.1,-36.3,0.043,0.217,0.13,0.0,0.313,0.0,0.164,0.313,90.23,87.28,0.014,49,72.74,0.169,26:24,3.64,1.72,1,6,7,37,0,1,27,0,2,0.0,2,6,0.333,1,2,0.5,0.0,0.0,0.0,0.0,9.0,2.0,2.0,24.0,0.0,2.0,1.0,0.105,0.195,0.25,0.375,0.0,0.0,0.333,0.294,0.3,0.0,0.125,0.0,0.0,0.0,0.167,0.1,0.1,"JUN 04, 2023",240,39,75,0.52,11,28,0.393,19,22,0.864,9,29,38,23,7,2,13,21,108,121.78619756427605,5.0,4.0,31.0,0.48717948717948717,121.78619756427605,88.68,89.24000000000001,89.8
Haywood Highsmith,1629312,MIA @ DEN,MIA,1610612748,DEN,0,0042200402,2023-06-04,W,0,0,1,0,0,,0,0,,0,0,,1,0,0,0,0,-17,1.2,0.0,,,,91.7,100.0,200.0,192.8,-108.3,0.25,0.0,0.167,0.0,0.0,0.0,0.0,0.0,99.89,101.77,-0.038,12,84.81,0.0,6:08,4.51,0.51,1,0,1,7,1,0,7,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,"JUN 04, 2023",240,38,78,0.487,17,35,0.486,18,20,0.9,8,23,31,28,5,4,11,22,111,123.60801781737194,7.0,2.0,38.0,0.52,123.60801781737194,89.8,89.24000000000001,88.68
Max Strus,1629622,MIA @ DEN,MIA,1610612748,DEN,0,0042200402,2023-06-04,W,14,6,2,4,10,0.4,4,10,0.4,2,3,0.667,0,2,0,1,0,14,28.4,1.237,0.6,G,,132.1,126.4,103.7,100.5,28.4,0.0,0.074,0.036,0.286,0.6,0.0,0.18,0.618,91.28,87.9,0.111,53,73.25,0.176,29:13,4.38,2.29,1,6,7,41,1,0,28,0,0,0.0,4,10,0.4,3,4,0.75,0.0,0.0,0.0,0.0,7.0,8.0,8.0,28.0,0.0,3.0,2.0,0.16,0.185,0.364,0.435,0.222,0.3,0.0,0.111,0.08,0.353,0.0,0.0,0.5,0.0,0.273,0.2,0.2,"JUN 04, 2023",240,38,78,0.487,17,35,0.486,18,20,0.9,8,23,31,28,5,4,11,22,111,123.60801781737194,7.0,2.0,38.0,0.52,123.60801781737194,89.8,89.24000000000001,88.68
Kyle Lowry,200768,MIA @ DEN,MIA,1610612748,DEN,0,0042200402,2023-06-04,W,9,3,0,2,4,0.5,2,3,0.667,3,3,1.0,0,0,0,0,3,-15,10.5,1.692,0.75,,,126.8,122.6,155.8,154.8,-29.0,0.0,0.0,0.0,0.2,0.75,1.0,0.174,0.846,87.01,85.3,0.037,41,71.09,0.172,23:38,3.44,1.49,1,2,3,51,0,0,42,0,0,0.0,2,4,0.5,0,0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,13.0,28.0,0.0,3.0,2.0,0.118,0.121,0.222,0.176,0.333,0.3,0.0,0.0,0.0,0.214,0.333,0.0,0.0,0.0,0.2,0.182,0.173,"JUN 04, 2023",240,38,78,0.487,17,35,0.486,18,20,0.9,8,23,31,28,5,4,11,22,111,123.60801781737194,7.0,2.0,38.0,0.52,123.60801781737194,89.8,89.24000000000001,88.68
Bam Adebayo,1628389,MIA @ DEN,MIA,1610612748,DEN,0,0042200402,2023-06-04,W,21,4,9,8,14,0.571,0,0,,5,5,1.0,0,9,0,2,3,17,40.8,1.296,0.5714285714285714,C,,133.8,128.9,109.3,110.6,24.5,0.0,0.257,0.13,0.16,0.571,1.33,0.22,0.648,90.54,89.36,0.133,74,74.47,0.217,40:01,3.57,2.57,5,10,14,87,0,0,67,3,6,0.5,5,8,0.625,3,5,0.6,5.0,0.0,2.0,14.0,16.0,11.0,16.0,36.0,0.0,4.0,6.0,0.242,0.212,0.0,0.0,0.278,0.25,0.0,0.409,0.321,0.16,0.375,0.0,0.5,0.0,0.308,0.3,0.212,"JUN 04, 2023",240,38,78,0.487,17,35,0.486,18,20,0.9,8,23,31,28,5,4,11,22,111,123.60801781737194,7.0,2.0,38.0,0.52,123.60801781737194,89.8,89.24000000000001,88.68
Bruce Brown,1628971,DEN vs. MIA,DEN,1610612743,MIA,1,0042200402,2023-06-04,L,11,0,5,4,9,0.444,1,3,0.333,2,2,1.0,1,4,2,0,3,14,20.0,1.113,0.5,,,142.0,141.5,114.0,112.8,28.0,0.05,0.16,0.111,0.0,0.5,0.0,0.213,0.557,88.64,88.04,0.078,50,73.37,0.227,27:16,3.72,1.86,3,5,8,48,0,0,35,2,4,0.5,2,5,0.4,0,1,0.0,2.0,4.0,0.0,6.0,14.0,11.0,3.0,16.0,0.0,1.0,1.0,0.16,0.205,0.125,0.176,0.154,0.143,0.143,0.25,0.217,0.0,0.429,0.333,0.0,0.0,0.091,0.053,0.155,"JUN 04, 2023",240,39,75,0.52,11,28,0.393,19,22,0.864,9,29,38,23,7,2,13,21,108,121.78619756427605,5.0,4.0,31.0,0.48717948717948717,121.78619756427605,88.68,89.24000000000001,89.8
