,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER
325,Rudy Gobert,203497,MIN @ DEN,MIN,1610612750,DEN,0,42200142,2023-04-19,L,39,19,4,8,7,11,0.636,0,0,,5,6,0.833,2,6,0,1,2,5,4,35.6,1.393,1.393,C,133.8,130.3,3.5,0.069,0.176,0.127,0.133,2.0,0.19,0.696,94.03,94.4,0.096,78.66,"APR 19, 2023",240,40,79,0.506,14,31,0.452,19,23,0.826,9,26,35,24,4,5,13,25,113,121.34879725085908,6.0,1.0,36.0,0.5411764705882353,1610612743,121.34879725085908,93.12,95.06,97.0,1,0.16,0.16,0.16,13.5,13.5,13.5,7.78,7.78,7.78,,13.5,0,0,1
422,Rudy Gobert,203497,MIN vs. DEN,MIN,1610612750,DEN,1,42200143,2023-04-21,L,32,18,3,10,7,10,0.7,0,0,,4,8,0.5,5,5,0,0,1,6,-2,33.5,1.331,1.331,C,117.2,120.3,-3.1,0.179,0.2,0.189,0.188,3.0,0.208,0.666,94.34,94.96,0.112,79.13,"APR 21, 2023",240,36,79,0.456,10,27,0.37,29,35,0.829,6,26,32,24,8,2,13,21,111,109.46745562130178,8.0,4.0,40.0,0.5714285714285714,1610612743,109.46745562130178,101.40000000000002,100.06,98.71999999999998,1,0.18,0.18,0.18,15.0,15.0,15.0,6.08,6.08,6.08,18.0,,0,0,1
564,Rudy Gobert,203497,MIN vs. DEN,MIN,1610612750,DEN,1,42200144,2023-04-23,W,39,14,1,15,7,14,0.5,0,0,,0,0,,5,10,0,2,1,4,6,38.5,1.0,1.0,C,117.3,107.9,9.4,0.152,0.263,0.211,0.037,1.0,0.181,0.5,93.34,92.12,0.108,76.76,"APR 23, 2023",265,42,93,0.452,13,34,0.382,17,22,0.773,14,37,51,23,6,7,11,19,114,114.36597110754414,6.0,5.0,47.0,0.4421052631578947,1610612743,114.36597110754414,99.68,101.8,103.92,1,0.19,0.18,0.18,17.0,14.75,14.75,2.65,4.99,4.99,16.0,,0,0,1
705,Rudy Gobert,203497,MIN @ DEN,MIN,1610612750,DEN,0,42200145,2023-04-25,L,40,16,2,15,5,6,0.833,0,0,,6,9,0.667,4,11,2,0,3,6,2,40.0,1.606,1.606,C,119.0,115.0,4.0,0.114,0.234,0.183,0.067,0.67,0.149,0.803,98.3,94.33,0.12,78.61,"APR 25, 2023",240,41,81,0.506,8,33,0.242,19,25,0.76,8,32,40,24,9,4,14,27,109,111.22448979591836,10.0,3.0,47.0,0.4,1610612743,111.22448979591836,98.0,97.42,96.84,1,0.18,0.17,0.17,16.0,15.0,15.0,2.0,4.36,4.36,,14.33,0,0,1
333,Victor Oladipo,203506,MIA @ MIL,MIA,1610612748,MIL,0,42200102,2023-04-19,L,26,15,1,5,6,13,0.462,2,4,0.5,1,3,0.333,1,4,0,0,2,2,-9,20.5,1.047,1.047,,119.3,135.1,-15.8,0.05,0.143,0.104,0.053,0.5,0.262,0.524,102.64,104.03,0.049,86.69,"APR 19, 2023",240,45,84,0.536,16,36,0.444,16,23,0.696,7,34,41,26,10,2,17,9,122,117.17249327698808,9.0,4.0,45.0,0.5353535353535354,1610612749,117.17249327698808,104.12,104.32,104.52,0,0.26,0.26,0.26,15.0,15.0,15.0,,,,,15.0,1,0,0
505,Victor Oladipo,203506,MIA vs. MIL,MIA,1610612748,MIL,1,42200103,2023-04-22,W,19,8,1,2,4,6,0.667,0,1,0.0,0,0,,0,2,2,1,0,3,11,20.9,1.333,1.333,,121.1,94.9,26.2,0.0,0.083,0.056,0.071,0.0,0.154,0.667,96.53,96.73,0.106,80.61,"APR 22, 2023",240,45,84,0.536,16,33,0.485,15,17,0.882,8,36,44,22,13,4,13,18,121,125.41459369817578,7.0,3.0,37.0,0.4470588235294118,1610612749,125.41459369817578,96.48,98.38,100.28000000000002,0,0.21,0.21,0.21,11.5,11.5,11.5,4.95,4.95,4.95,8.0,,1,0,0
171,Giannis Antetokounmpo,203507,MIL vs. MIA,MIL,1610612749,MIA,1,42200101,2023-04-16,L,11,6,0,3,2,4,0.5,0,0,,2,4,0.5,1,2,0,0,1,2,-9,8.6,1.042,1.042,F,104.0,134.6,-30.6,0.1,0.25,0.167,0.0,0.0,0.259,0.521,112.63,112.98,0.03,94.15,"APR 16, 2023",240,45,91,0.495,11,45,0.244,16,22,0.727,8,30,38,29,3,4,13,22,117,110.7115821347464,6.0,1.0,36.0,0.5952380952380952,1610612748,110.7115821347464,105.68,104.96,104.24,1,0.26,0.26,0.26,6.0,6.0,6.0,,,,6.0,,0,1,0
652,Giannis Antetokounmpo,203507,MIL @ MIA,MIL,1610612749,MIA,0,42200104,2023-04-24,L,38,26,13,10,12,22,0.545,0,1,0.0,2,4,0.5,3,7,1,2,6,3,1,60.5,1.094,1.094,F,111.5,114.3,-2.8,0.07,0.194,0.127,0.52,2.17,0.28,0.547,106.16,106.74,0.159,88.95,"APR 24, 2023",240,42,97,0.433,13,40,0.325,17,20,0.85,16,30,46,28,10,6,14,20,114,109.82658959537572,9.0,5.0,47.0,0.4942528735632184,1610612748,109.82658959537572,103.8,103.90000000000002,104.0,1,0.27,0.27,0.27,16.0,16.0,16.0,14.14,14.14,14.14,,26.0,0,1,0
730,Giannis Antetokounmpo,203507,MIL vs. MIA,MIL,1610612749,MIA,1,42200105,2023-04-26,L,42,38,3,20,14,27,0.519,0,2,0.0,10,23,0.435,4,16,0,0,7,4,-8,59.5,1.024,1.024,F,98.9,107.4,-8.5,0.091,0.308,0.208,0.2,0.43,0.421,0.512,109.92,107.03,0.165,89.19,"APR 26, 2023",265,42,91,0.462,14,33,0.424,28,45,0.622,10,46,56,20,4,1,15,21,126,108.80829015544042,6.0,5.0,45.0,0.4545454545454545,1610612748,108.80829015544042,115.8,117.64,119.48,1,0.32,0.32,0.32,23.33,23.33,23.33,16.17,16.17,16.17,22.0,,0,1,0
241,Raul Neto,203526,CLE vs. NYK,CLE,1610612739,NYK,1,42200132,2023-04-18,W,3,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,2,-10,0.0,0.0,0.0,,57.1,175.0,-117.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.95,111.92,-0.111,93.26,"APR 18, 2023",240,38,77,0.494,14,33,0.424,17,21,0.81,11,32,43,26,10,7,17,22,107,116.00173460537728,14.0,5.0,36.0,0.3670886075949367,1610612752,116.00173460537728,92.24,94.21999999999998,96.2,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,1,0,0
449,Raul Neto,203526,CLE @ NYK,CLE,1610612739,NYK,0,42200133,2023-04-21,L,4,1,1,0,0,1,0.0,0,1,0.0,1,2,0.5,0,0,0,0,2,0,6,0.5,0.532,0.532,,100.0,33.3,66.7,0.0,0.0,0.0,0.5,0.5,0.4,0.266,107.64,117.29,-0.5,97.74,"APR 21, 2023",240,31,80,0.388,7,33,0.212,10,17,0.588,13,29,42,16,7,4,20,18,79,83.6155800169348,14.0,5.0,45.0,0.4698795180722891,1610612752,83.6155800169348,94.48,94.2,93.92,0,0.2,0.2,0.2,0.5,0.5,0.5,0.71,0.71,0.71,,1.0,1,0,0
21,Seth Curry,203552,BKN @ PHI,BKN,1610612751,PHI,0,42200121,2023-04-15,L,16,10,1,0,4,5,0.8,2,3,0.667,0,0,,0,0,0,0,1,0,-7,10.5,2.0,2.0,,112.1,141.9,-29.8,0.0,0.0,0.0,0.111,1.0,0.176,1.0,94.73,94.14,0.107,78.45,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.4719101123595505,1610612755,111.47902869757176,90.59999999999998,90.32,90.04,0,0.18,0.18,0.18,10.0,10.0,10.0,,,,,10.0,1,0,0
206,Seth Curry,203552,BKN @ PHI,BKN,1610612751,PHI,0,42200122,2023-04-17,L,20,9,4,0,3,8,0.375,1,3,0.333,2,3,0.667,0,0,0,0,0,2,-1,15.0,0.966,0.966,,88.1,97.4,-9.3,0.0,0.0,0.0,0.4,0.0,0.205,0.483,91.19,96.02,0.083,80.02,"APR 17, 2023",240,30,80,0.375,13,42,0.31,11,17,0.647,5,28,33,24,10,1,9,20,84,91.82334936598164,8.0,7.0,56.0,0.45,1610612755,91.82334936598164,91.48,92.26,93.04,0,0.19,0.19,0.19,9.5,9.5,9.5,0.71,0.71,0.71,,9.5,1,0,0
484,Seth Curry,203552,BKN vs. PHI,BKN,1610612751,PHI,1,42200124,2023-04-22,L,22,6,1,3,3,6,0.5,0,3,0.0,0,0,,0,3,0,0,0,0,-6,11.1,1.0,1.0,,100.0,112.2,-12.2,0.0,0.136,0.073,0.077,0.0,0.143,0.5,95.15,90.38,0.089,75.31,"APR 22, 2023",240,33,80,0.413,9,37,0.243,13,19,0.684,5,33,38,20,3,6,10,14,88,94.25878320479862,7.0,3.0,54.0,0.3956043956043956,1610612755,94.25878320479862,93.36,92.2,91.04,0,0.17,0.17,0.17,8.33,8.33,8.33,2.08,2.08,2.08,6.0,,1,0,0
319,Thanasis Antetokounmpo,203648,MIL vs. MIA,MIL,1610612749,MIA,1,42200102,2023-04-19,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-4,0.0,0.0,0.0,,66.7,200.0,-133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52,113.68,0.0,94.74,"APR 19, 2023",240,53,99,0.535,25,49,0.51,7,8,0.875,9,36,45,35,9,4,11,16,138,132.0321469575201,10.0,2.0,41.0,0.5357142857142857,1610612748,132.0321469575201,104.52,104.32,104.12,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0,1,0
542,Thanasis Antetokounmpo,203648,MIL @ MIA,MIL,1610612749,MIA,0,42200103,2023-04-22,L,4,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,4,0.0,0.0,0.0,,122.2,87.5,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.73,0.0,86.44,"APR 22, 2023",240,38,85,0.447,15,39,0.385,8,12,0.667,8,29,37,22,7,3,18,15,99,98.7235739928201,13.0,4.0,44.0,0.5357142857142857,1610612748,98.7235739928201,100.28000000000002,98.38,96.48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,1,0
22,Spencer Dinwiddie,203915,BKN @ PHI,BKN,1610612751,PHI,0,42200121,2023-04-15,L,36,14,7,3,5,12,0.417,1,5,0.2,3,5,0.6,0,3,2,0,4,1,-13,30.1,0.986,0.986,G,117.4,140.3,-22.9,0.0,0.079,0.051,0.28,1.75,0.254,0.493,90.96,89.72,0.069,74.77,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.4719101123595505,1610612755,111.47902869757176,90.59999999999998,90.32,90.04,1,0.25,0.25,0.25,14.0,14.0,14.0,,,,,14.0,1,0,0
205,Spencer Dinwiddie,203915,BKN @ PHI,BKN,1610612751,PHI,0,42200122,2023-04-17,L,41,12,6,4,5,14,0.357,1,3,0.333,1,3,0.333,1,3,1,0,1,2,-7,27.8,0.783,0.783,G,94.8,103.9,-9.1,0.022,0.075,0.047,0.286,6.0,0.195,0.392,90.11,89.6,0.064,74.67,"APR 17, 2023",240,30,80,0.375,13,42,0.31,11,17,0.647,5,28,33,24,10,1,9,20,84,91.82334936598164,8.0,7.0,56.0,0.45,1610612755,91.82334936598164,91.48,92.26,93.04,1,0.22,0.22,0.22,13.0,13.0,13.0,1.41,1.41,1.41,,13.0,1,0,0
386,Spencer Dinwiddie,203915,BKN vs. PHI,BKN,1610612751,PHI,1,42200123,2023-04-20,L,42,20,7,3,5,12,0.417,2,4,0.5,8,10,0.8,0,3,2,0,3,1,-3,37.1,1.22,1.22,G,109.9,112.2,-2.3,0.0,0.079,0.038,0.28,2.33,0.225,0.61,92.71,92.66,0.117,77.22,"APR 20, 2023",240,34,79,0.43,10,30,0.333,19,22,0.864,8,26,34,22,5,3,8,13,97,109.38204781235903,5.0,3.0,46.0,0.4878048780487805,1610612755,109.38204781235903,88.68,89.7,90.71999999999998,1,0.22,0.22,0.22,15.33,15.33,15.33,4.16,4.16,4.16,20.0,,1,0,0
491,Spencer Dinwiddie,203915,BKN vs. PHI,BKN,1610612751,PHI,1,42200124,2023-04-22,L,40,20,6,3,7,13,0.538,3,6,0.5,3,4,0.75,0,3,0,1,4,3,-7,31.6,1.355,1.355,G,100.0,107.8,-7.8,0.0,0.063,0.034,0.286,1.5,0.229,0.678,96.3,92.88,0.113,77.4,"APR 22, 2023",240,33,80,0.413,9,37,0.243,13,19,0.684,5,33,38,20,3,6,10,14,88,94.25878320479862,7.0,3.0,54.0,0.3956043956043956,1610612755,94.25878320479862,93.36,92.2,91.04,1,0.22,0.23,0.23,17.33,16.5,16.5,4.62,4.12,4.12,20.0,,1,0,0
23,Joe Harris,203925,BKN @ PHI,BKN,1610612751,PHI,0,42200121,2023-04-15,L,14,3,0,2,1,3,0.333,1,3,0.333,0,0,,0,2,0,0,2,1,-3,3.4,1.0,1.0,,96.3,116.0,-19.7,0.0,0.167,0.095,0.0,0.0,0.172,0.5,90.54,89.04,0.0,74.2,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.4719101123595505,1610612755,111.47902869757176,90.59999999999998,90.32,90.04,0,0.17,0.17,0.17,3.0,3.0,3.0,,,,,3.0,1,1,0
204,Joe Harris,203925,BKN @ PHI,BKN,1610612751,PHI,0,42200122,2023-04-17,L,13,0,0,1,0,2,0.0,0,2,0.0,0,0,,0,1,2,0,1,1,19,6.2,0.0,0.0,,110.7,48.0,62.7,0.0,0.111,0.043,0.0,0.0,0.097,0.0,90.86,99.49,-0.033,82.91,"APR 17, 2023",240,30,80,0.375,13,42,0.31,11,17,0.647,5,28,33,24,10,1,9,20,84,91.82334936598164,8.0,7.0,56.0,0.45,1610612755,91.82334936598164,91.48,92.26,93.04,0,0.13,0.13,0.13,1.5,1.5,1.5,2.12,2.12,2.12,,1.5,1,1,0
365,Joe Harris,203925,BKN vs. PHI,BKN,1610612751,PHI,1,42200123,2023-04-20,L,4,0,0,0,0,3,0.0,0,3,0.0,0,0,,0,0,0,0,0,0,1,0.0,0.0,0.0,,114.3,100.0,14.3,0.0,0.0,0.0,0.0,0.0,0.375,0.0,101.84,95.82,-0.4,79.85,"APR 20, 2023",240,34,79,0.43,10,30,0.333,19,22,0.864,8,26,34,22,5,3,8,13,97,109.38204781235903,5.0,3.0,46.0,0.4878048780487805,1610612755,109.38204781235903,88.68,89.7,90.71999999999998,0,0.21,0.21,0.21,1.0,1.0,1.0,1.73,1.73,1.73,0.0,,1,1,0
483,Joe Harris,203925,BKN vs. PHI,BKN,1610612751,PHI,1,42200124,2023-04-22,L,13,4,0,2,1,5,0.2,0,4,0.0,2,2,1.0,0,2,0,0,0,3,-2,6.4,0.68,0.68,,85.2,100.0,-14.8,0.0,0.125,0.065,0.0,0.0,0.194,0.34,97.32,93.44,-0.031,77.86,"APR 22, 2023",240,33,80,0.413,9,37,0.243,13,19,0.684,5,33,38,20,3,6,10,14,88,94.25878320479862,7.0,3.0,54.0,0.3956043956043956,1610612755,94.25878320479862,93.36,92.2,91.04,0,0.22,0.21,0.21,1.33,1.75,1.75,2.31,2.06,2.06,2.0,,1,1,0
99,Aaron Gordon,203932,DEN vs. MIN,DEN,1610612743,MIN,1,42200141,2023-04-16,W,23,13,1,5,3,7,0.429,2,4,0.5,5,6,0.833,2,3,1,0,1,3,15,22.5,1.349,1.349,F,108.5,76.6,31.9,0.063,0.103,0.082,0.071,1.0,0.2,0.674,96.63,96.71,0.134,80.59,"APR 16, 2023",240,41,90,0.456,16,39,0.41,11,17,0.647,11,43,54,24,6,4,10,20,109,112.97678275290215,6.0,6.0,38.0,0.3703703703703703,1610612750,112.97678275290215,96.48,95.26,94.04,1,0.2,0.2,0.2,13.0,13.0,13.0,,,,13.0,,0,1,0
285,Aaron Gordon,203932,DEN vs. MIN,DEN,1610612743,MIN,1,42200142,2023-04-19,W,33,12,3,10,6,11,0.545,0,0,,0,0,,6,4,0,0,0,5,-3,28.5,1.091,1.091,F,119.7,122.4,-2.7,0.188,0.143,0.167,0.13,0.0,0.143,0.545,98.47,97.76,0.088,81.47,"APR 19, 2023",240,46,85,0.541,10,22,0.455,20,25,0.8,9,27,36,26,6,1,10,25,122,125.77319587628864,4.0,5.0,35.0,0.5063291139240507,1610612750,125.77319587628864,97.0,95.06,93.12,1,0.17,0.17,0.17,12.5,12.5,12.5,0.71,0.71,0.71,12.5,,0,1,0
401,Aaron Gordon,203932,DEN @ MIN,DEN,1610612743,MIN,0,42200143,2023-04-21,W,31,14,0,7,4,7,0.571,1,2,0.5,5,5,1.0,0,7,1,0,2,4,11,23.4,1.522,1.522,F,129.7,110.8,18.9,0.0,0.241,0.135,0.0,0.0,0.164,0.761,96.98,100.76,0.095,83.97,"APR 21, 2023",240,48,84,0.571,13,32,0.406,11,13,0.846,5,35,40,32,8,4,14,26,120,121.55591572123176,8.0,2.0,32.0,0.4556962025316455,1610612750,121.55591572123176,98.71999999999998,100.06,101.40000000000002,1,0.17,0.17,0.17,13.0,13.0,13.0,1.0,1.0,1.0,,14.0,0,1,0
614,Aaron Gordon,203932,DEN @ MIN,DEN,1610612743,MIN,0,42200144,2023-04-23,L,43,14,3,7,6,12,0.5,1,3,0.333,1,1,1.0,5,2,0,1,1,6,2,28.9,1.125,1.125,F,102.4,103.8,-1.4,0.111,0.043,0.077,0.111,3.0,0.138,0.563,90.41,90.47,0.065,75.4,"APR 23, 2023",265,42,95,0.442,12,35,0.343,12,18,0.667,10,37,47,21,6,5,11,23,108,103.92609699769054,6.0,7.0,51.0,0.4516129032258064,1610612750,103.92609699769054,103.92,101.8,99.68,1,0.15,0.16,0.16,13.33,13.25,13.25,1.15,0.96,0.96,,14.0,0,1,0
701,Aaron Gordon,203932,DEN vs. MIN,DEN,1610612743,MIN,1,42200145,2023-04-25,W,34,14,2,6,4,9,0.444,0,3,0.0,6,7,0.857,2,4,1,0,1,5,-3,26.2,1.159,1.159,F,110.3,113.0,-2.7,0.057,0.114,0.086,0.105,2.0,0.165,0.579,101.03,97.15,0.079,80.96,"APR 25, 2023",240,34,85,0.4,12,34,0.353,32,36,0.889,16,31,47,22,10,3,12,21,112,115.65468814539446,9.0,4.0,40.0,0.5061728395061729,1610612750,115.65468814539446,96.84,97.42,98.0,1,0.16,0.16,0.16,14.0,13.4,13.4,0.0,0.89,0.89,13.0,,0,1,0
870,Aaron Gordon,203932,DEN vs. PHX,DEN,1610612743,PHX,1,42200221,2023-04-29,W,39,23,0,6,9,13,0.692,3,4,0.75,2,2,1.0,2,4,1,0,1,2,25,32.2,1.657,1.657,F,143.6,114.5,29.1,0.056,0.125,0.088,0.0,0.0,0.16,0.829,96.43,94.85,0.117,79.05,"APR 29, 2023",240,48,101,0.475,16,37,0.432,13,15,0.867,16,33,49,22,14,1,9,19,125,124.2544731610338,4.0,5.0,38.0,0.5119047619047619,1610612756,124.2544731610338,100.59999999999998,100.04,99.48,1,0.15,0.15,0.16,17.0,15.4,15.0,5.2,4.34,4.0,15.5,,0,1,0
931,Aaron Gordon,203932,DEN vs. PHX,DEN,1610612743,PHX,1,42200222,2023-05-01,W,39,16,1,1,5,8,0.625,1,3,0.333,5,6,0.833,0,1,2,1,2,2,11,25.7,1.504,1.504,F,100.0,89.3,10.7,0.0,0.022,0.013,0.042,0.5,0.157,0.752,95.76,94.11,0.111,78.43,"MAY 01, 2023",240,36,76,0.474,7,27,0.259,18,21,0.857,5,36,41,19,5,6,10,16,97,107.49113475177306,2.0,4.0,39.0,0.4,1610612756,107.49113475177306,90.24,92.71999999999998,95.2,1,0.16,0.16,0.16,17.67,16.2,15.14,4.73,3.9,3.67,15.6,,0,1,0
1068,Aaron Gordon,203932,DEN @ PHX,DEN,1610612743,PHX,0,42200223,2023-05-05,L,39,9,1,7,3,13,0.231,0,3,0.0,3,4,0.75,6,1,0,2,0,3,1,24.9,0.61,0.61,F,118.1,116.9,1.2,0.13,0.025,0.081,0.029,0.0,0.15,0.305,103.73,101.84,0.006,84.87,"MAY 05, 2023",240,43,97,0.443,10,30,0.333,18,21,0.857,16,35,51,27,6,5,12,21,114,111.50234741784035,5.0,6.0,41.0,0.5052631578947369,1610612756,111.50234741784035,102.24,103.58,104.92,1,0.16,0.15,0.15,16.0,15.2,14.57,7.0,5.07,4.31,,12.33,0,1,0
1144,Aaron Gordon,203932,DEN @ PHX,DEN,1610612743,PHX,0,42200224,2023-05-07,L,36,11,3,6,5,10,0.5,1,2,0.5,0,0,,3,3,1,0,1,5,7,24.7,1.1,1.1,F,135.7,129.4,6.3,0.1,0.103,0.102,0.088,3.0,0.133,0.55,93.83,92.38,0.053,76.99,"MAY 07, 2023",240,50,89,0.562,7,22,0.318,17,23,0.739,10,22,32,28,6,2,8,19,124,127.67710049423393,6.0,4.0,37.0,0.5679012345679012,1610612756,127.67710049423393,97.12,95.94,94.76,1,0.15,0.15,0.15,12.0,14.6,14.43,3.61,5.41,4.43,,12.0,0,1,0
1231,Aaron Gordon,203932,DEN vs. PHX,DEN,1610612743,PHX,1,42200225,2023-05-09,W,36,10,6,6,4,13,0.308,1,2,0.5,1,4,0.25,3,3,0,2,0,1,27,32.2,0.678,0.678,F,133.8,94.7,39.0,0.083,0.075,0.079,0.2,0.0,0.181,0.339,100.19,100.84,0.052,84.03,"MAY 09, 2023",240,42,85,0.494,13,27,0.481,21,28,0.75,10,40,50,32,6,6,10,17,118,121.24948623099054,6.0,7.0,42.0,0.4318181818181818,1610612756,121.24948623099054,97.32,98.94,100.56,1,0.15,0.16,0.15,10.0,13.8,13.86,1.0,5.81,4.74,14.67,,0,1,0
1334,Aaron Gordon,203932,DEN @ PHX,DEN,1610612743,PHX,0,42200226,2023-05-11,W,35,8,3,6,3,7,0.429,0,0,,2,4,0.5,1,5,0,0,2,3,2,17.7,0.913,0.913,F,112.3,108.1,4.2,0.032,0.161,0.097,0.107,1.5,0.138,0.457,100.03,102.15,0.038,85.12,"MAY 11, 2023",240,44,82,0.537,8,22,0.364,29,31,0.935,7,34,41,24,10,3,10,22,125,126.7234387672344,3.0,5.0,29.0,0.4810126582278481,1610612756,126.7234387672344,98.64,99.21999999999998,99.8,1,0.15,0.15,0.15,9.67,10.8,13.0,1.53,3.11,5.23,,11.2,0,1,0
1423,Aaron Gordon,203932,DEN vs. LAL,DEN,1610612743,LAL,1,42200311,2023-05-16,W,36,12,3,3,4,9,0.444,0,3,0.0,4,8,0.5,3,0,0,0,2,1,11,18.1,0.958,0.958,F,138.2,123.7,14.5,0.086,0.0,0.044,0.083,1.5,0.163,0.479,97.73,101.38,0.022,84.48,"MAY 16, 2023",240,50,91,0.549,15,32,0.469,17,22,0.773,15,32,47,29,5,7,11,21,132,136.5328920148945,6.0,4.0,30.0,0.5476190476190477,1610612747,136.5328920148945,96.68,97.06,97.44,1,0.16,0.15,0.15,10.0,10.0,12.71,2.0,1.58,5.22,14.29,,0,1,0
1451,Aaron Gordon,203932,DEN vs. LAL,DEN,1610612743,LAL,1,42200312,2023-05-18,W,39,10,2,4,5,9,0.556,0,2,0.0,0,0,,2,2,0,1,3,2,4,17.8,1.111,1.111,F,110.8,107.3,3.5,0.049,0.057,0.053,0.071,0.67,0.129,0.556,101.08,101.73,0.036,84.77,"MAY 18, 2023",240,39,89,0.438,14,38,0.368,16,18,0.889,11,38,49,27,8,2,15,18,108,107.0154577883472,10.0,7.0,40.0,0.4390243902439024,1610612747,107.0154577883472,100.92,101.18,101.44,1,0.14,0.15,0.15,10.0,10.2,10.86,2.0,1.48,2.61,13.75,,0,1,0
1499,Aaron Gordon,203932,DEN @ LAL,DEN,1610612743,LAL,0,42200313,2023-05-20,W,32,7,4,3,2,5,0.4,0,1,0.0,3,4,0.75,1,2,0,1,1,0,6,18.6,1.036,1.036,F,115.2,106.1,9.1,0.03,0.057,0.044,0.148,4.0,0.113,0.518,99.46,98.39,0.064,81.99,"MAY 20, 2023",240,44,88,0.5,17,41,0.415,14,19,0.737,5,34,39,30,7,1,5,19,119,123.49522623495226,3.0,2.0,45.0,0.4523809523809524,1610612747,123.49522623495226,96.36,97.06,97.76,1,0.14,0.14,0.14,9.67,9.4,9.57,2.52,1.95,1.72,,10.5,0,1,0
1541,Aaron Gordon,203932,DEN @ LAL,DEN,1610612743,LAL,0,42200314,2023-05-22,W,41,22,5,6,9,14,0.643,3,5,0.6,1,3,0.333,4,2,0,2,0,2,10,42.7,1.436,1.436,F,131.2,119.7,11.4,0.105,0.047,0.074,0.179,0.0,0.169,0.718,95.25,90.18,0.131,75.15,"MAY 22, 2023",240,41,85,0.482,12,33,0.364,19,22,0.864,11,29,40,25,3,9,8,20,113,123.25479930191972,5.0,4.0,38.0,0.4651162790697674,1610612747,123.25479930191972,91.68,93.56,95.44,1,0.14,0.14,0.15,13.0,11.8,11.43,7.94,6.02,4.96,,12.14,0,1,0
1643,Aaron Gordon,203932,DEN vs. MIA,DEN,1610612743,MIA,1,42200401,2023-06-01,W,36,16,1,6,7,10,0.7,0,1,0.0,2,2,1.0,2,4,0,1,0,0,15,27.7,1.471,1.471,F,116.9,95.8,21.1,0.061,0.087,0.076,0.04,0.0,0.143,0.735,94.44,94.42,0.121,78.68,"JUN 01, 2023",240,40,79,0.506,8,27,0.296,16,20,0.8,6,39,45,29,4,4,10,8,104,113.28976034858388,5.0,4.0,43.0,0.40625,1610612748,113.28976034858388,91.8,92.84,93.88,1,0.14,0.14,0.15,15.0,13.4,12.14,7.55,5.81,5.24,14.0,,0,1,0
