,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER
936,Jock Landale,1629111,PHX @ DEN,PHX,1610612756,DEN,0,42200222,2023-05-01,L,5,0,0,1,0,0,,0,0,,0,0,,1,0,1,0,0,0,-9,4.2,0.0,0.0,,25.0,120.0,-95.0,0.083,0.0,0.071,0.0,0.0,0.0,0.0,101.91,97.48,0.75,81.23,"MAY 01, 2023",240,38,95,0.4,6,31,0.194,5,5,1.0,11,28,39,23,2,4,9,25,87,91.38655462184872,5.0,6.0,41.0,0.4736842105263157,1610612743,91.38655462184872,95.2,92.71999999999998,90.24,0,0.19,0.19,0.19,3.67,3.67,3.67,3.51,3.51,3.51,,3.5,0,0,1
1069,Jock Landale,1629111,PHX vs. DEN,PHX,1610612756,DEN,1,42200223,2023-05-05,W,22,6,0,9,3,3,1.0,0,0,,0,0,,2,7,1,0,1,4,10,18.8,2.0,2.0,,119.6,100.0,19.6,0.1,0.241,0.184,0.0,0.0,0.075,1.0,100.49,99.01,0.128,82.51,"MAY 05, 2023",240,48,95,0.505,9,28,0.321,16,18,0.889,7,34,41,24,5,6,9,24,121,115.32596263820054,6.0,5.0,51.0,0.4432989690721649,1610612743,115.32596263820054,104.92,103.58,102.24,0,0.12,0.16,0.16,4.33,4.25,4.25,3.79,3.1,3.1,5.0,,0,0,1
1175,Jock Landale,1629111,PHX vs. DEN,PHX,1610612756,DEN,1,42200224,2023-05-07,W,21,8,1,5,4,6,0.667,0,0,,0,0,,3,2,1,1,0,4,16,21.5,1.333,1.333,,157.9,112.8,45.1,0.214,0.133,0.172,0.05,0.0,0.143,0.667,90.94,89.59,0.078,74.65,"MAY 07, 2023",240,46,81,0.568,13,29,0.448,24,29,0.828,12,25,37,28,6,4,13,24,129,136.13338961587166,6.0,2.0,32.0,0.5617977528089888,1610612743,136.13338961587166,94.76,95.94,97.12,0,0.07,0.16,0.16,4.67,5.0,5.0,4.16,3.16,3.16,6.0,,0,0,1
1241,Jock Landale,1629111,PHX @ DEN,PHX,1610612756,DEN,0,42200225,2023-05-09,L,16,5,0,4,2,4,0.5,0,0,,1,2,0.5,0,4,0,0,0,1,5,9.8,1.025,1.025,,111.8,94.3,17.5,0.0,0.25,0.118,0.0,0.0,0.132,0.512,100.68,101.8,0.084,84.84,"MAY 09, 2023",240,38,88,0.432,9,27,0.333,17,24,0.708,8,34,42,22,6,7,10,22,102,101.43198090692124,6.0,6.0,50.0,0.4941176470588235,1610612743,101.43198090692124,100.56,98.94,97.32,0,0.12,0.13,0.15,6.33,5.2,5.0,1.53,3.11,2.83,,4.0,0,0,1
1317,Jock Landale,1629111,PHX vs. DEN,PHX,1610612756,DEN,1,42200226,2023-05-11,L,31,13,1,5,5,6,0.833,0,0,,3,4,0.75,0,5,0,1,1,4,7,22.5,1.675,1.675,C,117.7,108.2,9.5,0.0,0.192,0.111,0.045,1.0,0.143,0.838,96.37,95.69,0.105,79.74,"MAY 11, 2023",240,38,79,0.481,11,28,0.393,13,20,0.65,2,27,29,20,3,5,14,22,100,100.20040080160322,10.0,3.0,41.0,0.5365853658536586,1610612743,100.20040080160322,99.8,99.21999999999998,98.64,1,0.14,0.1,0.15,8.67,6.4,6.14,4.04,4.72,3.98,7.75,,0,0,1
140,Wenyen Gabriel,1629117,LAL @ MEM,LAL,1610612747,MEM,0,42200151,2023-04-16,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.81,140.72,0.0,117.26,"APR 16, 2023",240,49,92,0.533,16,37,0.432,14,16,0.875,10,35,45,25,7,11,14,18,128,124.22360248447204,6.0,2.0,34.0,0.4719101123595505,1610612763,124.22360248447204,103.04,102.54,102.04,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0
301,Wenyen Gabriel,1629117,LAL @ MEM,LAL,1610612747,MEM,0,42200152,2023-04-19,L,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,1,1,0,-1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.75,93.51,1.0,77.92,"APR 19, 2023",240,35,85,0.412,7,26,0.269,16,21,0.762,11,36,47,21,5,7,12,19,93,97.64804703905922,4.0,6.0,49.0,0.4269662921348314,1610612763,97.64804703905922,95.24,96.24,97.24,0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,1,0
465,Wenyen Gabriel,1629117,LAL vs. MEM,LAL,1610612747,MEM,1,42200153,2023-04-22,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.41,81.13,0.0,67.61,"APR 22, 2023",240,41,90,0.456,7,28,0.25,22,27,0.815,11,37,48,19,11,8,13,18,111,106.85406237966886,7.0,2.0,50.0,0.3763440860215054,1610612763,106.85406237966886,103.88,102.84,101.8,0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0
742,Wenyen Gabriel,1629117,LAL @ MEM,LAL,1610612747,MEM,0,42200155,2023-04-26,L,8,3,0,2,1,3,0.333,0,0,,1,1,1.0,2,0,2,0,0,1,-5,11.4,0.872,0.872,,68.4,100.0,-31.6,0.143,0.0,0.087,0.0,0.0,0.125,0.436,112.81,110.54,0.105,92.12,"APR 26, 2023",240,37,92,0.402,10,39,0.256,15,20,0.75,14,40,54,28,8,3,13,17,99,99.19839679358718,6.0,2.0,52.0,0.4444444444444444,1610612763,99.19839679358718,99.8,101.64,103.48,0,0.38,0.28,0.28,1.0,0.75,0.75,1.73,1.5,1.5,,1.0,0,1,0
832,Wenyen Gabriel,1629117,LAL vs. MEM,LAL,1610612747,MEM,1,42200156,2023-04-28,W,10,6,0,2,3,5,0.6,0,0,,0,0,,2,0,0,2,1,4,1,13.4,1.2,1.2,,90.9,90.5,0.4,0.182,0.0,0.095,0.0,0.0,0.222,0.6,96.83,99.71,0.029,83.09,"APR 28, 2023",240,49,91,0.538,15,44,0.341,12,15,0.8,9,43,52,33,6,15,13,16,125,123.03149606299212,10.0,2.0,45.0,0.3020833333333333,1610612763,123.03149606299212,101.59999999999998,103.2,104.8,0,0.12,0.27,0.27,3.0,1.8,1.8,3.0,2.68,2.68,3.0,,0,1,0
985,Wenyen Gabriel,1629117,LAL @ GSW,LAL,1610612747,GSW,0,42200231,2023-05-02,W,4,0,0,2,0,0,,0,0,,0,0,,1,1,0,0,0,0,4,2.4,0.0,0.0,,110.0,77.8,32.2,0.2,0.25,0.222,0.0,0.0,0.0,0.0,108.06,109.44,0.125,91.2,"MAY 02, 2023",240,43,92,0.467,6,25,0.24,25,29,0.862,13,40,53,24,4,10,8,12,117,117.2814755412991,5.0,3.0,49.0,0.4056603773584906,1610612744,117.2814755412991,99.76,101.2,102.64,0,0.12,0.27,0.22,3.0,1.8,1.5,3.0,2.68,2.51,,0.75,0,1,0
1048,Wenyen Gabriel,1629117,LAL @ GSW,LAL,1610612747,GSW,0,42200232,2023-05-04,L,3,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-8,0.0,0.0,0.0,,28.6,142.9,-114.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.85,123.68,0.0,103.07,"MAY 04, 2023",240,40,94,0.426,10,34,0.294,10,17,0.588,9,31,40,27,9,3,9,15,100,98.54158454867954,2.0,3.0,55.0,0.5052631578947369,1610612744,98.54158454867954,101.48,102.76,104.04,0,0.07,0.07,0.19,2.0,1.8,1.29,3.46,2.68,2.36,,0.6,0,1,0
1127,Wenyen Gabriel,1629117,LAL vs. GSW,LAL,1610612747,GSW,1,42200233,2023-05-06,W,5,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,2,2,0.0,0.0,0.0,,177.8,155.6,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.82,87.57,-0.078,72.97,"MAY 06, 2023",240,42,80,0.525,15,31,0.484,28,37,0.757,6,38,44,27,10,6,12,21,127,124.168947985921,5.0,6.0,42.0,0.3956043956043956,1610612744,124.168947985921,102.28000000000002,102.88,103.48,0,0.0,0.07,0.19,0.0,1.8,1.29,0.0,2.68,2.36,2.0,,0,1,0
1196,Wenyen Gabriel,1629117,LAL vs. GSW,LAL,1610612747,GSW,1,42200234,2023-05-08,W,2,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-3,0.0,0.0,0.0,,50.0,125.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.2,101.95,0.0,84.96,"MAY 08, 2023",240,39,86,0.453,6,25,0.24,20,20,1.0,8,34,42,21,8,1,14,15,104,103.1746031746032,9.0,2.0,40.0,0.4651162790697674,1610612744,103.1746031746032,100.8,99.54,98.28000000000002,0,0.0,0.04,0.05,0.0,1.2,1.29,0.0,2.68,2.36,1.5,,0,1,0
1278,Wenyen Gabriel,1629117,LAL @ GSW,LAL,1610612747,GSW,0,42200235,2023-05-10,L,3,1,0,3,0,2,0.0,0,0,,1,2,0.5,3,0,0,1,0,0,-1,7.6,0.347,0.347,,100.0,116.7,-16.7,0.429,0.0,0.375,0.0,0.0,0.333,0.174,93.82,103.47,0.0,86.23,"MAY 10, 2023",240,42,87,0.483,10,27,0.37,12,15,0.8,7,31,38,24,6,4,14,17,106,105.36779324055668,8.0,5.0,48.0,0.5108695652173914,1610612744,105.36779324055668,100.59999999999998,102.09999999999998,103.59999999999998,0,0.11,0.07,0.1,0.33,0.2,1.43,0.58,0.45,2.3,,0.67,0,1,0
170,Duncan Robinson,1629130,MIA @ MIL,MIA,1610612748,MIL,0,42200101,2023-04-16,W,6,3,0,1,1,2,0.5,1,1,1.0,0,0,,0,1,0,0,0,0,-5,4.2,1.5,1.5,,108.3,138.5,-30.1,0.0,0.167,0.083,0.0,0.0,0.154,0.75,101.71,93.07,0.092,77.56,"APR 16, 2023",240,50,84,0.595,15,25,0.6,15,21,0.714,4,32,36,32,6,1,15,24,130,124.71220260936302,3.0,4.0,38.0,0.4945054945054945,1610612749,124.71220260936302,104.24,104.96,105.68,0,0.15,0.15,0.15,3.0,3.0,3.0,,,,,3.0,0,1,0
290,Duncan Robinson,1629130,MIA @ MIL,MIA,1610612748,MIL,0,42200102,2023-04-19,L,26,14,3,5,5,8,0.625,4,6,0.667,0,0,,0,5,0,0,2,2,10,22.5,1.75,1.75,F,131.5,115.1,16.4,0.0,0.179,0.104,0.13,1.5,0.172,0.875,100.16,100.31,0.101,83.59,"APR 19, 2023",240,45,84,0.536,16,36,0.444,16,23,0.696,7,34,41,26,10,2,17,9,122,117.17249327698808,9.0,4.0,45.0,0.5353535353535354,1610612749,117.17249327698808,104.12,104.32,104.52,1,0.16,0.16,0.16,8.5,8.5,8.5,7.78,7.78,7.78,,8.5,0,1,0
501,Duncan Robinson,1629130,MIA vs. MIL,MIA,1610612748,MIL,1,42200103,2023-04-22,W,24,20,2,3,7,9,0.778,5,6,0.833,1,1,1.0,0,3,0,0,2,0,24,24.6,2.119,2.119,,143.5,91.3,52.2,0.0,0.115,0.07,0.133,1.0,0.224,1.059,96.94,93.76,0.216,78.13,"APR 22, 2023",240,45,84,0.536,16,33,0.485,15,17,0.882,8,36,44,22,13,4,13,18,121,125.41459369817578,7.0,3.0,37.0,0.4470588235294118,1610612749,125.41459369817578,96.48,98.38,100.28000000000002,0,0.18,0.18,0.18,12.33,12.33,12.33,8.62,8.62,8.62,20.0,,0,1,0
622,Duncan Robinson,1629130,MIA vs. MIL,MIA,1610612748,MIL,1,42200104,2023-04-24,W,30,9,1,4,3,5,0.6,3,4,0.75,0,0,,0,4,1,0,1,1,15,17.3,1.8,1.8,,119.0,96.8,22.3,0.0,0.108,0.061,0.042,1.0,0.085,0.9,99.18,98.99,0.092,82.49,"APR 24, 2023",240,43,87,0.494,13,32,0.406,20,25,0.8,9,38,47,21,9,5,15,20,119,114.42307692307692,10.0,6.0,46.0,0.4329896907216495,1610612749,114.42307692307692,104.0,103.90000000000002,103.8,0,0.16,0.16,0.16,14.33,11.5,11.5,5.51,7.23,7.23,14.5,,0,1,0
791,Duncan Robinson,1629130,MIA @ MIL,MIA,1610612748,MIL,0,42200105,2023-04-26,W,15,3,1,1,1,2,0.5,1,2,0.5,0,0,,0,1,0,0,1,1,3,4.7,1.5,1.5,,111.8,100.0,11.8,0.0,0.071,0.028,0.071,1.0,0.075,0.75,108.45,109.98,0.04,91.65,"APR 26, 2023",265,50,110,0.455,17,45,0.378,11,17,0.647,9,36,45,25,6,5,11,31,128,107.1309005691329,4.0,1.0,56.0,0.4615384615384615,1610612749,107.1309005691329,119.48,117.64,115.8,0,0.13,0.14,0.14,10.67,9.8,9.8,8.62,7.33,7.33,,6.67,0,1,0
917,Duncan Robinson,1629130,MIA @ NYK,MIA,1610612748,NYK,0,42200201,2023-04-30,W,13,0,1,0,0,5,0.0,0,5,0.0,0,0,,0,0,0,0,0,1,-6,1.5,0.0,0.0,,91.3,117.4,-26.1,0.0,0.0,0.0,0.167,0.0,0.179,0.0,90.55,88.32,-0.137,73.6,"APR 30, 2023",240,36,85,0.424,13,39,0.333,23,29,0.793,10,29,39,26,8,5,8,14,108,112.78195488721803,6.0,4.0,48.0,0.4767441860465116,1610612752,112.78195488721803,95.76,95.78000000000002,95.8,0,0.11,0.15,0.15,4.0,9.2,8.17,4.58,8.11,7.68,,5.0,0,1,0
972,Duncan Robinson,1629130,MIA @ NYK,MIA,1610612748,NYK,0,42200202,2023-05-02,L,21,9,2,1,3,9,0.333,3,8,0.375,0,0,,0,1,0,0,0,2,7,13.2,1.0,1.0,,114.6,97.6,17.1,0.0,0.048,0.024,0.125,0.0,0.209,0.5,95.6,95.41,0.061,79.51,"MAY 02, 2023",240,38,85,0.447,17,49,0.347,12,17,0.706,8,26,34,24,1,2,6,24,105,116.04774535809015,4.0,2.0,50.0,0.4512195121951219,1610612752,116.04774535809015,90.48,92.34,94.2,0,0.15,0.15,0.16,4.0,8.2,8.29,4.58,7.66,7.02,,5.8,0,1,0
1114,Duncan Robinson,1629130,MIA vs. NYK,MIA,1610612748,NYK,1,42200203,2023-05-06,W,13,4,1,1,1,6,0.167,1,5,0.2,1,1,1.0,0,1,0,0,1,1,7,5.7,0.621,0.621,,100.0,66.7,33.3,0.0,0.059,0.029,0.125,1.0,0.219,0.311,101.65,98.4,-0.045,82.0,"MAY 06, 2023",240,35,90,0.389,7,32,0.219,28,31,0.903,13,37,50,17,3,5,13,25,105,101.31223465843304,4.0,3.0,48.0,0.3406593406593406,1610612752,101.31223465843304,103.64,101.66,99.68,0,0.2,0.15,0.17,4.33,5.0,8.43,4.51,3.94,6.9,11.0,,0,1,0
1186,Duncan Robinson,1629130,MIA vs. NYK,MIA,1610612748,NYK,1,42200204,2023-05-08,W,11,3,1,1,1,8,0.125,1,7,0.143,0,0,,0,1,0,0,2,0,0,3.7,0.375,0.375,,95.0,86.4,8.6,0.0,0.067,0.037,0.143,0.5,0.385,0.188,94.11,87.68,-0.157,73.06,"MAY 08, 2023",240,40,85,0.471,13,39,0.333,16,22,0.727,13,31,44,28,7,4,12,21,109,116.35354397950468,5.0,4.0,35.0,0.4868421052631579,1610612752,116.35354397950468,93.68,94.12,94.56,0,0.27,0.21,0.2,5.33,3.8,6.86,3.21,3.27,6.67,9.0,,0,1,0
1299,Duncan Robinson,1629130,MIA @ NYK,MIA,1610612748,NYK,0,42200205,2023-05-10,L,22,17,1,1,6,13,0.462,5,10,0.5,0,0,,0,1,2,0,0,2,3,25.7,1.308,1.308,,133.3,123.3,10.1,0.0,0.056,0.025,0.067,0.0,0.271,0.654,92.73,91.91,0.119,76.59,"MAY 10, 2023",240,37,88,0.42,13,43,0.302,16,19,0.842,11,23,34,27,11,4,12,30,103,105.79293344289236,6.0,4.0,50.0,0.4929577464788732,1610612752,105.79293344289236,97.36,94.97999999999998,92.59999999999998,0,0.29,0.25,0.2,8.0,6.6,6.43,7.81,6.66,5.71,,7.67,0,1,0
1374,Duncan Robinson,1629130,MIA vs. NYK,MIA,1610612748,NYK,1,42200206,2023-05-12,W,14,6,0,0,2,7,0.286,2,7,0.286,0,0,,0,0,1,0,0,1,3,9.0,0.857,0.857,,92.6,84.6,8.0,0.0,0.0,0.0,0.0,0.0,0.2,0.429,90.79,90.86,0.026,75.71,"MAY 12, 2023",240,33,82,0.402,7,27,0.259,23,25,0.92,7,33,40,25,8,2,7,22,96,103.2258064516129,2.0,9.0,41.0,0.380281690140845,1610612752,103.2258064516129,93.0,91.04,89.08,0,0.29,0.26,0.22,8.67,7.8,6.0,7.37,5.63,5.6,8.4,,0,1,0
1441,Duncan Robinson,1629130,MIA @ BOS,MIA,1610612748,BOS,0,42200301,2023-05-17,W,7,0,0,0,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,-1,0.0,0.0,0.0,,114.3,121.4,-7.1,0.0,0.0,0.0,0.0,0.0,0.133,0.0,105.84,102.34,-0.082,85.28,"MAY 17, 2023",240,46,85,0.541,16,31,0.516,15,19,0.789,7,28,35,20,12,3,12,22,123,125.0508336722245,6.0,3.0,34.0,0.5185185185185185,1610612738,125.0508336722245,98.36,99.06,99.76,0,0.2,0.24,0.23,7.67,6.0,5.57,8.62,6.52,5.97,,6.57,0,1,0
1478,Duncan Robinson,1629130,MIA @ BOS,MIA,1610612748,BOS,0,42200302,2023-05-19,W,21,15,1,1,6,9,0.667,3,6,0.5,0,0,,0,1,1,0,0,1,1,20.7,1.667,1.667,,122.0,119.5,2.4,0.0,0.063,0.027,0.083,0.0,0.184,0.833,99.93,94.88,0.156,79.07,"MAY 19, 2023",240,42,92,0.457,9,26,0.346,18,19,0.947,11,34,45,23,9,5,10,17,111,111.71497584541063,2.0,9.0,35.0,0.4683544303797468,1610612738,111.71497584541063,99.36,98.96,98.56,0,0.17,0.23,0.23,7.0,8.2,7.71,7.55,7.46,6.32,,7.62,0,1,0
1505,Duncan Robinson,1629130,MIA vs. BOS,MIA,1610612748,BOS,1,42200303,2023-05-21,W,24,22,4,2,7,11,0.636,5,7,0.714,3,3,1.0,0,2,0,0,1,1,9,29.4,1.786,1.786,,152.1,130.6,21.5,0.0,0.067,0.043,0.2,4.0,0.265,0.893,98.18,98.5,0.172,82.09,"MAY 21, 2023",240,46,81,0.568,19,35,0.543,17,21,0.81,1,34,35,25,7,4,9,16,128,130.29315960912052,3.0,3.0,57.0,0.3979591836734694,1610612738,130.29315960912052,98.24,98.86,99.48,0,0.19,0.21,0.24,12.33,12.0,9.57,11.24,8.86,8.34,10.67,,0,1,0
1544,Duncan Robinson,1629130,MIA vs. BOS,MIA,1610612748,BOS,1,42200304,2023-05-23,L,11,2,1,1,1,5,0.2,0,4,0.0,0,0,,0,1,0,0,2,1,-12,2.7,0.4,0.4,,75.0,125.0,-50.0,0.0,0.1,0.043,0.25,0.5,0.259,0.2,100.18,106.01,-0.08,88.34,"MAY 23, 2023",240,34,78,0.436,8,32,0.25,23,28,0.821,12,32,44,18,5,2,15,18,99,106.0865837976854,8.0,8.0,39.0,0.5119047619047619,1610612738,106.0865837976854,93.32,94.12,94.92,0,0.24,0.21,0.24,13.0,9.0,9.29,10.15,9.27,8.6,9.43,,0,1,0
1568,Duncan Robinson,1629130,MIA @ BOS,MIA,1610612748,BOS,0,42200305,2023-05-25,L,28,18,9,4,7,10,0.7,2,3,0.667,2,2,1.0,1,3,0,0,1,5,7,35.3,1.654,1.654,,127.5,113.7,13.7,0.04,0.125,0.082,0.45,9.0,0.2,0.827,87.23,88.27,0.176,73.56,"MAY 25, 2023",240,40,78,0.513,9,23,0.391,8,10,0.8,10,26,36,20,6,2,16,13,97,109.7285067873303,13.0,4.0,37.0,0.5063291139240507,1610612738,109.7285067873303,88.40000000000002,86.38,84.36,0,0.24,0.21,0.22,14.0,11.4,11.43,10.58,9.84,8.64,,8.78,0,1,0
1598,Duncan Robinson,1629130,MIA vs. BOS,MIA,1610612748,BOS,1,42200306,2023-05-27,L,20,13,2,1,5,11,0.455,3,6,0.5,0,0,,0,1,0,0,0,5,8,17.2,1.182,1.182,,129.7,111.1,18.6,0.0,0.05,0.024,0.182,0.0,0.244,0.591,87.12,87.02,0.078,72.52,"MAY 27, 2023",240,33,93,0.355,14,30,0.467,23,29,0.793,17,30,47,22,5,4,5,24,103,109.85494880546074,4.0,8.0,47.0,0.4358974358974359,1610612738,109.85494880546074,93.76,93.36,92.96,0,0.23,0.23,0.21,11.0,14.0,10.86,8.19,7.52,8.34,9.88,,0,1,0
1625,Duncan Robinson,1629130,MIA @ BOS,MIA,1610612748,BOS,0,42200307,2023-05-29,W,20,10,1,1,4,6,0.667,2,3,0.667,0,0,,0,1,2,1,3,1,17,18.7,1.667,1.667,,128.6,90.2,38.3,0.0,0.045,0.032,0.059,0.33,0.2,0.833,98.42,98.85,0.095,82.38,"MAY 29, 2023",240,42,86,0.488,14,28,0.5,5,6,0.833,7,35,42,26,7,2,12,15,103,109.99572832123025,6.0,4.0,40.0,0.3902439024390244,1610612738,109.99572832123025,93.64,93.18,92.71999999999998,0,0.21,0.23,0.21,13.67,13.0,11.43,4.04,7.68,8.08,,8.9,0,1,0
1629,Duncan Robinson,1629130,MIA @ DEN,MIA,1610612748,DEN,0,42200401,2023-06-01,L,21,3,1,1,1,6,0.167,1,5,0.2,0,0,,0,1,0,0,1,2,-4,4.7,0.5,0.5,,87.8,93.0,-5.2,0.0,0.067,0.026,0.077,1.0,0.152,0.25,91.31,95.26,-0.042,79.38,"JUN 01, 2023",240,39,96,0.406,13,39,0.333,2,2,1.0,11,32,43,26,5,4,8,15,93,99.06263314870048,4.0,4.0,45.0,0.5063291139240507,1610612743,99.06263314870048,93.88,92.84,91.8,0,0.2,0.21,0.21,8.67,9.2,11.86,5.13,6.76,7.43,,8.36,0,1,0
1654,Duncan Robinson,1629130,MIA @ DEN,MIA,1610612748,DEN,0,42200402,2023-06-04,W,17,10,1,0,4,5,0.8,2,3,0.667,0,1,0.0,0,0,0,0,0,2,-6,11.5,1.838,1.838,,132.3,138.2,-6.0,0.0,0.0,0.0,0.1,0.0,0.152,0.919,89.1,89.82,0.088,74.85,"JUN 04, 2023",240,38,78,0.487,17,35,0.486,18,20,0.9,8,23,31,28,5,4,11,22,111,123.60801781737194,7.0,2.0,38.0,0.52,1610612743,123.60801781737194,89.8,89.24000000000001,88.68,0,0.17,0.19,0.21,7.67,10.8,11.14,4.04,5.45,7.31,,8.5,0,1,0
1689,Duncan Robinson,1629130,MIA vs. DEN,MIA,1610612748,DEN,1,42200403,2023-06-07,L,14,9,0,1,3,6,0.5,3,6,0.5,0,0,,0,1,0,0,0,2,-4,10.2,1.5,1.5,,103.3,109.4,-6.0,0.0,0.083,0.031,0.0,0.0,0.171,0.75,103.42,106.79,0.092,89.0,"JUN 07, 2023",240,34,92,0.37,11,35,0.314,15,19,0.789,10,23,33,20,7,3,4,22,94,99.61848240779992,3.0,5.0,58.0,0.5125,1610612743,99.61848240779992,94.36,93.12,91.88,0,0.16,0.18,0.2,7.33,9.0,9.29,3.79,3.67,5.53,9.78,,0,1,0
1697,Duncan Robinson,1629130,MIA vs. DEN,MIA,1610612748,DEN,1,42200404,2023-06-09,L,25,12,3,1,5,7,0.714,2,4,0.5,0,0,,0,1,1,0,1,4,-6,19.7,1.714,1.714,,116.7,134.8,-18.1,0.0,0.063,0.026,0.214,3.0,0.145,0.857,91.37,90.18,0.089,75.15,"JUN 09, 2023",240,35,78,0.449,8,25,0.32,17,20,0.85,8,29,37,23,2,3,14,19,95,102.3706896551724,11.0,7.0,34.0,0.4936708860759494,1610612743,102.3706896551724,92.8,91.02,89.24,0,0.16,0.16,0.18,10.33,8.8,10.71,1.53,3.42,4.54,10.0,,0,1,0
1718,Duncan Robinson,1629130,MIA @ DEN,MIA,1610612748,DEN,0,42200405,2023-06-12,L,17,5,3,3,2,6,0.333,1,3,0.333,0,0,,0,3,0,2,2,1,-9,17.1,0.833,0.833,,87.9,111.8,-23.9,0.0,0.176,0.075,0.375,1.5,0.19,0.417,98.56,95.65,0.087,79.71,"JUN 12, 2023",240,33,96,0.344,9,35,0.257,14,16,0.875,11,33,44,18,9,7,8,21,89,88.96441423430628,6.0,7.0,57.0,0.4523809523809524,1610612743,88.96441423430628,100.04,98.58,97.12,0,0.17,0.16,0.18,8.67,7.8,8.86,3.51,3.7,3.63,,8.23,0,1,0
57,Yuta Watanabe,1629139,BKN @ PHI,BKN,1610612751,PHI,0,42200121,2023-04-15,L,5,3,0,1,1,2,0.5,1,2,0.5,0,2,0.0,0,1,0,0,1,0,-4,3.2,1.042,1.042,,77.8,110.0,-32.2,0.0,0.333,0.125,0.0,0.0,0.364,0.521,90.37,96.68,0.0,80.57,"APR 15, 2023",240,39,70,0.557,13,29,0.448,10,15,0.667,5,30,35,23,3,5,19,15,101,111.47902869757176,14.0,3.0,38.0,0.4719101123595505,1610612755,111.47902869757176,90.59999999999998,90.32,90.04,0,0.36,0.36,0.36,3.0,3.0,3.0,,,,,3.0,1,1,0
104,Jordan McLaughlin,1629162,MIN @ DEN,MIN,1610612750,DEN,0,42200141,2023-04-16,L,10,0,1,2,0,3,0.0,0,1,0.0,0,0,,0,2,0,0,0,2,-8,3.9,0.0,0.0,,60.0,90.9,-30.9,0.0,0.2,0.087,0.2,0.0,0.143,0.0,98.51,97.77,-0.068,81.47,"APR 16, 2023",240,30,81,0.37,11,36,0.306,9,16,0.563,5,33,38,18,6,6,11,16,80,85.07018290089323,6.0,4.0,54.0,0.4555555555555555,1610612743,85.07018290089323,94.04,95.26,96.48,0,0.14,0.14,0.14,0.0,0.0,0.0,,,,,0.0,1,0,0
