,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_ATL,TEAM_BKN,TEAM_BOS,TEAM_CHI,TEAM_DAL,TEAM_DEN,TEAM_GSW,TEAM_MEM,TEAM_MIA,TEAM_MIL,TEAM_MIN,TEAM_NOP,TEAM_PHI,TEAM_PHX,TEAM_TOR,TEAM_UTA,OPP_ATL,OPP_BKN,OPP_BOS,OPP_CHI,OPP_DAL,OPP_DEN,OPP_GSW,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_PHI,OPP_PHX,OPP_TOR,OPP_UTA
1178,Cameron Johnson,1629661,PHX @ DAL,1610612756,0,42100224,2022-05-08,L,30,11,2,5,4,10,0.4,3,7,0.429,0,0,,1,4,0,0,0,1,-13,20.0,1.1,1.1,,100.0,120.3,-20.3,0.031,0.138,0.082,0.105,0.0,0.143,0.55,94.57,94.09,0.099,78.41,"MAY 08, 2022",240,39,84,0.464,9,25,0.36,14,18,0.778,12,32,44,27,4,4,17,25,101,104.20965744944284,5.0,1.0,37.0,0.4470588235294118,1610612742,104.20965744944284,96.92,95.64,94.36,0,0.18,0.19,0.18,8.67,11.2,11.0,2.52,4.15,3.7,,10.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1279,Cameron Johnson,1629661,PHX vs. DAL,1610612756,1,42100225,2022-05-10,W,25,14,1,2,5,8,0.625,1,4,0.25,3,4,0.75,1,1,2,1,2,2,15,24.9,1.434,1.434,,103.6,73.2,30.4,0.037,0.034,0.036,0.063,0.5,0.203,0.717,105.08,105.53,0.165,87.94,"MAY 10, 2022",240,43,87,0.494,12,32,0.375,12,16,0.75,12,38,50,28,10,2,12,23,110,116.9715014887282,7.0,0.0,38.0,0.380281690140845,1610612742,116.9715014887282,94.04,93.46,92.88,0,0.16,0.2,0.18,10.33,11.4,11.14,4.04,4.28,3.8,12.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1373,Cameron Johnson,1629661,PHX @ DAL,1610612756,0,42100226,2022-05-12,L,20,5,1,3,1,5,0.2,1,3,0.333,2,2,1.0,1,2,0,0,0,1,-14,10.1,0.85,0.85,,88.4,126.8,-38.5,0.056,0.1,0.079,0.077,0.0,0.125,0.425,93.61,98.99,0.045,82.49,"MAY 12, 2022",240,31,78,0.397,6,18,0.333,18,21,0.857,13,32,45,18,3,2,22,27,86,89.35993349958437,16.0,4.0,39.0,0.4545454545454545,1610612742,89.35993349958437,96.24,94.04,91.84,0,0.16,0.17,0.18,10.0,9.0,10.71,4.58,3.67,4.35,,9.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1458,Cameron Johnson,1629661,PHX vs. DAL,1610612756,1,42100227,2022-05-15,L,20,12,2,5,3,6,0.5,2,4,0.5,4,4,1.0,2,3,0,0,0,3,-15,21.0,1.546,1.546,,102.6,145.9,-43.3,0.08,0.2,0.125,0.182,0.0,0.17,0.773,86.06,90.0,0.144,75.0,"MAY 15, 2022",240,33,87,0.379,12,34,0.353,12,18,0.667,15,24,39,22,8,4,12,18,90,97.911227154047,9.0,6.0,43.0,0.5679012345679012,1610612742,97.911227154047,91.92,91.59999999999998,91.28000000000002,0,0.17,0.16,0.18,10.33,9.6,10.57,4.73,3.91,4.28,12.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,Jaylen Nowell,1629669,MIN @ MEM,1610612750,0,42100152,2022-04-19,L,12,6,1,0,3,10,0.3,0,5,0.0,0,0,,0,0,1,0,0,1,7,10.5,0.6,0.6,,125.0,107.7,17.3,0.0,0.0,0.0,0.111,0.0,0.345,0.3,105.55,108.6,0.0,90.5,"APR 19, 2022",240,30,76,0.395,11,38,0.289,25,28,0.893,4,36,40,16,5,9,19,28,96,92.91521486643438,9.0,1.0,48.0,0.4782608695652174,1610612763,92.91521486643438,103.32,102.2,101.08,0,0.34,0.34,0.34,6.0,6.0,6.0,,,,,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
474,Jordan Nwora,1629670,MIL @ CHI,1610612749,0,42100123,2022-04-22,W,9,2,1,1,1,6,0.167,0,2,0.0,0,0,,0,1,0,0,0,0,-2,4.7,0.333,0.333,,80.0,90.0,-10.0,0.0,0.125,0.043,0.167,0.0,0.261,0.167,108.43,110.98,-0.031,92.49,"APR 22, 2022",240,43,91,0.473,15,41,0.366,10,14,0.714,9,46,55,27,8,6,9,15,111,114.24454508027996,5.0,2.0,43.0,0.3928571428571428,1610612741,114.24454508027996,97.16,96.78000000000002,96.40000000000002,0,0.26,0.26,0.26,2.0,2.0,2.0,,,,,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
643,Jordan Nwora,1629670,MIL @ CHI,1610612749,0,42100124,2022-04-24,W,2,0,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-1,1.5,0.0,0.0,,100.0,83.3,16.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,94.4,100.0,0.125,83.33,"APR 24, 2022",240,45,86,0.523,17,33,0.515,12,18,0.667,5,46,51,21,6,4,14,23,119,115.62378546443838,5.0,3.0,44.0,0.3888888888888889,1610612741,115.62378546443838,102.92,101.7,100.48,0,0.13,0.13,0.13,1.0,1.0,1.0,1.41,1.41,1.41,,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
784,Jordan Nwora,1629670,MIL vs. CHI,1610612749,1,42100125,2022-04-27,W,2,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-5,0.0,0.0,0.0,,0.0,125.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.07,115.2,0.0,96.0,"APR 27, 2022",240,43,87,0.494,14,36,0.389,16,20,0.8,7,44,51,23,10,2,16,13,116,110.68702290076337,12.0,3.0,37.0,0.4239130434782608,1610612741,110.68702290076337,104.8,105.82,106.84,0,0.09,0.09,0.09,0.67,0.67,0.67,1.15,1.15,1.15,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
913,Jordan Nwora,1629670,MIL @ BOS,1610612749,0,42100211,2022-05-01,W,1,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,0,0,1.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.0,0.0,0.0,80.0,100.0,-0.5,83.33,"MAY 01, 2022",240,37,90,0.411,12,34,0.353,15,21,0.714,10,44,54,22,11,5,13,21,101,98.78716744913928,8.0,7.0,48.0,0.3333333333333333,1610612738,98.78716744913928,102.24,101.52,100.8,0,0.0,0.07,0.07,0.0,0.5,0.5,0.0,1.0,1.0,,0.67,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,Jordan Nwora,1629670,MIL @ BOS,1610612749,0,42100212,2022-05-03,L,2,0,0,1,0,0,,0,0,,0,2,0.0,0,1,0,0,0,0,-2,1.2,0.0,0.0,,0.0,50.0,-50.0,0.0,0.5,0.167,0.0,0.0,0.2,0.0,99.77,115.71,0.5,96.43,"MAY 03, 2022",240,34,73,0.466,3,18,0.167,15,23,0.652,5,32,37,16,4,5,16,19,86,91.37271568210794,10.0,5.0,40.0,0.475,1610612738,91.37271568210794,94.12,92.36,90.59999999999998,0,0.07,0.09,0.09,0.0,0.4,0.4,0.0,0.89,0.89,,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,Jordan Nwora,1629670,MIL vs. BOS,1610612749,1,42100214,2022-05-09,L,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0.0,0.0,0.0,,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,66.67,0.0,55.56,"MAY 09, 2022",240,39,94,0.415,9,27,0.333,21,27,0.778,13,35,48,18,6,3,7,17,108,108.1297557068482,2.0,4.0,38.0,0.5,1610612738,108.1297557068482,99.88,99.84,99.8,0,0.07,0.04,0.08,0.0,0.0,0.33,0.0,0.0,0.82,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,Jordan Nwora,1629670,MIL vs. BOS,1610612749,1,42100216,2022-05-13,L,1,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0.0,0.0,0.0,,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,121.37,137.14,0.0,114.29,"MAY 13, 2022",240,36,88,0.409,7,29,0.241,16,18,0.889,7,42,49,15,5,3,10,25,95,96.03720177921554,5.0,7.0,42.0,0.4367816091954023,1610612738,96.03720177921554,98.92,98.02000000000002,97.12,0,0.15,0.09,0.1,0.0,0.0,0.29,0.0,0.0,0.76,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,Jordan Nwora,1629670,MIL @ BOS,1610612749,0,42100217,2022-05-15,L,2,2,0,0,1,2,0.5,0,1,0.0,0,0,,0,0,0,0,0,0,-4,2.0,1.0,1.0,,100.0,200.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.333,0.5,81.95,93.66,0.077,78.05,"MAY 15, 2022",240,33,90,0.367,4,33,0.121,11,16,0.688,11,45,56,20,5,5,13,18,81,81.78513731825524,5.0,7.0,48.0,0.4204545454545454,1610612738,81.78513731825524,99.04,99.48,99.92,0,0.19,0.16,0.11,0.67,0.4,0.29,1.15,0.89,0.76,,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Eric Paschall,1629672,UTA vs. DAL,1610612762,1,42100173,2022-04-21,L,10,6,0,1,2,3,0.667,1,2,0.5,1,1,1.0,0,1,0,0,0,2,9,7.2,1.744,1.744,,147.6,110.0,37.6,0.0,0.1,0.067,0.0,0.0,0.143,0.872,91.95,95.69,0.078,79.74,"APR 21, 2022",240,39,69,0.565,9,28,0.321,31,33,0.939,1,31,32,20,2,4,14,28,118,122.25445503522587,10.0,1.0,32.0,0.4939759036144578,1610612742,122.25445503522587,96.52,97.58,98.64,0,0.14,0.14,0.14,6.0,6.0,6.0,,,,6.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
539,Eric Paschall,1629672,UTA vs. DAL,1610612762,1,42100174,2022-04-23,W,2,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,0,-2,1.2,0.0,0.0,,125.0,140.0,-15.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,90.06,102.86,0.077,85.71,"APR 23, 2022",240,32,79,0.405,10,35,0.286,26,42,0.619,13,33,46,17,4,3,8,21,100,108.13148788927336,4.0,2.0,43.0,0.4285714285714285,1610612742,108.13148788927336,92.48,91.8,91.12,0,0.07,0.07,0.07,3.0,3.0,3.0,4.24,4.24,4.24,3.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
694,Eric Paschall,1629672,UTA @ DAL,1610612762,0,42100175,2022-04-25,L,8,0,0,2,0,2,0.0,0,0,,0,0,,0,2,0,0,0,1,1,2.4,0.0,0.0,,77.8,76.5,1.3,0.0,0.222,0.105,0.0,0.0,0.105,0.0,99.24,105.0,-0.05,87.5,"APR 25, 2022",240,29,77,0.377,3,30,0.1,16,21,0.762,7,33,40,12,8,2,13,24,77,83.47788378143973,6.0,1.0,49.0,0.4352941176470588,1610612742,83.47788378143973,92.24,92.74,93.24,0,0.08,0.08,0.08,2.0,2.0,2.0,3.46,3.46,3.46,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
860,Eric Paschall,1629672,UTA vs. DAL,1610612762,1,42100176,2022-04-28,L,4,2,0,1,1,1,1.0,0,0,,0,0,,1,0,1,0,0,0,1,6.2,2.0,2.0,,75.0,71.4,3.6,0.143,0.0,0.091,0.0,0.0,0.1,1.0,90.83,92.31,0.583,76.92,"APR 28, 2022",240,36,84,0.429,9,35,0.257,15,20,0.75,11,37,48,20,5,4,11,15,96,103.44827586206895,6.0,4.0,37.0,0.45,1610612742,103.44827586206895,92.8,91.82,90.84,0,0.07,0.09,0.09,0.67,2.0,2.0,1.15,2.83,2.83,2.67,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,Jordan Poole,1629673,GSW vs. DEN,1610612744,1,42100161,2022-04-16,W,30,30,3,1,9,13,0.692,5,7,0.714,7,8,0.875,0,1,0,0,3,3,7,32.7,1.816,1.816,G,138.6,124.1,14.5,0.0,0.036,0.019,0.167,1.0,0.269,0.908,97.37,91.69,0.163,76.41,"APR 16, 2022",240,43,82,0.524,16,35,0.457,21,29,0.724,10,31,41,33,5,8,12,22,123,127.1186440677966,8.0,3.0,35.0,0.4623655913978494,1610612743,127.1186440677966,96.76,98.24,99.71999999999998,1,0.27,0.27,0.27,30.0,30.0,30.0,,,,30.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220,Jordan Poole,1629673,GSW vs. DEN,1610612744,1,42100162,2022-04-18,W,34,29,8,5,10,16,0.625,5,10,0.5,4,4,1.0,0,5,2,1,2,2,7,54.0,1.633,1.633,G,119.1,110.4,8.7,0.0,0.135,0.07,0.381,4.0,0.247,0.816,95.53,96.19,0.268,80.16,"APR 18, 2022",240,46,84,0.548,17,40,0.425,17,24,0.708,6,29,35,27,10,8,9,20,126,129.15129151291512,4.0,4.0,47.0,0.425287356321839,1610612743,129.15129151291512,97.56,96.40000000000002,95.24,1,0.26,0.26,0.26,29.5,29.5,29.5,0.71,0.71,0.71,29.5,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
362,Jordan Poole,1629673,GSW @ DEN,1610612744,0,42100163,2022-04-21,W,34,27,3,3,9,13,0.692,3,5,0.6,6,9,0.667,0,3,1,1,3,3,3,38.1,1.592,1.592,G,113.3,115.5,-2.2,0.0,0.103,0.053,0.143,1.0,0.247,0.796,101.63,103.79,0.146,86.49,"APR 21, 2022",240,41,74,0.554,18,40,0.45,18,28,0.643,4,26,30,29,7,6,16,25,118,120.01627339300244,9.0,3.0,44.0,0.5,1610612743,120.01627339300244,98.32,98.09999999999998,97.88,1,0.25,0.25,0.25,28.67,28.67,28.67,1.53,1.53,1.53,,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
641,Jordan Poole,1629673,GSW @ DEN,1610612744,0,42100164,2022-04-24,L,39,11,9,2,3,10,0.3,1,5,0.2,4,4,1.0,2,0,3,0,3,2,-6,32.9,0.935,0.935,G,115.7,124.4,-8.7,0.054,0.0,0.029,0.281,3.0,0.156,0.468,105.7,102.64,0.071,85.54,"APR 24, 2022",240,43,86,0.5,12,34,0.353,23,32,0.719,9,27,36,26,15,3,15,27,121,114.06485671191552,9.0,2.0,33.0,0.5616438356164384,1610612743,114.06485671191552,106.08,104.96,103.84,1,0.22,0.23,0.23,22.33,24.25,24.25,9.87,8.92,8.92,,19.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
809,Jordan Poole,1629673,GSW vs. DEN,1610612744,1,42100165,2022-04-27,W,26,8,4,1,3,10,0.3,1,4,0.25,1,1,1.0,0,1,1,0,1,5,-6,17.2,0.766,0.766,G,102.0,116.0,-14.0,0.0,0.037,0.019,0.25,4.0,0.196,0.383,94.34,94.45,0.011,78.71,"APR 27, 2022",240,37,82,0.451,13,31,0.419,15,21,0.714,6,31,37,28,10,6,9,22,102,108.23429541595924,5.0,5.0,50.0,0.4444444444444444,1610612743,108.23429541595924,94.24,94.0,93.76,1,0.2,0.22,0.22,15.33,21.0,21.0,10.21,10.61,10.61,22.33,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
944,Jordan Poole,1629673,GSW @ MEM,1610612744,0,42100231,2022-05-01,W,37,31,9,8,12,20,0.6,5,10,0.5,2,2,1.0,3,5,0,2,4,3,10,56.1,1.485,1.485,,124.1,110.0,14.1,0.075,0.111,0.094,0.36,2.25,0.266,0.742,102.56,101.79,0.192,84.82,"MAY 01, 2022",240,45,93,0.484,14,38,0.368,13,20,0.65,16,36,52,31,10,6,18,25,117,112.71676300578036,11.0,6.0,46.0,0.431578947368421,1610612763,112.71676300578036,103.8,103.68,103.56,0,0.21,0.22,0.23,16.67,21.2,22.67,12.5,10.83,10.33,,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1022,Jordan Poole,1629673,GSW @ MEM,1610612744,0,42100232,2022-05-03,L,34,20,5,3,8,16,0.5,1,6,0.167,3,3,1.0,1,2,0,0,3,5,2,28.1,1.155,1.155,,100.0,100.0,0.0,0.022,0.053,0.036,0.227,1.67,0.227,0.577,105.02,102.41,0.1,85.34,"MAY 03, 2022",240,40,95,0.421,7,38,0.184,14,18,0.778,14,38,52,27,6,2,18,20,101,94.46315001870558,13.0,6.0,49.0,0.3956043956043956,1610612763,94.46315001870558,106.92,104.08,101.24,0,0.23,0.22,0.23,19.67,19.4,22.29,11.5,9.91,9.48,,22.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1147,Jordan Poole,1629673,GSW vs. MEM,1610612744,1,42100233,2022-05-07,W,31,27,2,4,11,17,0.647,3,5,0.6,2,2,1.0,0,4,0,0,2,1,33,32.8,1.51,1.51,,146.2,96.9,49.3,0.0,0.1,0.068,0.083,1.0,0.29,0.755,103.4,99.39,0.183,82.83,"MAY 07, 2022",240,53,85,0.624,17,32,0.531,19,21,0.905,4,34,38,34,5,4,16,24,142,133.65963855421688,7.0,4.0,30.0,0.4347826086956521,1610612763,133.65963855421688,106.24,105.24,104.24,0,0.26,0.23,0.23,26.0,19.4,21.86,5.57,9.91,9.14,23.5,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1239,Jordan Poole,1629673,GSW vs. MEM,1610612744,1,42100234,2022-05-09,W,32,14,5,6,4,12,0.333,0,3,0.0,6,6,1.0,1,5,0,0,4,3,5,24.7,0.956,0.956,,84.3,77.1,7.1,0.024,0.128,0.075,0.294,1.25,0.238,0.478,103.95,104.28,0.099,86.9,"MAY 09, 2022",240,36,90,0.4,9,37,0.243,20,22,0.909,10,44,54,25,6,7,16,15,101,95.57153671461012,10.0,10.0,48.0,0.4166666666666667,1610612763,95.57153671461012,105.68,105.14,104.59999999999998,0,0.25,0.24,0.23,20.33,20.0,19.71,6.51,9.35,8.94,21.6,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1347,Jordan Poole,1629673,GSW @ MEM,1610612744,0,42100235,2022-05-11,L,20,3,3,1,1,6,0.167,1,3,0.333,0,0,,0,1,1,1,4,3,-34,10.7,0.5,0.5,,81.0,154.5,-73.6,0.0,0.034,0.023,0.273,0.75,0.227,0.25,104.28,103.46,-0.039,86.22,"MAY 11, 2022",240,36,80,0.45,14,39,0.359,9,13,0.692,4,33,37,22,3,5,22,23,95,91.59274971075972,12.0,4.0,55.0,0.4747474747474747,1610612763,91.59274971075972,103.71999999999998,103.46,103.2,0,0.25,0.25,0.23,14.67,19.0,16.29,12.01,11.07,10.19,,18.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1408,Jordan Poole,1629673,GSW vs. MEM,1610612744,1,42100236,2022-05-13,W,24,12,2,3,4,15,0.267,2,11,0.182,2,3,0.667,0,3,0,1,2,0,-3,19.6,0.735,0.735,,96.3,103.8,-7.5,0.0,0.094,0.045,0.143,1.0,0.261,0.368,104.85,105.68,0.036,88.07,"MAY 13, 2022",240,41,104,0.394,20,53,0.377,8,11,0.727,25,45,70,24,3,10,17,17,110,109.08369694565648,8.0,6.0,44.0,0.3541666666666667,1610612763,109.08369694565648,100.84,100.82,100.8,0,0.24,0.25,0.24,9.67,15.2,16.43,5.86,8.98,10.11,20.0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1512,Jordan Poole,1629673,GSW vs. DAL,1610612744,1,42100311,2022-05-18,W,26,19,3,2,8,12,0.667,1,4,0.25,2,2,1.0,1,1,1,0,1,5,15,27.9,1.475,1.475,,113.2,86.5,26.7,0.043,0.033,0.038,0.176,3.0,0.246,0.738,93.24,95.76,0.187,79.8,"MAY 18, 2022",240,46,82,0.561,10,29,0.345,10,16,0.625,7,44,51,24,8,7,15,22,112,115.41632316570484,7.0,1.0,35.0,0.3604651162790697,1610612742,115.41632316570484,97.04,98.14,99.24,0,0.24,0.25,0.25,11.33,15.0,18.0,8.02,8.86,9.42,19.86,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1573,Jordan Poole,1629673,GSW vs. DAL,1610612744,1,42100312,2022-05-20,W,29,23,5,1,7,10,0.7,2,4,0.5,7,7,1.0,0,1,2,0,3,2,26,34.7,1.758,1.758,,138.7,98.4,40.3,0.0,0.034,0.021,0.217,1.67,0.235,0.879,101.69,102.55,0.176,85.46,"MAY 20, 2022",240,46,82,0.561,14,28,0.5,20,25,0.8,8,35,43,33,4,2,13,26,126,128.57142857142858,7.0,5.0,30.0,0.4743589743589743,1610612742,128.57142857142858,98.0,98.38,98.76,0,0.25,0.24,0.25,18.0,14.2,16.86,5.57,7.6,7.95,20.25,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1607,Jordan Poole,1629673,GSW @ DAL,1610612744,0,42100313,2022-05-22,W,28,10,1,5,2,4,0.5,2,4,0.5,4,4,1.0,1,4,2,0,2,4,-6,21.5,1.736,1.736,,109.4,125.5,-16.1,0.034,0.167,0.094,0.056,0.5,0.125,0.868,88.08,89.36,0.095,74.46,"MAY 22, 2022",240,38,81,0.469,11,32,0.344,22,25,0.88,14,33,47,28,5,1,10,23,109,123.86363636363636,4.0,2.0,33.0,0.4,1610612742,123.86363636363636,88.0,88.98,89.96,0,0.2,0.22,0.23,17.33,13.4,15.43,6.66,7.83,8.18,,17.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1660,Jordan Poole,1629673,GSW @ DAL,1610612744,0,42100314,2022-05-24,L,29,14,4,0,5,10,0.5,2,5,0.4,2,2,1.0,0,0,0,1,1,6,7,22.0,1.287,1.287,,121.3,108.1,13.2,0.0,0.0,0.0,0.182,4.0,0.19,0.643,100.3,103.22,0.046,86.01,"MAY 24, 2022",240,41,84,0.488,10,28,0.357,17,26,0.654,6,36,42,26,5,4,8,18,109,111.86371100164205,4.0,6.0,45.0,0.5,1610612742,111.86371100164205,97.44,96.56,95.68,0,0.18,0.21,0.22,15.67,15.6,13.57,6.66,5.32,6.4,,16.57,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1692,Jordan Poole,1629673,GSW vs. DAL,1610612744,1,42100315,2022-05-26,W,28,16,6,6,6,8,0.75,1,3,0.333,3,3,1.0,0,6,1,0,3,3,-6,32.2,1.717,1.717,,126.8,137.5,-10.7,0.0,0.214,0.125,0.3,2.0,0.2,0.858,95.23,94.59,0.146,78.82,"MAY 26, 2022",240,45,88,0.511,14,36,0.389,16,16,1.0,14,37,51,36,6,3,10,20,120,131.81019332161685,6.0,4.0,34.0,0.4512195121951219,1610612742,131.81019332161685,91.04,92.52000000000002,94.0,0,0.17,0.2,0.21,13.33,16.4,13.86,3.06,4.93,6.47,19.78,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1762,Jordan Poole,1629673,GSW vs. BOS,1610612744,1,42100401,2022-06-02,L,25,9,2,2,2,7,0.286,1,5,0.2,4,4,1.0,0,2,0,0,4,1,-19,10.4,1.027,1.027,,92.3,131.4,-39.1,0.0,0.083,0.037,0.154,0.5,0.213,0.514,102.0,98.78,0.028,82.32,"JUN 02, 2022",240,39,88,0.443,19,45,0.422,11,15,0.733,12,27,39,24,8,6,14,16,108,111.80124223602486,7.0,6.0,39.0,0.5058823529411764,1610612738,111.80124223602486,96.59999999999998,96.82,97.04,0,0.2,0.19,0.21,13.0,14.4,14.71,3.61,5.59,5.02,18.7,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
