player1,player2,line1,line2,pred1,pred2,model_side1,model_side2,prob1,prob2,prob_both,edge1,edge2,combined_edge,ev_percent,kelly_full,recommendation,simulation_method
Tre Johnson,Dru Smith,13.5,5.5,12.94,7.0,under,over,0.601,0.587,0.3175,0.023,0.009,0.016,-0.05,0.0,0,Monte Carlo
Kyle Kuzma,Chris Paul,8.5,4.5,9.15,5.04,over,over,0.616,0.568,0.315,0.038,-0.01,0.014,-0.05,0.0,0,Monte Carlo
Myles Turner,Kris Dunn,13.5,6.5,11.52,7.18,under,over,0.65,0.543,0.3175,0.072,-0.035,0.018,-0.05,0.0,0,Monte Carlo
Chet Holmgren,Brook Lopez,18.5,6.5,18.85,9.53,over,over,0.516,0.681,0.3164,-0.062,0.103,0.021,-0.05,0.0,0,Monte Carlo
Cam Whitmore,Kyle Kuzma,10.5,8.5,11.28,9.15,over,over,0.566,0.621,0.3161,-0.012,0.043,0.015,-0.05,0.0,0,Monte Carlo
Kel'el Ware,James Harden,10.5,20.5,13.42,19.4,over,under,0.627,0.559,0.3153,0.049,-0.019,0.015,-0.05,0.0,0,Monte Carlo
Davion Mitchell,Aaron Wiggins,10.5,12.5,6.7,13.02,under,over,0.665,0.53,0.3169,0.087,-0.049,0.019,-0.05,0.0,0,Monte Carlo
Andrew Wiggins,Kyle Kuzma,16.5,8.5,15.22,9.15,under,over,0.567,0.621,0.3169,-0.011,0.043,0.016,-0.05,0.0,0,Monte Carlo
LaMelo Ball,OG Anunoby,25.5,15.5,22.82,15.0,under,under,0.672,0.521,0.3151,0.094,-0.057,0.018,-0.05,0.0,0,Monte Carlo
Kel'el Ware,Cason Wallace,10.5,9.5,13.42,8.11,over,under,0.627,0.563,0.3179,0.049,-0.015,0.017,-0.05,0.0,0,Monte Carlo
Davion Mitchell,Russell Westbrook,10.5,7.5,6.7,7.34,under,under,0.665,0.528,0.3158,0.087,-0.05,0.018,-0.05,0.0,0,Monte Carlo
Tyrese Maxey,Kris Dunn,28.5,6.5,25.84,7.18,under,over,0.645,0.543,0.315,0.067,-0.035,0.016,-0.05,0.0,0,Monte Carlo
Tre Mann,Draymond Green,8.5,8.5,8.79,9.95,over,over,0.517,0.677,0.3152,-0.061,0.099,0.019,-0.05,0.0,0,Monte Carlo
LaMelo Ball,Chet Holmgren,25.5,18.5,22.82,18.85,under,over,0.672,0.522,0.3158,0.094,-0.056,0.019,-0.05,0.0,0,Monte Carlo
Corey Kispert,Russell Westbrook,8.0,7.5,6.69,7.34,under,under,0.67,0.528,0.318,0.091,-0.05,0.021,-0.05,0.0,0,Monte Carlo
Isaiah Hartenstein,Russell Westbrook,10.5,7.5,8.01,7.34,under,under,0.665,0.528,0.3157,0.087,-0.05,0.018,-0.05,0.0,0,Monte Carlo
Bam Adebayo,Zach LaVine,21.5,21.5,22.79,22.18,over,over,0.561,0.628,0.3171,-0.017,0.05,0.016,-0.05,0.0,0,Monte Carlo
Tre Mann,Brook Lopez,8.5,6.5,8.79,9.53,over,over,0.517,0.681,0.3169,-0.061,0.103,0.021,-0.05,0.0,0,Monte Carlo
Kel'el Ware,Keon Ellis,10.5,6.5,13.42,5.92,over,under,0.627,0.561,0.3168,0.049,-0.017,0.016,-0.05,0.0,0,Monte Carlo
Bobby Portis,Chris Paul,9.5,4.5,7.54,5.04,under,over,0.618,0.568,0.316,0.04,-0.01,0.015,-0.05,0.0,0,Monte Carlo
Kyshawn George,Al Horford,14.5,7.5,17.68,7.65,over,over,0.662,0.532,0.317,0.084,-0.046,0.019,-0.05,0.0,0,Monte Carlo
Norman Powell,Luguentz Dort,22.5,9.5,21.41,8.56,under,under,0.548,0.644,0.3179,-0.03,0.066,0.018,-0.05,0.0,0,Monte Carlo
Luguentz Dort,Kris Dunn,9.5,6.5,8.56,7.18,under,over,0.647,0.543,0.3159,0.069,-0.035,0.017,-0.05,0.0,0,Monte Carlo
Miles Bridges,DeMar DeRozan,19.5,19.5,19.46,15.71,under,under,0.506,0.698,0.3181,-0.072,0.12,0.024,-0.05,0.0,0,Monte Carlo
Tre Johnson,Collin Sexton,13.5,18.5,12.94,17.15,under,under,0.601,0.587,0.3174,0.023,0.009,0.016,-0.05,0.0,0,Monte Carlo
Tyrese Maxey,Norman Powell,28.5,22.5,25.84,21.41,under,under,0.645,0.545,0.3163,0.067,-0.033,0.017,-0.05,0.0,0,Monte Carlo
Collin Sexton,Buddy Hield,18.5,7.5,17.15,9.45,under,over,0.59,0.596,0.3167,0.012,0.018,0.015,-0.05,0.0,0,Monte Carlo
Kyshawn George,Stephen Curry,14.5,24.5,17.68,23.75,over,under,0.662,0.532,0.3172,0.084,-0.046,0.019,-0.05,0.0,0,Monte Carlo
Khris Middleton,Kel'el Ware,13.5,10.5,14.53,13.42,over,over,0.553,0.631,0.3143,-0.025,0.053,0.014,-0.06,0.0,0,Monte Carlo
Quentin Grimes,Tre Johnson,14.5,13.5,16.06,12.94,over,under,0.584,0.598,0.3143,0.006,0.02,0.013,-0.06,0.0,0,Monte Carlo
Cam Whitmore,Ivica Zubac,10.5,15.5,11.28,13.35,over,under,0.566,0.617,0.3141,-0.012,0.039,0.013,-0.06,0.0,0,Monte Carlo
Cam Whitmore,Bobby Portis,10.5,9.5,11.28,7.54,over,under,0.566,0.617,0.3141,-0.012,0.039,0.013,-0.06,0.0,0,Monte Carlo
Corey Kispert,OG Anunoby,8.0,15.5,6.69,15.0,under,under,0.67,0.521,0.3137,0.091,-0.057,0.017,-0.06,0.0,0,Monte Carlo
Corey Kispert,Tre Mann,8.0,8.5,6.69,8.79,under,over,0.67,0.522,0.3148,0.091,-0.056,0.018,-0.06,0.0,0,Monte Carlo
Ajay Mitchell,Brook Lopez,14.5,6.5,14.74,9.53,over,over,0.511,0.681,0.3131,-0.067,0.103,0.018,-0.06,0.0,0,Monte Carlo
LaMelo Ball,Ajay Mitchell,25.5,14.5,22.82,14.74,under,over,0.672,0.518,0.3133,0.094,-0.06,0.017,-0.06,0.0,0,Monte Carlo
Kyle Kuzma,Cason Wallace,8.5,9.5,9.15,8.11,over,under,0.616,0.563,0.3125,0.038,-0.015,0.012,-0.06,0.0,0,Monte Carlo
Zach LaVine,James Harden,21.5,20.5,22.18,19.4,over,under,0.624,0.559,0.3136,0.046,-0.019,0.013,-0.06,0.0,0,Monte Carlo
Corey Kispert,Chet Holmgren,8.0,18.5,6.69,18.85,under,over,0.67,0.522,0.3145,0.091,-0.056,0.018,-0.06,0.0,0,Monte Carlo
Bam Adebayo,Kyle Kuzma,21.5,8.5,22.79,9.15,over,over,0.561,0.621,0.3136,-0.017,0.043,0.013,-0.06,0.0,0,Monte Carlo
Chet Holmgren,Draymond Green,18.5,8.5,18.85,9.95,over,over,0.516,0.677,0.3148,-0.062,0.099,0.019,-0.06,0.0,0,Monte Carlo
Keon Ellis,Ivica Zubac,6.5,15.5,5.92,13.35,under,under,0.563,0.617,0.3126,-0.015,0.039,0.012,-0.06,0.0,0,Monte Carlo
Corey Kispert,Ajay Mitchell,8.0,14.5,6.69,14.74,under,over,0.67,0.518,0.312,0.091,-0.06,0.016,-0.06,0.0,0,Monte Carlo
Andrew Wiggins,Bobby Portis,16.5,9.5,15.22,7.54,under,under,0.567,0.617,0.3149,-0.011,0.039,0.014,-0.06,0.0,0,Monte Carlo
Khris Middleton,Zach LaVine,13.5,21.5,14.53,22.18,over,over,0.553,0.628,0.3125,-0.025,0.05,0.012,-0.06,0.0,0,Monte Carlo
Andrew Wiggins,Ivica Zubac,16.5,15.5,15.22,13.35,under,under,0.567,0.617,0.3149,-0.011,0.039,0.014,-0.06,0.0,0,Monte Carlo
Cason Wallace,Ivica Zubac,9.5,15.5,8.11,13.35,under,under,0.564,0.617,0.3133,-0.014,0.039,0.013,-0.06,0.0,0,Monte Carlo
Kyshawn George,Russell Westbrook,14.5,7.5,17.68,7.34,over,under,0.662,0.528,0.3143,0.084,-0.05,0.017,-0.06,0.0,0,Monte Carlo
Bobby Portis,Keon Ellis,9.5,6.5,7.54,5.92,under,under,0.618,0.561,0.3124,0.04,-0.017,0.012,-0.06,0.0,0,Monte Carlo
Quentin Grimes,Buddy Hield,14.5,7.5,16.06,9.45,over,over,0.584,0.596,0.3132,0.006,0.018,0.012,-0.06,0.0,0,Monte Carlo
Davion Mitchell,Chet Holmgren,10.5,18.5,6.7,18.85,under,over,0.665,0.522,0.3124,0.087,-0.056,0.015,-0.06,0.0,0,Monte Carlo
Bobby Portis,Cason Wallace,9.5,9.5,7.54,8.11,under,under,0.618,0.563,0.3134,0.04,-0.015,0.013,-0.06,0.0,0,Monte Carlo
Kyshawn George,Tre Mann,14.5,8.5,17.68,8.79,over,over,0.662,0.522,0.3112,0.084,-0.056,0.014,-0.07,0.0,0,Monte Carlo
Myles Turner,Aaron Wiggins,13.5,12.5,11.52,13.02,under,over,0.65,0.53,0.3098,0.072,-0.049,0.012,-0.07,0.0,0,Monte Carlo
Quentin Grimes,Collin Sexton,14.5,18.5,16.06,17.15,over,under,0.584,0.587,0.3085,0.006,0.009,0.007,-0.07,0.0,0,Monte Carlo
Myles Turner,Russell Westbrook,13.5,7.5,11.52,7.34,under,under,0.65,0.528,0.3088,0.072,-0.05,0.011,-0.07,0.0,0,Monte Carlo
Quentin Grimes,Dru Smith,14.5,5.5,16.06,7.0,over,over,0.584,0.587,0.3086,0.006,0.009,0.007,-0.07,0.0,0,Monte Carlo
Myles Turner,Stephen Curry,13.5,24.5,11.52,23.75,under,under,0.65,0.532,0.3116,0.072,-0.046,0.013,-0.07,0.0,0,Monte Carlo
Myles Turner,Al Horford,13.5,7.5,11.52,7.65,under,over,0.65,0.532,0.3114,0.072,-0.046,0.013,-0.07,0.0,0,Monte Carlo
Kyshawn George,OG Anunoby,14.5,15.5,17.68,15.0,over,under,0.662,0.521,0.3101,0.084,-0.057,0.013,-0.07,0.0,0,Monte Carlo
OG Anunoby,Isaiah Hartenstein,15.5,10.5,15.0,8.01,under,under,0.524,0.659,0.3109,-0.054,0.081,0.013,-0.07,0.0,0,Monte Carlo
Bobby Portis,James Harden,9.5,20.5,7.54,19.4,under,under,0.618,0.559,0.3109,0.04,-0.019,0.01,-0.07,0.0,0,Monte Carlo
Kyle Kuzma,James Harden,8.5,20.5,9.15,19.4,over,under,0.616,0.559,0.31,0.038,-0.019,0.01,-0.07,0.0,0,Monte Carlo
Luguentz Dort,Stephen Curry,9.5,24.5,8.56,23.75,under,under,0.647,0.532,0.31,0.069,-0.046,0.012,-0.07,0.0,0,Monte Carlo
Luguentz Dort,Al Horford,9.5,7.5,8.56,7.65,under,over,0.647,0.532,0.3098,0.069,-0.046,0.011,-0.07,0.0,0,Monte Carlo
Norman Powell,Zach LaVine,22.5,21.5,21.41,22.18,under,over,0.548,0.628,0.3097,-0.03,0.05,0.01,-0.07,0.0,0,Monte Carlo
Miles Bridges,Draymond Green,19.5,8.5,19.46,9.95,under,over,0.506,0.677,0.3085,-0.072,0.099,0.014,-0.07,0.0,0,Monte Carlo
Kyle Kuzma,Keon Ellis,8.5,6.5,9.15,5.92,over,under,0.616,0.561,0.3114,0.038,-0.017,0.011,-0.07,0.0,0,Monte Carlo
Ajay Mitchell,Draymond Green,14.5,8.5,14.74,9.95,over,over,0.511,0.677,0.3115,-0.067,0.099,0.016,-0.07,0.0,0,Monte Carlo
Dru Smith,Buddy Hield,5.5,7.5,7.0,9.45,over,over,0.58,0.596,0.3114,0.002,0.018,0.01,-0.07,0.0,0,Monte Carlo
Bam Adebayo,Bobby Portis,21.5,9.5,22.79,7.54,over,under,0.561,0.617,0.3116,-0.017,0.039,0.011,-0.07,0.0,0,Monte Carlo
Davion Mitchell,Ajay Mitchell,10.5,14.5,6.7,14.74,under,over,0.665,0.518,0.3099,0.087,-0.06,0.013,-0.07,0.0,0,Monte Carlo
Bam Adebayo,Ivica Zubac,21.5,15.5,22.79,13.35,over,under,0.561,0.617,0.3116,-0.017,0.039,0.011,-0.07,0.0,0,Monte Carlo
Tyrese Maxey,Stephen Curry,28.5,24.5,25.84,23.75,under,under,0.645,0.532,0.3092,0.067,-0.046,0.011,-0.07,0.0,0,Monte Carlo
Davion Mitchell,OG Anunoby,10.5,15.5,6.7,15.0,under,under,0.665,0.521,0.3116,0.087,-0.057,0.015,-0.07,0.0,0,Monte Carlo
Tyrese Maxey,Al Horford,28.5,7.5,25.84,7.65,under,over,0.645,0.532,0.309,0.067,-0.046,0.011,-0.07,0.0,0,Monte Carlo
Miles Bridges,Brook Lopez,19.5,6.5,19.46,9.53,under,over,0.506,0.681,0.3101,-0.072,0.103,0.015,-0.07,0.0,0,Monte Carlo
Kyshawn George,Chet Holmgren,14.5,18.5,17.68,18.85,over,over,0.662,0.522,0.3109,0.084,-0.056,0.014,-0.07,0.0,0,Monte Carlo
Kyshawn George,Ajay Mitchell,14.5,14.5,17.68,14.74,over,over,0.662,0.518,0.3084,0.084,-0.06,0.012,-0.07,0.0,0,Monte Carlo
Khris Middleton,Kyle Kuzma,13.5,8.5,14.53,9.15,over,over,0.553,0.621,0.309,-0.025,0.043,0.009,-0.07,0.0,0,Monte Carlo
Myles Turner,Chet Holmgren,13.5,18.5,11.52,18.85,under,over,0.65,0.522,0.3054,0.072,-0.056,0.008,-0.08,0.0,0,Monte Carlo
Tre Johnson,Bam Adebayo,13.5,21.5,12.94,22.79,under,over,0.601,0.568,0.3069,0.023,-0.01,0.006,-0.08,0.0,0,Monte Carlo
Alex Sarr,Chris Paul,13.5,4.5,12.72,5.04,under,over,0.603,0.568,0.3081,0.025,-0.01,0.007,-0.08,0.0,0,Monte Carlo
Tre Johnson,Andrew Wiggins,13.5,16.5,12.94,15.22,under,under,0.601,0.568,0.3071,0.023,-0.01,0.006,-0.08,0.0,0,Monte Carlo
Khris Middleton,Bobby Portis,13.5,9.5,14.53,7.54,over,under,0.553,0.617,0.307,-0.025,0.039,0.007,-0.08,0.0,0,Monte Carlo
Tyrese Maxey,Aaron Wiggins,28.5,12.5,25.84,13.02,under,over,0.645,0.53,0.3074,0.067,-0.049,0.009,-0.08,0.0,0,Monte Carlo
Luguentz Dort,Russell Westbrook,9.5,7.5,8.56,7.34,under,under,0.647,0.528,0.3072,0.069,-0.05,0.009,-0.08,0.0,0,Monte Carlo
Alex Sarr,Cason Wallace,13.5,9.5,12.72,8.11,under,under,0.603,0.563,0.3057,0.025,-0.015,0.005,-0.08,0.0,0,Monte Carlo
Tre Johnson,Chris Paul,13.5,4.5,12.94,5.04,under,over,0.601,0.568,0.307,0.023,-0.01,0.006,-0.08,0.0,0,Monte Carlo
OG Anunoby,Myles Turner,15.5,13.5,15.0,11.52,under,under,0.524,0.647,0.3053,-0.054,0.069,0.008,-0.08,0.0,0,Monte Carlo
Alex Sarr,Bam Adebayo,13.5,21.5,12.72,22.79,under,over,0.603,0.568,0.308,0.025,-0.01,0.007,-0.08,0.0,0,Monte Carlo
Kel'el Ware,Kris Dunn,10.5,6.5,13.42,7.18,over,over,0.627,0.543,0.3062,0.049,-0.035,0.007,-0.08,0.0,0,Monte Carlo
Norman Powell,Kyle Kuzma,22.5,8.5,21.41,9.15,under,over,0.548,0.621,0.3062,-0.03,0.043,0.006,-0.08,0.0,0,Monte Carlo
Alex Sarr,Andrew Wiggins,13.5,16.5,12.72,15.22,under,under,0.603,0.568,0.3083,0.025,-0.01,0.007,-0.08,0.0,0,Monte Carlo
Tre Mann,Isaiah Hartenstein,8.5,10.5,8.79,8.01,over,under,0.517,0.659,0.3064,-0.061,0.081,0.01,-0.08,0.0,0,Monte Carlo
Tyrese Maxey,Russell Westbrook,28.5,7.5,25.84,7.34,under,under,0.645,0.528,0.3064,0.067,-0.05,0.008,-0.08,0.0,0,Monte Carlo
Khris Middleton,Ivica Zubac,13.5,15.5,14.53,13.35,over,under,0.553,0.617,0.307,-0.025,0.039,0.007,-0.08,0.0,0,Monte Carlo
Tre Mann,Davion Mitchell,8.5,10.5,8.79,6.7,over,under,0.517,0.659,0.3065,-0.061,0.081,0.01,-0.08,0.0,0,Monte Carlo
Dru Smith,Collin Sexton,5.5,18.5,7.0,17.15,over,under,0.58,0.587,0.3067,0.002,0.009,0.006,-0.08,0.0,0,Monte Carlo
Buddy Hield,Chris Paul,7.5,4.5,9.45,5.04,over,over,0.59,0.568,0.3018,0.012,-0.01,0.001,-0.09,0.0,0,Monte Carlo
Myles Turner,Ajay Mitchell,13.5,14.5,11.52,14.74,under,over,0.65,0.518,0.303,0.072,-0.06,0.006,-0.09,0.0,0,Monte Carlo
Zach LaVine,Kris Dunn,21.5,6.5,22.18,7.18,over,over,0.624,0.543,0.3045,0.046,-0.035,0.005,-0.09,0.0,0,Monte Carlo
Alex Sarr,James Harden,13.5,20.5,12.72,19.4,under,under,0.603,0.559,0.3032,0.025,-0.019,0.003,-0.09,0.0,0,Monte Carlo
Tre Johnson,Cason Wallace,13.5,9.5,12.94,8.11,under,under,0.601,0.563,0.3045,0.023,-0.015,0.004,-0.09,0.0,0,Monte Carlo
Tre Johnson,Keon Ellis,13.5,6.5,12.94,5.92,under,under,0.601,0.561,0.3035,0.023,-0.017,0.003,-0.09,0.0,0,Monte Carlo
OG Anunoby,Luguentz Dort,15.5,9.5,15.0,8.56,under,under,0.524,0.644,0.3042,-0.054,0.066,0.006,-0.09,0.0,0,Monte Carlo
Tyrese Maxey,OG Anunoby,28.5,15.5,25.84,15.0,under,under,0.645,0.521,0.3023,0.067,-0.057,0.005,-0.09,0.0,0,Monte Carlo
Alex Sarr,Keon Ellis,13.5,6.5,12.72,5.92,under,under,0.603,0.561,0.3046,0.025,-0.017,0.004,-0.09,0.0,0,Monte Carlo
Cason Wallace,Buddy Hield,9.5,7.5,8.11,9.45,under,over,0.564,0.596,0.3028,-0.014,0.018,0.002,-0.09,0.0,0,Monte Carlo
Tre Johnson,James Harden,13.5,20.5,12.94,19.4,under,under,0.601,0.559,0.3021,0.023,-0.019,0.002,-0.09,0.0,0,Monte Carlo
Collin Sexton,Chris Paul,18.5,4.5,17.15,5.04,under,over,0.59,0.568,0.3018,0.012,-0.01,0.001,-0.09,0.0,0,Monte Carlo
Keon Ellis,Buddy Hield,6.5,7.5,5.92,9.45,under,over,0.563,0.596,0.3021,-0.015,0.018,0.002,-0.09,0.0,0,Monte Carlo
Bobby Portis,Kris Dunn,9.5,6.5,7.54,7.18,under,over,0.618,0.543,0.3019,0.04,-0.035,0.002,-0.09,0.0,0,Monte Carlo
Andrew Wiggins,Buddy Hield,16.5,7.5,15.22,9.45,under,over,0.567,0.596,0.3044,-0.011,0.018,0.004,-0.09,0.0,0,Monte Carlo
Norman Powell,Bobby Portis,22.5,9.5,21.41,7.54,under,under,0.548,0.617,0.3043,-0.03,0.039,0.004,-0.09,0.0,0,Monte Carlo
Tyrese Maxey,Tre Mann,28.5,8.5,25.84,8.79,under,over,0.645,0.522,0.3033,0.067,-0.056,0.006,-0.09,0.0,0,Monte Carlo
Tyrese Maxey,Chet Holmgren,28.5,18.5,25.84,18.85,under,over,0.645,0.522,0.303,0.067,-0.056,0.005,-0.09,0.0,0,Monte Carlo
Cam Whitmore,Buddy Hield,10.5,7.5,11.28,9.45,over,over,0.566,0.596,0.3035,-0.012,0.018,0.003,-0.09,0.0,0,Monte Carlo
Norman Powell,Ivica Zubac,22.5,15.5,21.41,13.35,under,under,0.548,0.617,0.3043,-0.03,0.039,0.004,-0.09,0.0,0,Monte Carlo
Cam Whitmore,Dru Smith,10.5,5.5,11.28,7.0,over,over,0.566,0.587,0.2991,-0.012,0.009,-0.002,-0.1,0.0,0,Monte Carlo
James Harden,Buddy Hield,20.5,7.5,19.4,9.45,under,over,0.561,0.596,0.3009,-0.017,0.018,0.0,-0.1,0.0,0,Monte Carlo
Kel'el Ware,Aaron Wiggins,10.5,12.5,13.42,13.02,over,over,0.627,0.53,0.2988,0.049,-0.049,0.0,-0.1,0.0,0,Monte Carlo
Quentin Grimes,Cam Whitmore,14.5,10.5,16.06,11.28,over,over,0.584,0.573,0.3012,0.006,-0.005,0.0,-0.1,0.0,0,Monte Carlo
Quentin Grimes,Chris Paul,14.5,4.5,16.06,5.04,over,over,0.584,0.568,0.2984,0.006,-0.01,-0.002,-0.1,0.0,0,Monte Carlo
Tre Mann,Luguentz Dort,8.5,9.5,8.79,8.56,over,under,0.517,0.644,0.2998,-0.061,0.066,0.003,-0.1,0.0,0,Monte Carlo
Corey Kispert,Miles Bridges,8.0,19.5,6.69,19.46,under,under,0.67,0.499,0.3006,0.091,-0.079,0.006,-0.1,0.0,0,Monte Carlo
Kyle Kuzma,Kris Dunn,8.5,6.5,9.15,7.18,over,over,0.616,0.543,0.301,0.038,-0.035,0.001,-0.1,0.0,0,Monte Carlo
Zach LaVine,Stephen Curry,21.5,24.5,22.18,23.75,over,under,0.624,0.532,0.2989,0.046,-0.046,-0.0,-0.1,0.0,0,Monte Carlo
Zach LaVine,Al Horford,21.5,7.5,22.18,7.65,over,over,0.624,0.532,0.2987,0.046,-0.046,-0.0,-0.1,0.0,0,Monte Carlo
Cam Whitmore,Collin Sexton,10.5,18.5,11.28,17.15,over,under,0.566,0.587,0.299,-0.012,0.009,-0.002,-0.1,0.0,0,Monte Carlo
Quentin Grimes,Andrew Wiggins,14.5,16.5,16.06,15.22,over,under,0.584,0.568,0.2985,0.006,-0.01,-0.002,-0.1,0.0,0,Monte Carlo
Kel'el Ware,Stephen Curry,10.5,24.5,13.42,23.75,over,under,0.627,0.532,0.3005,0.049,-0.046,0.002,-0.1,0.0,0,Monte Carlo
Miles Bridges,Davion Mitchell,19.5,10.5,19.46,6.7,under,under,0.506,0.659,0.3,-0.072,0.081,0.004,-0.1,0.0,0,Monte Carlo
Collin Sexton,Cason Wallace,18.5,9.5,17.15,8.11,under,under,0.59,0.563,0.2993,0.012,-0.015,-0.001,-0.1,0.0,0,Monte Carlo
Andrew Wiggins,Collin Sexton,16.5,18.5,15.22,17.15,under,under,0.567,0.587,0.2998,-0.011,0.009,-0.001,-0.1,0.0,0,Monte Carlo
Kel'el Ware,Al Horford,10.5,7.5,13.42,7.65,over,over,0.627,0.532,0.3003,0.049,-0.046,0.002,-0.1,0.0,0,Monte Carlo
Bam Adebayo,Buddy Hield,21.5,7.5,22.79,9.45,over,over,0.561,0.596,0.3011,-0.017,0.018,0.001,-0.1,0.0,0,Monte Carlo
Tre Mann,Myles Turner,8.5,13.5,8.79,11.52,over,under,0.517,0.647,0.301,-0.061,0.069,0.004,-0.1,0.0,0,Monte Carlo
Tyrese Maxey,Ajay Mitchell,28.5,14.5,25.84,14.74,under,over,0.645,0.518,0.3006,0.067,-0.06,0.003,-0.1,0.0,0,Monte Carlo
Miles Bridges,Isaiah Hartenstein,19.5,10.5,19.46,8.01,under,under,0.506,0.659,0.2999,-0.072,0.081,0.004,-0.1,0.0,0,Monte Carlo
Alex Sarr,Norman Powell,13.5,22.5,12.72,21.41,under,under,0.603,0.545,0.2956,0.025,-0.033,-0.004,-0.11,0.0,0,Monte Carlo
Ivica Zubac,Al Horford,15.5,7.5,13.35,7.65,under,over,0.618,0.532,0.2961,0.04,-0.046,-0.003,-0.11,0.0,0,Monte Carlo
Collin Sexton,James Harden,18.5,20.5,17.15,19.4,under,under,0.59,0.559,0.2969,0.012,-0.019,-0.003,-0.11,0.0,0,Monte Carlo
Bobby Portis,Stephen Curry,9.5,24.5,7.54,23.75,under,under,0.618,0.532,0.2963,0.04,-0.046,-0.003,-0.11,0.0,0,Monte Carlo
Kel'el Ware,Russell Westbrook,10.5,7.5,13.42,7.34,over,under,0.627,0.528,0.2978,0.049,-0.05,-0.001,-0.11,0.0,0,Monte Carlo
Quentin Grimes,Bam Adebayo,14.5,21.5,16.06,22.79,over,over,0.584,0.568,0.2983,0.006,-0.01,-0.002,-0.11,0.0,0,Monte Carlo
Bam Adebayo,Collin Sexton,21.5,18.5,22.79,17.15,over,under,0.561,0.587,0.2966,-0.017,0.009,-0.004,-0.11,0.0,0,Monte Carlo
Ivica Zubac,Stephen Curry,15.5,24.5,13.35,23.75,under,under,0.618,0.532,0.2963,0.04,-0.046,-0.003,-0.11,0.0,0,Monte Carlo
Kyle Kuzma,Stephen Curry,8.5,24.5,9.15,23.75,over,under,0.616,0.532,0.2954,0.038,-0.046,-0.004,-0.11,0.0,0,Monte Carlo
Dru Smith,Chris Paul,5.5,4.5,7.0,5.04,over,over,0.58,0.568,0.2967,0.002,-0.01,-0.004,-0.11,0.0,0,Monte Carlo
Collin Sexton,Keon Ellis,18.5,6.5,17.15,5.92,under,under,0.59,0.561,0.2983,0.012,-0.017,-0.002,-0.11,0.0,0,Monte Carlo
Bobby Portis,Al Horford,9.5,7.5,7.54,7.65,under,over,0.618,0.532,0.2961,0.04,-0.046,-0.003,-0.11,0.0,0,Monte Carlo
Aaron Wiggins,Zach LaVine,12.5,21.5,13.02,22.18,over,over,0.525,0.628,0.2967,-0.053,0.05,-0.002,-0.11,0.0,0,Monte Carlo
Khris Middleton,Buddy Hield,13.5,7.5,14.53,9.45,over,over,0.553,0.596,0.2967,-0.025,0.018,-0.003,-0.11,0.0,0,Monte Carlo
Quentin Grimes,Cason Wallace,14.5,9.5,16.06,8.11,over,under,0.584,0.563,0.296,0.006,-0.015,-0.005,-0.11,0.0,0,Monte Carlo
Kyshawn George,Miles Bridges,14.5,19.5,17.68,19.46,over,under,0.662,0.499,0.2972,0.084,-0.079,0.002,-0.11,0.0,0,Monte Carlo
Kyle Kuzma,Al Horford,8.5,7.5,9.15,7.65,over,over,0.616,0.532,0.2952,0.038,-0.046,-0.004,-0.11,0.0,0,Monte Carlo
OG Anunoby,Zach LaVine,15.5,21.5,15.0,22.18,under,over,0.524,0.628,0.2964,-0.054,0.05,-0.002,-0.11,0.0,0,Monte Carlo
Bobby Portis,Russell Westbrook,9.5,7.5,7.54,7.34,under,under,0.618,0.528,0.2936,0.04,-0.05,-0.005,-0.12,0.0,0,Monte Carlo
Kel'el Ware,OG Anunoby,10.5,15.5,13.42,15.0,over,under,0.627,0.521,0.2938,0.049,-0.057,-0.004,-0.12,0.0,0,Monte Carlo
Kel'el Ware,Chet Holmgren,10.5,18.5,13.42,18.85,over,over,0.627,0.522,0.2945,0.049,-0.056,-0.004,-0.12,0.0,0,Monte Carlo
Kyle Kuzma,Aaron Wiggins,8.5,12.5,9.15,13.02,over,over,0.616,0.53,0.2937,0.038,-0.049,-0.005,-0.12,0.0,0,Monte Carlo
Kyle Kuzma,Russell Westbrook,8.5,7.5,9.15,7.34,over,under,0.616,0.528,0.2927,0.038,-0.05,-0.006,-0.12,0.0,0,Monte Carlo
Tre Johnson,Norman Powell,13.5,22.5,12.94,21.41,under,under,0.601,0.545,0.2945,0.023,-0.033,-0.005,-0.12,0.0,0,Monte Carlo
Khris Middleton,Dru Smith,13.5,5.5,14.53,7.0,over,over,0.553,0.587,0.2924,-0.025,0.009,-0.008,-0.12,0.0,0,Monte Carlo
Norman Powell,Buddy Hield,22.5,7.5,21.41,9.45,under,over,0.548,0.596,0.2941,-0.03,0.018,-0.006,-0.12,0.0,0,Monte Carlo
Dru Smith,Cason Wallace,5.5,9.5,7.0,8.11,over,under,0.58,0.563,0.2943,0.002,-0.015,-0.006,-0.12,0.0,0,Monte Carlo
Miles Bridges,Luguentz Dort,19.5,9.5,19.46,8.56,under,under,0.506,0.644,0.2935,-0.072,0.066,-0.003,-0.12,0.0,0,Monte Carlo
Chet Holmgren,Zach LaVine,18.5,21.5,18.85,22.18,over,over,0.516,0.628,0.2917,-0.062,0.05,-0.006,-0.12,0.0,0,Monte Carlo
Khris Middleton,Collin Sexton,13.5,18.5,14.53,17.15,over,under,0.553,0.587,0.2923,-0.025,0.009,-0.008,-0.12,0.0,0,Monte Carlo
