NAME,BOOKMAKER,CATEGORY,LINE,ODDS,SIDE,PREDICTION,RECOMMENDATION,OVER%,UNDER%,IMPLIED PROB,MODEL PROB,EDGE,EV%,KELLY_FRACTION,KELLY_DOLLARS,CONFIDENCE INTERVAL,INTERVAL WIDTH,SIGMA,SIGMA FLAG,SIMULATION_METHOD
Alperen Sengun,Bovada,player_points,19.5,135,Under,25.55,0,0.75,0.25,0.426,0.25,-0.175,-4.11,0.0,0.0,"(7.9, 43.2)",35.25,8.99,High,Analytical
Brandon Ingram,BetMGM,player_points,19.5,-118,Under,24.22,0,0.681,0.319,0.541,0.319,-0.222,-4.11,0.0,0.0,"(4.6, 43.9)",39.32,10.03,High,Analytical
Brandon Ingram,FanDuel,player_points,19.5,-118,Under,24.22,0,0.681,0.319,0.541,0.319,-0.222,-4.11,0.0,0.0,"(4.6, 43.9)",39.32,10.03,High,Analytical
Nikola Jokic,BetRivers,player_points,28.5,120,Over,22.0,0,0.267,0.733,0.455,0.267,-0.187,-4.12,0.0,0.0,"(1.5, 42.5)",41.04,10.47,High,Analytical
Nikola Jokic,Bovada,player_points,28.5,120,Over,22.0,0,0.267,0.733,0.455,0.267,-0.187,-4.12,0.0,0.0,"(1.5, 42.5)",41.04,10.47,High,Analytical
Jarred Vanderbilt,BetOnline.ag,player_points,7.5,-123,Under,10.35,0,0.675,0.325,0.552,0.325,-0.227,-4.12,0.0,0.0,"(0.0, 22.6)",22.63,6.26,High,Analytical
Keon Ellis,BetRivers,player_points,7.5,-137,Under,10.23,0,0.66,0.34,0.578,0.34,-0.238,-4.12,0.0,0.0,"(0.0, 23.2)",23.17,6.6,High,Analytical
Jalen Suggs,Bovada,player_points,11.5,-185,Under,13.63,0,0.619,0.381,0.649,0.381,-0.268,-4.13,0.0,0.0,"(0.0, 27.5)",27.48,7.07,High,Analytical
Jalen Duren,FanDuel,player_points,12.5,-125,Under,17.74,0,0.674,0.326,0.556,0.326,-0.23,-4.13,0.0,0.0,"(0.0, 40.5)",40.5,11.61,High,Analytical
Jalen Duren,BetMGM,player_points,12.5,-125,Under,17.74,0,0.674,0.326,0.556,0.326,-0.23,-4.13,0.0,0.0,"(0.0, 40.5)",40.5,11.61,High,Analytical
Kevin Huerter,BetMGM,player_points,12.5,-130,Under,15.81,0,0.669,0.331,0.565,0.331,-0.234,-4.14,0.0,0.0,"(0.9, 30.7)",29.74,7.59,High,Analytical
Jarred Vanderbilt,Bovada,player_points,8.5,-190,Under,10.35,0,0.616,0.384,0.655,0.384,-0.271,-4.14,0.0,0.0,"(0.0, 22.6)",22.63,6.26,High,Analytical
Kevin Huerter,Bovada,player_points,12.5,-130,Under,15.81,0,0.669,0.331,0.565,0.331,-0.234,-4.14,0.0,0.0,"(0.9, 30.7)",29.74,7.59,High,Analytical
Tre Jones,Bovada,player_points,12.5,100,Under,16.65,0,0.707,0.293,0.5,0.293,-0.207,-4.14,0.0,0.0,"(1.7, 31.6)",29.83,7.61,High,Analytical
Mike Conley,FanDuel,player_points,8.5,102,Under,12.56,0,0.71,0.29,0.495,0.29,-0.205,-4.14,0.0,0.0,"(0.0, 26.9)",26.92,7.33,High,Analytical
Brandon Ingram,BetRivers,player_points,19.5,-120,Under,24.22,0,0.681,0.319,0.545,0.319,-0.227,-4.15,0.0,0.0,"(4.6, 43.9)",39.32,10.03,High,Analytical
Jalen Duren,BetRivers,player_points,13.5,-157,Under,17.74,0,0.642,0.358,0.611,0.358,-0.253,-4.15,0.0,0.0,"(0.0, 40.5)",40.5,11.61,High,Analytical
Jalen Suggs,FanDuel,player_points,10.5,-128,Under,13.63,0,0.671,0.329,0.561,0.329,-0.233,-4.15,0.0,0.0,"(0.0, 27.5)",27.48,7.07,High,Analytical
Alperen Sengun,Bovada,player_points,18.5,170,Under,25.55,0,0.784,0.216,0.37,0.216,-0.154,-4.16,0.0,0.0,"(7.9, 43.2)",35.25,8.99,High,Analytical
Mike Conley,Bovada,player_points,10.5,-200,Under,12.56,0,0.611,0.389,0.667,0.389,-0.277,-4.16,0.0,0.0,"(0.0, 26.9)",26.92,7.33,High,Analytical
Jarred Vanderbilt,DraftKings,player_points,7.5,-125,Under,10.35,0,0.675,0.325,0.556,0.325,-0.231,-4.16,0.0,0.0,"(0.0, 22.6)",22.63,6.26,High,Analytical
Luka Garza,FanDuel,player_points,6.5,-113,Under,9.55,0,0.69,0.31,0.531,0.31,-0.22,-4.16,0.0,0.0,"(0.0, 21.6)",21.63,6.16,High,Analytical
Isaiah Jackson,DraftKings,player_points,7.5,-104,Under,10.73,0,0.702,0.298,0.51,0.298,-0.212,-4.16,0.0,0.0,"(0.0, 22.6)",22.64,6.08,High,Analytical
Yves Missi,FanDuel,player_points,7.5,-132,Under,10.12,0,0.668,0.332,0.569,0.332,-0.237,-4.17,0.0,0.0,"(0.0, 21.9)",21.93,6.02,High,Analytical
Mark Williams,BetOnline.ag,player_points,13.5,-105,Over,10.62,0,0.298,0.702,0.512,0.298,-0.214,-4.17,0.0,0.0,"(0.0, 21.3)",21.28,5.43,Med,Analytical
Sam Hauser,Bovada,player_points,7.5,140,Under,12.86,0,0.758,0.242,0.417,0.242,-0.174,-4.18,0.0,0.0,"(0.0, 27.9)",27.88,7.67,High,Analytical
Anthony Davis,BetRivers,player_points,26.5,-143,Under,30.99,0,0.658,0.342,0.588,0.342,-0.246,-4.18,0.0,0.0,"(9.3, 52.7)",43.37,11.06,High,Analytical
Yves Missi,BetRivers,player_points,6.5,112,Under,10.12,0,0.726,0.274,0.472,0.274,-0.198,-4.19,0.0,0.0,"(0.0, 21.9)",21.93,6.02,High,Analytical
Kyle Filipowski,Bovada,player_points,10.5,-130,Under,13.7,0,0.672,0.328,0.565,0.328,-0.237,-4.19,0.0,0.0,"(0.0, 27.8)",27.8,7.2,High,Analytical
Jaylen Brown,FanDuel,player_points,23.5,-128,Under,29.33,0,0.674,0.326,0.561,0.326,-0.235,-4.19,0.0,0.0,"(4.0, 54.7)",50.66,12.92,High,Analytical
Kyle Filipowski,BetMGM,player_points,10.5,-130,Under,13.7,0,0.672,0.328,0.565,0.328,-0.237,-4.19,0.0,0.0,"(0.0, 27.8)",27.8,7.2,High,Analytical
Jaden McDaniels,Bovada,player_points,15.5,-105,Under,20.08,0,0.702,0.298,0.512,0.298,-0.214,-4.19,0.0,0.0,"(3.2, 37.0)",33.8,8.62,High,Analytical
Amen Thompson,BetRivers,player_points,16.5,-148,Under,22.32,0,0.654,0.346,0.597,0.346,-0.251,-4.2,0.0,0.0,"(0.0, 51.1)",51.09,14.68,High,Analytical
Nikola Jokic,Bovada,player_points,29.5,145,Over,22.0,0,0.237,0.763,0.408,0.237,-0.171,-4.2,0.0,0.0,"(1.5, 42.5)",41.04,10.47,High,Analytical
Sam Hauser,Bovada,player_points,10.5,-190,Under,12.86,0,0.621,0.379,0.655,0.379,-0.276,-4.21,0.0,0.0,"(0.0, 27.9)",27.88,7.67,High,Analytical
Nickeil Alexander-Walker,FanDuel,player_points,12.5,-104,Under,17.31,0,0.705,0.295,0.51,0.295,-0.215,-4.21,0.0,0.0,"(0.0, 34.8)",34.79,8.92,High,Analytical
Anthony Davis,FanDuel,player_points,25.5,-115,Under,30.99,0,0.69,0.31,0.535,0.31,-0.225,-4.21,0.0,0.0,"(9.3, 52.7)",43.37,11.06,High,Analytical
Isaiah Jackson,FanDuel,player_points,7.5,-106,Under,10.73,0,0.702,0.298,0.515,0.298,-0.217,-4.22,0.0,0.0,"(0.0, 22.6)",22.64,6.08,High,Analytical
Kevin Huerter,Bovada,player_points,9.5,185,Under,15.81,0,0.797,0.203,0.351,0.203,-0.148,-4.22,0.0,0.0,"(0.9, 30.7)",29.74,7.59,High,Analytical
Brice Sensabaugh,BetMGM,player_points,11.5,-115,Under,15.76,0,0.691,0.309,0.535,0.309,-0.226,-4.22,0.0,0.0,"(0.0, 32.5)",32.51,8.55,High,Analytical
Isaiah Jackson,BetOnline.ag,player_points,7.5,-106,Under,10.73,0,0.702,0.298,0.515,0.298,-0.217,-4.22,0.0,0.0,"(0.0, 22.6)",22.64,6.08,High,Analytical
Kyle Filipowski,BetRivers,player_points,10.5,-132,Under,13.7,0,0.672,0.328,0.569,0.328,-0.241,-4.23,0.0,0.0,"(0.0, 27.8)",27.8,7.2,High,Analytical
Kyle Filipowski,Bovada,player_points,8.5,145,Under,13.7,0,0.765,0.235,0.408,0.235,-0.173,-4.24,0.0,0.0,"(0.0, 27.8)",27.8,7.2,High,Analytical
Mike Conley,Bovada,player_points,7.5,135,Under,12.56,0,0.755,0.245,0.426,0.245,-0.18,-4.24,0.0,0.0,"(0.0, 26.9)",26.92,7.33,High,Analytical
P.J. Washington,FanDuel,player_points,15.5,-118,Under,19.62,0,0.688,0.312,0.541,0.312,-0.23,-4.24,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Sam Hauser,Bovada,player_points,9.5,-135,Under,12.86,0,0.669,0.331,0.574,0.331,-0.244,-4.24,0.0,0.0,"(0.0, 27.9)",27.88,7.67,High,Analytical
Jock Landale,BetRivers,player_points,9.5,-150,Under,12.22,0,0.654,0.346,0.6,0.346,-0.254,-4.24,0.0,0.0,"(0.0, 25.7)",25.68,6.87,High,Analytical
Deandre Ayton,BetRivers,player_points,14.5,-103,Under,18.6,0,0.708,0.292,0.507,0.292,-0.216,-4.25,0.0,0.0,"(3.9, 33.3)",29.34,7.48,High,Analytical
Mike Conley,BetOnline.ag,player_points,8.5,-102,Under,12.56,0,0.71,0.29,0.505,0.29,-0.215,-4.26,0.0,0.0,"(0.0, 26.9)",26.92,7.33,High,Analytical
Domantas Sabonis,BetRivers,player_points,18.5,114,Over,14.42,0,0.268,0.732,0.467,0.268,-0.199,-4.26,0.0,0.0,"(1.5, 27.4)",25.88,6.6,High,Analytical
Brandon Ingram,BetRivers,player_points,18.5,102,Under,24.22,0,0.716,0.284,0.495,0.284,-0.211,-4.26,0.0,0.0,"(4.6, 43.9)",39.32,10.03,High,Analytical
Jock Landale,Bovada,player_points,8.5,-105,Under,12.22,0,0.706,0.294,0.512,0.294,-0.218,-4.26,0.0,0.0,"(0.0, 25.7)",25.68,6.87,High,Analytical
Kyle Filipowski,Bovada,player_points,9.5,105,Under,13.7,0,0.72,0.28,0.488,0.28,-0.208,-4.26,0.0,0.0,"(0.0, 27.8)",27.8,7.2,High,Analytical
Jock Landale,BetMGM,player_points,8.5,-105,Under,12.22,0,0.706,0.294,0.512,0.294,-0.218,-4.26,0.0,0.0,"(0.0, 25.7)",25.68,6.87,High,Analytical
Ayo Dosunmu,BetRivers,player_points,12.5,-110,Under,16.32,0,0.7,0.3,0.524,0.3,-0.224,-4.27,0.0,0.0,"(2.0, 30.6)",28.59,7.29,High,Analytical
Ayo Dosunmu,BetMGM,player_points,12.5,-110,Under,16.32,0,0.7,0.3,0.524,0.3,-0.224,-4.27,0.0,0.0,"(2.0, 30.6)",28.59,7.29,High,Analytical
Nikola Jokic,Bovada,player_points,30.5,175,Over,22.0,0,0.208,0.792,0.364,0.208,-0.155,-4.27,0.0,0.0,"(1.5, 42.5)",41.04,10.47,High,Analytical
Nickeil Alexander-Walker,BetOnline.ag,player_points,12.5,-106,Under,17.31,0,0.705,0.295,0.515,0.295,-0.22,-4.27,0.0,0.0,"(0.0, 34.8)",34.79,8.92,High,Analytical
Isaiah Jackson,BetRivers,player_points,8.5,-165,Under,10.73,0,0.643,0.357,0.623,0.357,-0.266,-4.27,0.0,0.0,"(0.0, 22.6)",22.64,6.08,High,Analytical
Anthony Davis,BetRivers,player_points,25.5,-118,Under,30.99,0,0.69,0.31,0.541,0.31,-0.231,-4.27,0.0,0.0,"(9.3, 52.7)",43.37,11.06,High,Analytical
Josh Minott,BetRivers,player_points,6.5,112,Under,11.57,0,0.73,0.27,0.472,0.27,-0.202,-4.28,0.0,0.0,"(0.0, 27.8)",27.78,8.27,High,Analytical
Derik Queen,BetOnline.ag,player_points,8.5,-120,Under,11.84,0,0.688,0.312,0.545,0.312,-0.233,-4.28,0.0,0.0,"(0.0, 25.2)",25.19,6.81,High,Analytical
Mike Conley,Bovada,player_points,9.5,-145,Under,12.56,0,0.662,0.338,0.592,0.338,-0.254,-4.28,0.0,0.0,"(0.0, 26.9)",26.92,7.33,High,Analytical
Mark Williams,BetRivers,player_points,13.5,-109,Over,10.62,0,0.298,0.702,0.522,0.298,-0.223,-4.28,0.0,0.0,"(0.0, 21.3)",21.28,5.43,Med,Analytical
Tyrese Martin,BetMGM,player_points,6.5,-105,Under,9.93,0,0.707,0.293,0.512,0.293,-0.219,-4.28,0.0,0.0,"(0.0, 22.3)",22.27,6.3,High,Analytical
Jalen Suggs,Bovada,player_points,10.5,-135,Under,13.63,0,0.671,0.329,0.574,0.329,-0.246,-4.28,0.0,0.0,"(0.0, 27.5)",27.48,7.07,High,Analytical
Matas Buzelis,FanDuel,player_points,16.5,-104,Under,20.71,0,0.709,0.291,0.51,0.291,-0.219,-4.29,0.0,0.0,"(5.7, 35.7)",29.99,7.65,High,Analytical
P.J. Washington,Bovada,player_points,15.5,-120,Under,19.62,0,0.688,0.312,0.545,0.312,-0.234,-4.29,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Kyle Filipowski,FanDuel,player_points,9.5,104,Under,13.7,0,0.72,0.28,0.49,0.28,-0.21,-4.29,0.0,0.0,"(0.0, 27.8)",27.8,7.2,High,Analytical
Sam Hauser,Bovada,player_points,8.5,100,Under,12.86,0,0.715,0.285,0.5,0.285,-0.215,-4.3,0.0,0.0,"(0.0, 27.9)",27.88,7.67,High,Analytical
Josh Minott,BetRivers,player_points,7.5,-120,Under,11.57,0,0.689,0.311,0.545,0.311,-0.234,-4.3,0.0,0.0,"(0.0, 27.8)",27.78,8.27,High,Analytical
Jaden McDaniels,Bovada,player_points,14.5,120,Under,20.08,0,0.741,0.259,0.455,0.259,-0.196,-4.3,0.0,0.0,"(3.2, 37.0)",33.8,8.62,High,Analytical
Deandre Ayton,Bovada,player_points,14.5,-105,Under,18.6,0,0.708,0.292,0.512,0.292,-0.22,-4.3,0.0,0.0,"(3.9, 33.3)",29.34,7.48,High,Analytical
Kevin Huerter,Bovada,player_points,11.5,100,Under,15.81,0,0.715,0.285,0.5,0.285,-0.215,-4.3,0.0,0.0,"(0.9, 30.7)",29.74,7.59,High,Analytical
Josh Minott,BetRivers,player_points,8.5,-165,Under,11.57,0,0.645,0.355,0.623,0.355,-0.268,-4.3,0.0,0.0,"(0.0, 27.8)",27.78,8.27,High,Analytical
Sam Hauser,FanDuel,player_points,8.5,100,Under,12.86,0,0.715,0.285,0.5,0.285,-0.215,-4.3,0.0,0.0,"(0.0, 27.9)",27.88,7.67,High,Analytical
Kevin Huerter,BetRivers,player_points,12.5,-139,Under,15.81,0,0.669,0.331,0.582,0.331,-0.25,-4.3,0.0,0.0,"(0.9, 30.7)",29.74,7.59,High,Analytical
Lauri Markkanen,Bovada,player_points,25.5,-170,Under,29.3,0,0.641,0.359,0.63,0.359,-0.271,-4.3,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Kevin Huerter,Bovada,player_points,10.5,135,Under,15.81,0,0.758,0.242,0.426,0.242,-0.183,-4.31,0.0,0.0,"(0.9, 30.7)",29.74,7.59,High,Analytical
Lauri Markkanen,BetOnline.ag,player_points,23.5,-105,Under,29.3,0,0.709,0.291,0.512,0.291,-0.221,-4.32,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Derik Queen,FanDuel,player_points,8.5,-122,Under,11.84,0,0.688,0.312,0.55,0.312,-0.238,-4.32,0.0,0.0,"(0.0, 25.2)",25.19,6.81,High,Analytical
P.J. Washington,Bovada,player_points,14.5,110,Under,19.62,0,0.729,0.271,0.476,0.271,-0.206,-4.32,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Jaden McDaniels,Bovada,player_points,13.5,155,Under,20.08,0,0.777,0.223,0.392,0.223,-0.169,-4.32,0.0,0.0,"(3.2, 37.0)",33.8,8.62,High,Analytical
Brice Sensabaugh,DraftKings,player_points,11.5,-120,Under,15.76,0,0.691,0.309,0.545,0.309,-0.236,-4.33,0.0,0.0,"(0.0, 32.5)",32.51,8.55,High,Analytical
Jarred Vanderbilt,BetRivers,player_points,7.5,-134,Under,10.35,0,0.675,0.325,0.573,0.325,-0.248,-4.33,0.0,0.0,"(0.0, 22.6)",22.63,6.26,High,Analytical
P.J. Washington,BetRivers,player_points,16.5,-167,Under,19.62,0,0.645,0.355,0.625,0.355,-0.271,-4.33,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Mike Conley,Bovada,player_points,8.5,-105,Under,12.56,0,0.71,0.29,0.512,0.29,-0.222,-4.34,0.0,0.0,"(0.0, 26.9)",26.92,7.33,High,Analytical
Mike Conley,BetMGM,player_points,8.5,-105,Under,12.56,0,0.71,0.29,0.512,0.29,-0.222,-4.34,0.0,0.0,"(0.0, 26.9)",26.92,7.33,High,Analytical
Nickeil Alexander-Walker,DraftKings,player_points,12.5,-109,Under,17.31,0,0.705,0.295,0.522,0.295,-0.227,-4.34,0.0,0.0,"(0.0, 34.8)",34.79,8.92,High,Analytical
Jarred Vanderbilt,Bovada,player_points,7.5,-135,Under,10.35,0,0.675,0.325,0.574,0.325,-0.25,-4.35,0.0,0.0,"(0.0, 22.6)",22.63,6.26,High,Analytical
Lauri Markkanen,Bovada,player_points,24.5,-135,Under,29.3,0,0.676,0.324,0.574,0.324,-0.25,-4.35,0.0,0.0,"(8.6, 50.0)",41.33,10.54,High,Analytical
Tony Bradley,Bovada,player_points,7.5,-105,Under,10.78,0,0.711,0.289,0.512,0.289,-0.224,-4.36,0.0,0.0,"(0.0, 22.3)",22.33,5.89,Med,Analytical
Josh Minott,BetOnline.ag,player_points,7.5,-123,Under,11.57,0,0.689,0.311,0.552,0.311,-0.24,-4.36,0.0,0.0,"(0.0, 27.8)",27.78,8.27,High,Analytical
Tony Bradley,BetOnline.ag,player_points,7.5,-105,Under,10.78,0,0.711,0.289,0.512,0.289,-0.224,-4.36,0.0,0.0,"(0.0, 22.3)",22.33,5.89,Med,Analytical
P.J. Washington,Bovada,player_points,12.5,185,Under,19.62,0,0.802,0.198,0.351,0.198,-0.153,-4.36,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Nickeil Alexander-Walker,Bovada,player_points,12.5,-110,Under,17.31,0,0.705,0.295,0.524,0.295,-0.229,-4.37,0.0,0.0,"(0.0, 34.8)",34.79,8.92,High,Analytical
Jock Landale,DraftKings,player_points,8.5,-109,Under,12.22,0,0.706,0.294,0.522,0.294,-0.228,-4.37,0.0,0.0,"(0.0, 25.7)",25.68,6.87,High,Analytical
Anthony Davis,BetRivers,player_points,24.5,102,Under,30.99,0,0.721,0.279,0.495,0.279,-0.216,-4.37,0.0,0.0,"(9.3, 52.7)",43.37,11.06,High,Analytical
Domantas Sabonis,Bovada,player_points,19.5,155,Over,14.42,0,0.221,0.779,0.392,0.221,-0.171,-4.37,0.0,0.0,"(1.5, 27.4)",25.88,6.6,High,Analytical
Tre Jones,BetOnline.ag,player_points,12.5,-109,Under,16.65,0,0.707,0.293,0.522,0.293,-0.229,-4.38,0.0,0.0,"(1.7, 31.6)",29.83,7.61,High,Analytical
Mark Williams,DraftKings,player_points,13.5,-113,Over,10.62,0,0.298,0.702,0.531,0.298,-0.232,-4.38,0.0,0.0,"(0.0, 21.3)",21.28,5.43,Med,Analytical
Sam Hauser,BetOnline.ag,player_points,8.5,-103,Under,12.86,0,0.715,0.285,0.507,0.285,-0.223,-4.39,0.0,0.0,"(0.0, 27.9)",27.88,7.67,High,Analytical
Tony Bradley,Bovada,player_points,6.5,140,Under,10.78,0,0.766,0.234,0.417,0.234,-0.183,-4.39,0.0,0.0,"(0.0, 22.3)",22.33,5.89,Med,Analytical
Yves Missi,Bovada,player_points,7.5,-145,Under,10.12,0,0.668,0.332,0.592,0.332,-0.26,-4.4,0.0,0.0,"(0.0, 21.9)",21.93,6.02,High,Analytical
Mark Williams,FanDuel,player_points,13.5,-114,Over,10.62,0,0.298,0.702,0.533,0.298,-0.234,-4.4,0.0,0.0,"(0.0, 21.3)",21.28,5.43,Med,Analytical
Jalen Suggs,Bovada,player_points,7.5,190,Under,13.63,0,0.807,0.193,0.345,0.193,-0.152,-4.41,0.0,0.0,"(0.0, 27.5)",27.48,7.07,High,Analytical
Keon Ellis,BetMGM,player_points,6.5,-105,Under,10.23,0,0.714,0.286,0.512,0.286,-0.226,-4.41,0.0,0.0,"(0.0, 23.2)",23.17,6.6,High,Analytical
Jarred Vanderbilt,Bovada,player_points,5.5,155,Under,10.35,0,0.781,0.219,0.392,0.219,-0.173,-4.41,0.0,0.0,"(0.0, 22.6)",22.63,6.26,High,Analytical
Derik Queen,Bovada,player_points,9.5,-190,Under,11.84,0,0.634,0.366,0.655,0.366,-0.29,-4.42,0.0,0.0,"(0.0, 25.2)",25.19,6.81,High,Analytical
Jalen Suggs,Bovada,player_points,9.5,100,Under,13.63,0,0.721,0.279,0.5,0.279,-0.221,-4.42,0.0,0.0,"(0.0, 27.5)",27.48,7.07,High,Analytical
P.J. Washington,Bovada,player_points,13.5,140,Under,19.62,0,0.767,0.233,0.417,0.233,-0.184,-4.42,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Brice Sensabaugh,Bovada,player_points,11.5,-125,Under,15.76,0,0.691,0.309,0.556,0.309,-0.246,-4.43,0.0,0.0,"(0.0, 32.5)",32.51,8.55,High,Analytical
Tre Jones,FanDuel,player_points,12.5,-111,Under,16.65,0,0.707,0.293,0.526,0.293,-0.233,-4.43,0.0,0.0,"(1.7, 31.6)",29.83,7.61,High,Analytical
Deandre Ayton,Bovada,player_points,13.5,125,Under,18.6,0,0.752,0.248,0.444,0.248,-0.197,-4.43,0.0,0.0,"(3.9, 33.3)",29.34,7.48,High,Analytical
Ben Sheppard,BetRivers,player_points,11.5,-148,Under,14.68,0,0.668,0.332,0.597,0.332,-0.265,-4.43,0.0,0.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
Jock Landale,BetOnline.ag,player_points,8.5,-112,Under,12.22,0,0.706,0.294,0.528,0.294,-0.234,-4.44,0.0,0.0,"(0.0, 25.7)",25.68,6.87,High,Analytical
Sam Hauser,DraftKings,player_points,8.5,-105,Under,12.86,0,0.715,0.285,0.512,0.285,-0.227,-4.44,0.0,0.0,"(0.0, 27.9)",27.88,7.67,High,Analytical
Sam Hauser,BetMGM,player_points,8.5,-105,Under,12.86,0,0.715,0.285,0.512,0.285,-0.227,-4.44,0.0,0.0,"(0.0, 27.9)",27.88,7.67,High,Analytical
Matas Buzelis,BetRivers,player_points,17.5,-155,Under,20.71,0,0.662,0.338,0.608,0.338,-0.27,-4.45,0.0,0.0,"(5.7, 35.7)",29.99,7.65,High,Analytical
Nickeil Alexander-Walker,BetRivers,player_points,13.5,-152,Under,17.31,0,0.665,0.335,0.603,0.335,-0.268,-4.45,0.0,0.0,"(0.0, 34.8)",34.79,8.92,High,Analytical
Matas Buzelis,BetOnline.ag,player_points,16.5,-111,Under,20.71,0,0.709,0.291,0.526,0.291,-0.235,-4.46,0.0,0.0,"(5.7, 35.7)",29.99,7.65,High,Analytical
Mike Conley,BetRivers,player_points,9.5,-157,Under,12.56,0,0.662,0.338,0.611,0.338,-0.273,-4.46,0.0,0.0,"(0.0, 26.9)",26.92,7.33,High,Analytical
Brandon Ingram,BetRivers,player_points,17.5,120,Under,24.22,0,0.749,0.251,0.455,0.251,-0.203,-4.47,0.0,0.0,"(4.6, 43.9)",39.32,10.03,High,Analytical
Isaiah Jackson,BetRivers,player_points,7.5,-117,Under,10.73,0,0.702,0.298,0.539,0.298,-0.242,-4.48,0.0,0.0,"(0.0, 22.6)",22.64,6.08,High,Analytical
Jarred Vanderbilt,Bovada,player_points,6.5,105,Under,10.35,0,0.731,0.269,0.488,0.269,-0.218,-4.48,0.0,0.0,"(0.0, 22.6)",22.63,6.26,High,Analytical
Kyle Filipowski,BetRivers,player_points,9.5,-103,Under,13.7,0,0.72,0.28,0.507,0.28,-0.228,-4.48,0.0,0.0,"(0.0, 27.8)",27.8,7.2,High,Analytical
Kyle Filipowski,BetOnline.ag,player_points,9.5,-103,Under,13.7,0,0.72,0.28,0.507,0.28,-0.228,-4.48,0.0,0.0,"(0.0, 27.8)",27.8,7.2,High,Analytical
Brice Sensabaugh,FanDuel,player_points,11.5,-128,Under,15.76,0,0.691,0.309,0.561,0.309,-0.252,-4.49,0.0,0.0,"(0.0, 32.5)",32.51,8.55,High,Analytical
Nickeil Alexander-Walker,BetMGM,player_points,12.5,-115,Under,17.31,0,0.705,0.295,0.535,0.295,-0.24,-4.49,0.0,0.0,"(0.0, 34.8)",34.79,8.92,High,Analytical
P.J. Washington,BetRivers,player_points,15.5,-130,Under,19.62,0,0.688,0.312,0.565,0.312,-0.254,-4.49,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Keon Ellis,BetRivers,player_points,6.5,-108,Under,10.23,0,0.714,0.286,0.519,0.286,-0.233,-4.49,0.0,0.0,"(0.0, 23.2)",23.17,6.6,High,Analytical
Deandre Ayton,Bovada,player_points,12.5,165,Under,18.6,0,0.793,0.207,0.377,0.207,-0.17,-4.5,0.0,0.0,"(3.9, 33.3)",29.34,7.48,High,Analytical
Jalen Suggs,Bovada,player_points,8.5,135,Under,13.63,0,0.766,0.234,0.426,0.234,-0.192,-4.51,0.0,0.0,"(0.0, 27.5)",27.48,7.07,High,Analytical
Anthony Davis,BetRivers,player_points,23.5,120,Under,30.99,0,0.751,0.249,0.455,0.249,-0.205,-4.52,0.0,0.0,"(9.3, 52.7)",43.37,11.06,High,Analytical
Derik Queen,DraftKings,player_points,8.5,-132,Under,11.84,0,0.688,0.312,0.569,0.312,-0.257,-4.52,0.0,0.0,"(0.0, 25.2)",25.19,6.81,High,Analytical
Yves Missi,BetOnline.ag,player_points,6.5,100,Under,10.12,0,0.726,0.274,0.5,0.274,-0.226,-4.52,0.0,0.0,"(0.0, 21.9)",21.93,6.02,High,Analytical
Yves Missi,Bovada,player_points,6.5,100,Under,10.12,0,0.726,0.274,0.5,0.274,-0.226,-4.52,0.0,0.0,"(0.0, 21.9)",21.93,6.02,High,Analytical
Jamal Murray,Bovada,player_points,24.5,-180,Under,28.69,0,0.647,0.353,0.643,0.353,-0.29,-4.52,0.0,0.0,"(7.0, 50.4)",43.43,11.08,High,Analytical
Tre Jones,BetMGM,player_points,12.5,-115,Under,16.65,0,0.707,0.293,0.535,0.293,-0.242,-4.52,0.0,0.0,"(1.7, 31.6)",29.83,7.61,High,Analytical
Yves Missi,BetMGM,player_points,6.5,100,Under,10.12,0,0.726,0.274,0.5,0.274,-0.226,-4.52,0.0,0.0,"(0.0, 21.9)",21.93,6.02,High,Analytical
Mark Williams,BetMGM,player_points,13.5,-120,Over,10.62,0,0.298,0.702,0.545,0.298,-0.247,-4.53,0.0,0.0,"(0.0, 21.3)",21.28,5.43,Med,Analytical
P.J. Washington,Bovada,player_points,16.5,-185,Under,19.62,0,0.645,0.355,0.649,0.355,-0.294,-4.53,0.0,0.0,"(3.2, 36.0)",32.85,8.38,High,Analytical
Mark Williams,Bovada,player_points,13.5,-120,Over,10.62,0,0.298,0.702,0.545,0.298,-0.247,-4.53,0.0,0.0,"(0.0, 21.3)",21.28,5.43,Med,Analytical
Day'Ron Sharpe,FanDuel,player_points,7.5,-128,Under,10.68,0,0.693,0.307,0.561,0.307,-0.254,-4.53,0.0,0.0,"(0.0, 23.0)",23.03,6.3,High,Analytical
